"date","age","cum.deaths","daily.deaths","code","weekly.deaths"
2020-05-19,"60-69",167,3,"CO",NA
2020-05-19,"70-79",290,6,"CO",NA
2020-05-19,"80+",687,23,"CO",NA
2020-05-20,"0-9",0,0,"CO",NA
2020-05-20,"10-19",2,0,"CO",NA
2020-05-20,"20-29",7,0,"CO",NA
2020-05-20,"30-39",7,0,"CO",NA
2020-05-20,"40-49",31,0,"CO",NA
2020-05-20,"50-59",70,4,"CO",NA
2020-05-20,"60-69",170,3,"CO",NA
2020-05-20,"70-79",302,12,"CO",NA
2020-05-20,"80+",710,23,"CO",NA
2020-05-21,"0-9",0,0,"CO",NA
2020-05-21,"10-19",2,0,"CO",NA
2020-05-21,"20-29",7,0,"CO",NA
2020-05-21,"30-39",7,0,"CO",NA
2020-05-21,"40-49",33,2,"CO",NA
2020-05-21,"50-59",71,1,"CO",NA
2020-05-21,"60-69",170,0,"CO",NA
2020-05-21,"70-79",306,4,"CO",NA
2020-05-21,"80+",714,4,"CO",NA
2020-05-22,"0-9",0,0,"CO",NA
2020-05-22,"10-19",2,0,"CO",NA
2020-05-22,"20-29",7,0,"CO",NA
2020-05-22,"30-39",7,0,"CO",NA
2020-05-22,"40-49",34,0,"CO",NA
2020-05-22,"50-59",71,0,"CO",NA
2020-05-22,"60-69",171,1,"CO",NA
2020-05-22,"70-79",308,2,"CO",NA
2020-05-22,"80+",724,10,"CO",NA
2020-05-23,"0-9",0,0,"CO",NA
2020-05-23,"10-19",2,0,"CO",NA
2020-05-23,"20-29",8,1,"CO",NA
2020-05-23,"30-39",7,0,"CO",NA
2020-05-23,"40-49",33,0,"CO",NA
2020-05-23,"50-59",71,0,"CO",NA
2020-05-23,"60-69",171,0,"CO",NA
2020-05-23,"70-79",309,1,"CO",NA
2020-05-23,"80+",726,2,"CO",NA
2020-05-24,"0-9",0,0,"CO",NA
2020-05-24,"10-19",2,0,"CO",NA
2020-05-24,"20-29",8,0,"CO",NA
2020-05-24,"30-39",8,1,"CO",NA
2020-05-24,"40-49",33,0,"CO",NA
2020-05-24,"50-59",71,0,"CO",NA
2020-05-24,"60-69",171,0,"CO",NA
2020-05-24,"70-79",311,2,"CO",NA
2020-05-24,"80+",728,2,"CO",NA
2020-05-25,"0-9",0,0,"CO",NA
2020-05-25,"10-19",2,0,"CO",NA
2020-05-25,"20-29",8,0,"CO",NA
2020-05-25,"30-39",8,0,"CO",NA
2020-05-25,"40-49",33,0,"CO",NA
2020-05-25,"50-59",71,0,"CO",NA
2020-05-25,"60-69",171,0,"CO",NA
2020-05-25,"70-79",311,0,"CO",NA
2020-05-25,"80+",729,1,"CO",NA
2020-05-26,"0-9",0,0,"CO",NA
2020-05-26,"10-19",2,0,"CO",NA
2020-05-26,"20-29",8,0,"CO",NA
2020-05-26,"30-39",8,0,"CO",NA
2020-05-26,"40-49",34,1,"CO",NA
2020-05-26,"50-59",71,0,"CO",NA
2020-05-26,"60-69",174,3,"CO",NA
2020-05-26,"70-79",320,9,"CO",NA
2020-05-26,"80+",735,6,"CO",NA
2020-04-05,"0-9",1,NA,"CT",NA
2020-04-05,"10-19",0,NA,"CT",NA
2020-04-05,"20-29",0,NA,"CT",NA
2020-04-05,"30-39",1,NA,"CT",NA
2020-04-05,"40-49",7,NA,"CT",NA
2020-04-05,"50-59",9,NA,"CT",NA
2020-04-05,"60-69",27,NA,"CT",NA
2020-04-05,"70-79",47,NA,"CT",NA
2020-04-05,"80+",97,NA,"CT",NA
2020-04-06,"0-9",1,0,"CT",NA
2020-04-06,"10-19",0,0,"CT",NA
2020-04-06,"20-29",0,0,"CT",NA
2020-04-06,"30-39",1,0,"CT",NA
2020-04-06,"40-49",7,0,"CT",NA
2020-04-06,"50-59",10,1,"CT",NA
2020-04-06,"60-69",28,1,"CT",NA
2020-04-06,"70-79",49,2,"CT",NA
2020-04-06,"80+",110,13,"CT",NA
2020-04-07,"0-9",1,0,"CT",NA
2020-04-07,"10-19",0,0,"CT",NA
2020-04-07,"20-29",1,1,"CT",NA
2020-04-07,"30-39",2,1,"CT",NA
2020-04-07,"40-49",9,2,"CT",NA
2020-04-07,"50-59",13,3,"CT",NA
2020-04-07,"60-69",39,11,"CT",NA
2020-04-07,"70-79",63,14,"CT",NA
2020-04-07,"80+",149,39,"CT",NA
2020-04-08,"0-9",1,0,"CT",NA
2020-04-08,"10-19",0,0,"CT",NA
2020-04-08,"20-29",1,0,"CT",NA
2020-04-08,"30-39",2,0,"CT",NA
2020-04-08,"40-49",9,0,"CT",NA
2020-04-08,"50-59",16,3,"CT",NA
2020-04-08,"60-69",47,8,"CT",NA
2020-04-08,"70-79",80,17,"CT",NA
2020-04-08,"80+",179,30,"CT",NA
2020-04-09,"0-9",1,0,"CT",NA
2020-04-09,"10-19",0,0,"CT",NA
2020-04-09,"20-29",1,0,"CT",NA
2020-04-09,"30-39",3,1,"CT",NA
2020-04-09,"40-49",10,1,"CT",NA
2020-04-09,"50-59",17,1,"CT",NA
2020-04-09,"60-69",53,6,"CT",NA
2020-04-09,"70-79",91,11,"CT",NA
2020-04-09,"80+",204,25,"CT",NA
2020-04-10,"0-9",1,0,"CT",NA
2020-04-10,"10-19",0,0,"CT",NA
2020-04-10,"20-29",1,0,"CT",NA
2020-04-10,"30-39",5,2,"CT",NA
2020-04-10,"40-49",11,1,"CT",NA
2020-04-10,"50-59",19,2,"CT",NA
2020-04-10,"60-69",61,8,"CT",NA
2020-04-10,"70-79",101,10,"CT",NA
2020-04-10,"80+",249,45,"CT",NA
2020-04-11,"0-9",1,0,"CT",NA
2020-04-11,"10-19",0,0,"CT",NA
2020-04-11,"20-29",1,0,"CT",NA
2020-04-11,"30-39",6,1,"CT",NA
2020-04-11,"40-49",13,2,"CT",NA
2020-04-11,"50-59",21,2,"CT",NA
2020-04-11,"60-69",67,6,"CT",NA
2020-04-11,"70-79",110,9,"CT",NA
2020-04-11,"80+",275,26,"CT",NA
2020-04-12,"0-9",1,0,"CT",NA
2020-04-12,"10-19",0,0,"CT",NA
2020-04-12,"20-29",1,0,"CT",NA
2020-04-12,"30-39",6,0,"CT",NA
2020-04-12,"40-49",13,0,"CT",NA
2020-04-12,"50-59",27,6,"CT",NA
2020-04-12,"60-69",75,8,"CT",NA
2020-04-12,"70-79",122,12,"CT",NA
2020-04-12,"80+",309,34,"CT",NA
2020-04-13,"0-9",1,0,"CT",NA
2020-04-13,"10-19",0,0,"CT",NA
2020-04-13,"20-29",1,0,"CT",NA
2020-04-13,"30-39",8,2,"CT",NA
2020-04-13,"40-49",13,0,"CT",NA
2020-04-13,"50-59",30,3,"CT",NA
2020-04-13,"60-69",83,8,"CT",NA
2020-04-13,"70-79",134,12,"CT",NA
2020-04-13,"80+",332,23,"CT",NA
2020-04-14,"0-9",1,0,"CT",NA
2020-04-14,"10-19",0,0,"CT",NA
2020-04-14,"20-29",1,0,"CT",NA
2020-04-14,"30-39",8,0,"CT",NA
2020-04-14,"40-49",14,1,"CT",NA
2020-04-14,"50-59",32,2,"CT",NA
2020-04-14,"60-69",96,13,"CT",NA
2020-04-14,"70-79",150,16,"CT",NA
2020-04-14,"80+",369,37,"CT",NA
2020-04-15,"0-9",1,0,"CT",NA
2020-04-15,"10-19",1,1,"CT",NA
2020-04-15,"20-29",1,0,"CT",NA
2020-04-15,"30-39",9,1,"CT",NA
2020-04-15,"40-49",19,5,"CT",NA
2020-04-15,"50-59",35,3,"CT",NA
2020-04-15,"60-69",118,22,"CT",NA
2020-04-15,"70-79",192,42,"CT",NA
2020-04-15,"80+",491,122,"CT",NA
2020-04-16,"0-9",1,0,"CT",NA
2020-04-16,"10-19",1,0,"CT",NA
2020-04-16,"20-29",2,1,"CT",NA
2020-04-16,"30-39",10,1,"CT",NA
2020-04-16,"40-49",20,1,"CT",NA
2020-04-16,"50-59",40,5,"CT",NA
2020-04-16,"60-69",138,20,"CT",NA
2020-04-16,"70-79",218,26,"CT",NA
2020-04-16,"80+",539,48,"CT",NA
2020-04-17,"0-9",1,0,"CT",NA
2020-04-17,"10-19",1,0,"CT",NA
2020-04-17,"20-29",3,1,"CT",NA
2020-04-17,"30-39",11,1,"CT",NA
2020-04-17,"40-49",21,1,"CT",NA
2020-04-17,"50-59",44,4,"CT",NA
2020-04-17,"60-69",143,5,"CT",NA
2020-04-17,"70-79",231,13,"CT",NA
2020-04-17,"80+",579,40,"CT",NA
2020-04-18,"0-9",1,0,"CT",NA
2020-04-18,"10-19",2,1,"CT",NA
2020-04-18,"20-29",3,0,"CT",NA
2020-04-18,"30-39",11,0,"CT",NA
2020-04-18,"40-49",22,1,"CT",NA
2020-04-18,"50-59",44,0,"CT",NA
2020-04-18,"60-69",151,8,"CT",NA
2020-04-18,"70-79",245,14,"CT",NA
2020-04-18,"80+",605,26,"CT",NA
2020-04-19,"0-9",1,0,"CT",NA
2020-04-19,"10-19",2,0,"CT",NA
2020-04-19,"20-29",3,0,"CT",NA
2020-04-19,"30-39",11,0,"CT",NA
2020-04-19,"40-49",22,0,"CT",NA
2020-04-19,"50-59",45,1,"CT",NA
2020-04-19,"60-69",158,7,"CT",NA
2020-04-19,"70-79",253,8,"CT",NA
2020-04-19,"80+",630,25,"CT",NA
2020-04-20,"0-9",1,0,"CT",NA
2020-04-20,"10-19",2,0,"CT",NA
2020-04-20,"20-29",3,0,"CT",NA
2020-04-20,"30-39",12,1,"CT",NA
2020-04-20,"40-49",28,6,"CT",NA
2020-04-20,"50-59",58,13,"CT",NA
2020-04-20,"60-69",192,34,"CT",NA
2020-04-20,"70-79",300,47,"CT",NA
2020-04-20,"80+",733,103,"CT",NA
2020-04-21,"0-9",1,0,"CT",NA
2020-04-21,"10-19",2,0,"CT",NA
2020-04-21,"20-29",3,0,"CT",NA
2020-04-21,"30-39",14,2,"CT",NA
2020-04-21,"40-49",28,0,"CT",NA
2020-04-21,"50-59",63,5,"CT",NA
2020-04-21,"60-69",204,12,"CT",NA
2020-04-21,"70-79",319,19,"CT",NA
2020-04-21,"80+",787,54,"CT",NA
2020-04-22,"0-9",1,0,"CT",NA
2020-04-22,"10-19",1,0,"CT",NA
2020-04-22,"20-29",3,0,"CT",NA
2020-04-22,"30-39",14,0,"CT",NA
2020-04-22,"40-49",30,2,"CT",NA
2020-04-22,"50-59",69,6,"CT",NA
2020-04-22,"60-69",222,18,"CT",NA
2020-04-22,"70-79",344,25,"CT",NA
2020-04-22,"80+",858,71,"CT",NA
2020-04-23,"0-9",1,0,"CT",NA
2020-04-23,"10-19",1,0,"CT",NA
2020-04-23,"20-29",4,1,"CT",NA
2020-04-23,"30-39",15,1,"CT",NA
2020-04-23,"40-49",30,0,"CT",NA
2020-04-23,"50-59",75,6,"CT",NA
2020-04-23,"60-69",228,6,"CT",NA
2020-04-23,"70-79",366,22,"CT",NA
2020-04-23,"80+",915,57,"CT",NA
2020-04-24,"0-9",1,0,"CT",NA
2020-04-24,"10-19",1,0,"CT",NA
2020-04-24,"20-29",4,0,"CT",NA
2020-04-24,"30-39",16,1,"CT",NA
2020-04-24,"40-49",31,1,"CT",NA
2020-04-24,"50-59",78,3,"CT",NA
2020-04-24,"60-69",240,12,"CT",NA
2020-04-24,"70-79",398,32,"CT",NA
2020-04-24,"80+",992,77,"CT",NA
2020-04-25,"0-9",1,0,"CT",NA
2020-04-25,"10-19",1,0,"CT",NA
2020-04-25,"20-29",3,0,"CT",NA
2020-04-25,"30-39",16,0,"CT",NA
2020-04-25,"40-49",31,0,"CT",NA
2020-04-25,"50-59",84,6,"CT",NA
2020-04-25,"60-69",250,10,"CT",NA
2020-04-25,"70-79",423,25,"CT",NA
2020-04-25,"80+",1049,57,"CT",NA
2020-04-26,"0-9",1,0,"CT",NA
2020-04-26,"10-19",1,0,"CT",NA
2020-04-26,"20-29",3,0,"CT",NA
2020-04-26,"30-39",16,0,"CT",NA
2020-04-26,"40-49",31,0,"CT",NA
2020-04-26,"50-59",88,4,"CT",NA
2020-04-26,"60-69",258,8,"CT",NA
2020-04-26,"70-79",434,11,"CT",NA
2020-04-26,"80+",1091,42,"CT",NA
2020-04-27,"0-9",1,0,"CT",NA
2020-04-27,"10-19",1,0,"CT",NA
2020-04-27,"20-29",3,0,"CT",NA
2020-04-27,"30-39",16,0,"CT",NA
2020-04-27,"40-49",31,0,"CT",NA
2020-04-27,"50-59",92,4,"CT",NA
2020-04-27,"60-69",270,12,"CT",NA
2020-04-27,"70-79",455,21,"CT",NA
2020-04-27,"80+",1141,50,"CT",NA
2020-04-28,"0-9",1,0,"CT",NA
2020-04-28,"10-19",1,0,"CT",NA
2020-04-28,"20-29",3,0,"CT",NA
2020-04-28,"30-39",17,0,"CT",NA
2020-04-28,"40-49",31,0,"CT",NA
2020-04-28,"50-59",96,4,"CT",NA
2020-04-28,"60-69",274,4,"CT",NA
2020-04-28,"70-79",468,13,"CT",NA
2020-04-28,"80+",1195,54,"CT",NA
2020-04-29,"0-9",1,0,"CT",NA
2020-04-29,"10-19",1,0,"CT",NA
2020-04-29,"20-29",3,0,"CT",NA
2020-04-29,"30-39",16,0,"CT",NA
2020-04-29,"40-49",31,0,"CT",NA
2020-04-29,"50-59",98,2,"CT",NA
2020-04-29,"60-69",279,5,"CT",NA
2020-04-29,"70-79",486,18,"CT",NA
2020-04-29,"80+",1249,54,"CT",NA
2020-04-30,"0-9",1,0,"CT",NA
2020-04-30,"10-19",1,0,"CT",NA
2020-04-30,"20-29",3,0,"CT",NA
2020-04-30,"30-39",18,2,"CT",NA
2020-04-30,"40-49",31,0,"CT",NA
2020-04-30,"50-59",101,3,"CT",NA
2020-04-30,"60-69",290,11,"CT",NA
2020-04-30,"70-79",507,21,"CT",NA
2020-04-30,"80+",1301,52,"CT",NA
2020-05-01,"0-9",1,0,"CT",NA
2020-05-01,"10-19",1,0,"CT",NA
2020-05-01,"20-29",3,0,"CT",NA
2020-05-01,"30-39",18,0,"CT",NA
2020-05-01,"40-49",32,1,"CT",NA
2020-05-01,"50-59",102,1,"CT",NA
2020-05-01,"60-69",300,10,"CT",NA
2020-05-01,"70-79",521,14,"CT",NA
2020-05-01,"80+",1357,56,"CT",NA
2020-05-02,"0-9",1,0,"CT",NA
2020-05-02,"10-19",1,0,"CT",NA
2020-05-02,"20-29",4,1,"CT",NA
2020-05-02,"30-39",18,0,"CT",NA
2020-05-02,"40-49",33,1,"CT",NA
2020-05-02,"50-59",104,2,"CT",NA
2020-05-02,"60-69",309,9,"CT",NA
2020-05-02,"70-79",535,14,"CT",NA
2020-05-02,"80+",1426,69,"CT",NA
2020-05-03,"0-9",1,0,"CT",NA
2020-05-03,"10-19",1,0,"CT",NA
2020-05-03,"20-29",4,0,"CT",NA
2020-05-03,"30-39",18,0,"CT",NA
2020-05-03,"40-49",37,4,"CT",NA
2020-05-03,"50-59",111,7,"CT",NA
2020-05-03,"60-69",324,15,"CT",NA
2020-05-03,"70-79",558,23,"CT",NA
2020-05-03,"80+",1499,73,"CT",NA
2020-05-04,"0-9",1,0,"CT",NA
2020-05-04,"10-19",1,0,"CT",NA
2020-05-04,"20-29",4,0,"CT",NA
2020-05-04,"30-39",18,0,"CT",NA
2020-05-04,"40-49",38,1,"CT",NA
2020-05-04,"50-59",116,5,"CT",NA
2020-05-04,"60-69",328,4,"CT",NA
2020-05-04,"70-79",581,23,"CT",NA
2020-05-04,"80+",1543,44,"CT",NA
2020-05-05,"0-9",1,0,"CT",NA
2020-05-05,"10-19",1,0,"CT",NA
2020-05-05,"20-29",4,0,"CT",NA
2020-05-05,"30-39",19,1,"CT",NA
2020-05-05,"40-49",38,0,"CT",NA
2020-05-05,"50-59",120,4,"CT",NA
2020-05-05,"60-69",340,12,"CT",NA
2020-05-05,"70-79",596,15,"CT",NA
2020-05-05,"80+",1596,53,"CT",NA
2020-05-06,"0-9",1,0,"CT",NA
2020-05-06,"10-19",1,0,"CT",NA
2020-05-06,"20-29",4,0,"CT",NA
2020-05-06,"30-39",19,0,"CT",NA
2020-05-06,"40-49",41,3,"CT",NA
2020-05-06,"50-59",120,0,"CT",NA
2020-05-06,"60-69",343,3,"CT",NA
2020-05-06,"70-79",615,19,"CT",NA
2020-05-06,"80+",1650,54,"CT",NA
2020-05-07,"0-9",1,0,"CT",NA
2020-05-07,"10-19",1,0,"CT",NA
2020-05-07,"20-29",4,0,"CT",NA
2020-05-07,"30-39",19,0,"CT",NA
2020-05-07,"40-49",41,0,"CT",NA
2020-05-07,"50-59",120,0,"CT",NA
2020-05-07,"60-69",356,13,"CT",NA
2020-05-07,"70-79",630,15,"CT",NA
2020-05-07,"80+",1699,49,"CT",NA
2020-05-08,"0-9",1,0,"CT",NA
2020-05-08,"10-19",1,0,"CT",NA
2020-05-08,"20-29",4,0,"CT",NA
2020-05-08,"30-39",20,0,"CT",NA
2020-05-08,"40-49",39,0,"CT",NA
2020-05-08,"50-59",121,0,"CT",NA
2020-05-08,"60-69",363,7,"CT",NA
2020-05-08,"70-79",641,11,"CT",NA
2020-05-08,"80+",1739,40,"CT",NA
2020-05-09,"0-9",1,0,"CT",NA
2020-05-09,"10-19",1,0,"CT",NA
2020-05-09,"20-29",4,0,"CT",NA
2020-05-09,"30-39",19,0,"CT",NA
2020-05-09,"40-49",40,1,"CT",NA
2020-05-09,"50-59",120,0,"CT",NA
2020-05-09,"60-69",363,0,"CT",NA
2020-05-09,"70-79",656,15,"CT",NA
2020-05-09,"80+",1758,19,"CT",NA
2020-05-10,"0-9",1,0,"CT",NA
2020-05-10,"10-19",1,0,"CT",NA
2020-05-10,"20-29",4,0,"CT",NA
2020-05-10,"30-39",19,0,"CT",NA
2020-05-10,"40-49",40,0,"CT",NA
2020-05-10,"50-59",123,3,"CT",NA
2020-05-10,"60-69",373,10,"CT",NA
2020-05-10,"70-79",665,9,"CT",NA
2020-05-10,"80+",1777,19,"CT",NA
2020-05-11,"0-9",1,0,"CT",NA
2020-05-11,"10-19",1,0,"CT",NA
2020-05-11,"20-29",4,0,"CT",NA
2020-05-11,"30-39",19,0,"CT",NA
2020-05-11,"40-49",41,1,"CT",NA
2020-05-11,"50-59",125,2,"CT",NA
2020-05-11,"60-69",380,7,"CT",NA
2020-05-11,"70-79",668,3,"CT",NA
2020-05-11,"80+",1798,21,"CT",NA
2020-05-12,"0-9",1,0,"CT",NA
2020-05-12,"10-19",1,0,"CT",NA
2020-05-12,"20-29",4,0,"CT",NA
2020-05-12,"30-39",19,0,"CT",NA
2020-05-12,"40-49",43,2,"CT",NA
2020-05-12,"50-59",127,2,"CT",NA
2020-05-12,"60-69",390,10,"CT",NA
2020-05-12,"70-79",680,12,"CT",NA
2020-05-12,"80+",1856,58,"CT",NA
2020-05-13,"0-9",1,0,"CT",NA
2020-05-13,"10-19",1,0,"CT",NA
2020-05-13,"20-29",4,0,"CT",NA
2020-05-13,"30-39",19,0,"CT",NA
2020-05-13,"40-49",45,2,"CT",NA
2020-05-13,"50-59",130,3,"CT",NA
2020-05-13,"60-69",403,13,"CT",NA
2020-05-13,"70-79",695,15,"CT",NA
2020-05-13,"80+",1918,62,"CT",NA
2020-05-14,"0-9",1,0,"CT",NA
2020-05-14,"10-19",1,0,"CT",NA
2020-05-14,"20-29",4,0,"CT",NA
2020-05-14,"30-39",20,1,"CT",NA
2020-05-14,"40-49",45,0,"CT",NA
2020-05-14,"50-59",133,3,"CT",NA
2020-05-14,"60-69",410,7,"CT",NA
2020-05-14,"70-79",710,15,"CT",NA
2020-05-14,"80+",1958,40,"CT",NA
2020-05-15,"0-9",1,0,"CT",NA
2020-05-15,"10-19",1,0,"CT",NA
2020-05-15,"20-29",4,0,"CT",NA
2020-05-15,"30-39",20,0,"CT",NA
2020-05-15,"40-49",46,1,"CT",NA
2020-05-15,"50-59",136,3,"CT",NA
2020-05-15,"60-69",418,8,"CT",NA
2020-05-15,"70-79",720,10,"CT",NA
2020-05-15,"80+",1991,33,"CT",NA
2020-05-16,"0-9",1,0,"CT",NA
2020-05-16,"10-19",1,0,"CT",NA
2020-05-16,"20-29",4,0,"CT",NA
2020-05-16,"30-39",20,0,"CT",NA
2020-05-16,"40-49",48,2,"CT",NA
2020-05-16,"50-59",141,4,"CT",NA
2020-05-16,"60-69",426,8,"CT",NA
2020-05-16,"70-79",733,13,"CT",NA
2020-05-16,"80+",2032,41,"CT",NA
2020-05-17,"0-9",1,0,"CT",NA
2020-05-17,"10-19",1,0,"CT",NA
2020-05-17,"20-29",4,0,"CT",NA
2020-05-17,"30-39",20,0,"CT",NA
2020-05-17,"40-49",53,3,"CT",NA
2020-05-17,"50-59",140,0,"CT",NA
2020-05-17,"60-69",435,7,"CT",NA
2020-05-17,"70-79",745,12,"CT",NA
2020-05-17,"80+",2048,16,"CT",NA
2020-05-18,"0-9",1,0,"CT",NA
2020-05-18,"10-19",1,0,"CT",NA
2020-05-18,"20-29",4,0,"CT",NA
2020-05-18,"30-39",20,0,"CT",NA
2020-05-18,"40-49",51,0,"CT",NA
2020-05-18,"50-59",143,3,"CT",NA
2020-05-18,"60-69",433,0,"CT",NA
2020-05-18,"70-79",749,4,"CT",NA
2020-05-18,"80+",2068,20,"CT",NA
2020-05-19,"0-9",1,0,"CT",NA
2020-05-19,"10-19",1,0,"CT",NA
2020-05-19,"20-29",4,0,"CT",NA
2020-05-19,"30-39",20,0,"CT",NA
2020-05-19,"40-49",51,0,"CT",NA
2020-05-19,"50-59",148,5,"CT",NA
2020-05-19,"60-69",436,3,"CT",NA
2020-05-19,"70-79",765,16,"CT",NA
2020-05-19,"80+",2101,33,"CT",NA
2020-05-20,"0-9",1,0,"CT",NA
2020-05-20,"10-19",1,0,"CT",NA
2020-05-20,"20-29",4,0,"CT",NA
2020-05-20,"30-39",20,0,"CT",NA
2020-05-20,"40-49",50,0,"CT",NA
2020-05-20,"50-59",150,2,"CT",NA
2020-05-20,"60-69",443,7,"CT",NA
2020-05-20,"70-79",774,9,"CT",NA
2020-05-20,"80+",2138,37,"CT",NA
2020-05-21,"0-9",1,0,"CT",NA
2020-05-21,"10-19",1,0,"CT",NA
2020-05-21,"20-29",4,0,"CT",NA
2020-05-21,"30-39",20,0,"CT",NA
2020-05-21,"40-49",51,1,"CT",NA
2020-05-21,"50-59",153,3,"CT",NA
2020-05-21,"60-69",457,14,"CT",NA
2020-05-21,"70-79",787,13,"CT",NA
2020-05-21,"80+",2162,24,"CT",NA
2020-05-22,"0-9",1,0,"CT",NA
2020-05-22,"10-19",1,0,"CT",NA
2020-05-22,"20-29",4,0,"CT",NA
2020-05-22,"30-39",19,0,"CT",NA
2020-05-22,"40-49",52,0,"CT",NA
2020-05-22,"50-59",154,1,"CT",NA
2020-05-22,"60-69",462,4,"CT",NA
2020-05-22,"70-79",796,9,"CT",NA
2020-05-22,"80+",2185,23,"CT",NA
2020-05-23,"0-9",1,0,"CT",NA
2020-05-23,"10-19",1,0,"CT",NA
2020-05-23,"20-29",4,0,"CT",NA
2020-05-23,"30-39",19,0,"CT",NA
2020-05-23,"40-49",51,0,"CT",NA
2020-05-23,"50-59",155,0,"CT",NA
2020-05-23,"60-69",461,0,"CT",NA
2020-05-23,"70-79",800,4,"CT",NA
2020-05-23,"80+",2200,15,"CT",NA
2020-05-24,"0-9",1,0,"CT",NA
2020-05-24,"10-19",1,0,"CT",NA
2020-05-24,"20-29",4,0,"CT",NA
2020-05-24,"30-39",19,0,"CT",NA
2020-05-24,"40-49",52,1,"CT",NA
2020-05-24,"50-59",153,0,"CT",NA
2020-05-24,"60-69",467,6,"CT",NA
2020-05-24,"70-79",805,5,"CT",NA
2020-05-24,"80+",2239,39,"CT",NA
2020-05-25,"0-9",1,0,"CT",NA
2020-05-25,"10-19",1,0,"CT",NA
2020-05-25,"20-29",4,0,"CT",NA
2020-05-25,"30-39",19,0,"CT",NA
2020-05-25,"40-49",53,1,"CT",NA
2020-05-25,"50-59",153,0,"CT",NA
2020-05-25,"60-69",472,5,"CT",NA
2020-05-25,"70-79",808,3,"CT",NA
2020-05-25,"80+",2257,18,"CT",NA
2020-03-27,"0-4",0,NA,"FL",NA
2020-03-27,"15-24",0,NA,"FL",NA
2020-03-27,"25-34",0,NA,"FL",NA
2020-03-27,"35-44",2,NA,"FL",NA
2020-03-27,"45-54",1,NA,"FL",NA
2020-03-27,"5-14",0,NA,"FL",NA
2020-03-27,"55-64",1,NA,"FL",NA
2020-03-27,"65-74",14,NA,"FL",NA
2020-03-27,"75-84",18,NA,"FL",NA
2020-03-27,"85+",10,NA,"FL",NA
2020-03-28,"0-4",0,0,"FL",NA
2020-03-28,"15-24",0,0,"FL",NA
2020-03-28,"25-34",0,0,"FL",NA
2020-03-28,"35-44",2,0,"FL",NA
2020-03-28,"45-54",2,1,"FL",NA
2020-03-28,"5-14",0,0,"FL",NA
2020-03-28,"55-64",2,1,"FL",NA
2020-03-28,"65-74",17,3,"FL",NA
2020-03-28,"75-84",22,4,"FL",NA
2020-03-28,"85+",11,1,"FL",NA
2020-03-29,"0-4",0,0,"FL",NA
2020-03-29,"15-24",0,0,"FL",NA
2020-03-29,"25-34",0,0,"FL",NA
2020-03-29,"35-44",2,0,"FL",NA
2020-03-29,"45-54",2,0,"FL",NA
2020-03-29,"5-14",0,0,"FL",NA
2020-03-29,"55-64",4,2,"FL",NA
2020-03-29,"65-74",17,0,"FL",NA
2020-03-29,"75-84",24,2,"FL",NA
2020-03-29,"85+",11,0,"FL",NA
2020-03-30,"0-4",0,0,"FL",NA
2020-03-30,"15-24",0,0,"FL",NA
2020-03-30,"25-34",0,0,"FL",NA
2020-03-30,"35-44",2,0,"FL",NA
2020-03-30,"45-54",2,0,"FL",NA
2020-03-30,"5-14",0,0,"FL",NA
2020-03-30,"55-64",5,1,"FL",NA
2020-03-30,"65-74",19,2,"FL",NA
2020-03-30,"75-84",29,5,"FL",NA
2020-03-30,"85+",14,3,"FL",NA
2020-03-31,"0-4",0,0,"FL",NA
2020-03-31,"15-24",0,0,"FL",NA
2020-03-31,"25-34",1,1,"FL",NA
2020-03-31,"35-44",2,0,"FL",NA
2020-03-31,"45-54",3,1,"FL",NA
2020-03-31,"5-14",0,0,"FL",NA
2020-03-31,"55-64",8,3,"FL",NA
2020-03-31,"65-74",22,3,"FL",NA
2020-03-31,"75-84",30,1,"FL",NA
2020-03-31,"85+",19,5,"FL",NA
2020-04-01,"0-4",0,0,"FL",NA
2020-04-01,"15-24",0,0,"FL",NA
2020-04-01,"25-34",1,0,"FL",NA
2020-04-01,"35-44",2,0,"FL",NA
2020-04-01,"45-54",3,0,"FL",NA
2020-04-01,"5-14",0,0,"FL",NA
2020-04-01,"55-64",8,0,"FL",NA
2020-04-01,"65-74",22,0,"FL",NA
2020-04-01,"75-84",31,1,"FL",NA
2020-04-01,"85+",20,1,"FL",NA
2020-04-02,"0-4",0,0,"FL",NA
2020-04-02,"15-24",0,0,"FL",NA
2020-04-02,"25-34",2,1,"FL",NA
2020-04-02,"35-44",4,2,"FL",NA
2020-04-02,"45-54",3,0,"FL",NA
2020-04-02,"5-14",0,0,"FL",NA
2020-04-02,"55-64",12,4,"FL",NA
2020-04-02,"65-74",39,17,"FL",NA
2020-04-02,"75-84",44,13,"FL",NA
2020-04-02,"85+",40,20,"FL",NA
2020-04-03,"0-4",0,0,"FL",NA
2020-04-03,"15-24",0,0,"FL",NA
2020-04-03,"25-34",2,0,"FL",NA
2020-04-03,"35-44",4,0,"FL",NA
2020-04-03,"45-54",4,1,"FL",NA
2020-04-03,"5-14",0,0,"FL",NA
2020-04-03,"55-64",14,2,"FL",NA
2020-04-03,"65-74",45,6,"FL",NA
2020-04-03,"75-84",53,9,"FL",NA
2020-04-03,"85+",48,8,"FL",NA
2020-04-04,"0-4",0,0,"FL",NA
2020-04-04,"15-24",0,0,"FL",NA
2020-04-04,"25-34",3,1,"FL",NA
