GEOID,GEO,NAME,DATE,POSITIVE,POS_NEW,POS_7DAYAVG,NEGATIVE,NEG_NEW,NEG_7DAYAVG,DEATHS,DTH_NEW,DTH_7DAYAVG,TEST_NEW,TEST_7DAYAVG,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,OBJECTID
55,State,WI,2021/01/25 20:00:00+00,533917,946,1577.14,2477588,3253,5106.43,5699,8,32.71,4199,6683.57,23748,289642,220527,274006,258829,1081,21687,60669,101230,83352,75858,81404,58291,30537,15089,5800,2613,3079,7,0,2,16,38,91,309,754,1408,1820,1261,6819,13051,35400,405599,30346,42702,55871,392976,85069,77,108,407,4845,89,173,339,5042,318,16165,127901,389851,211,389,1152,1377,1698,3170,4711,5415,4130,1495,13881,34053,54063,45526,41924,45249,31927,14890,5993,2136,7595,26227,46015,36449,32236,32985,21653,10232,4966,2169,2158,15,16,57,76,182,335,557,528,311,81,842302
55,State,WI,2021/04/20 19:00:00+00,591636,805,714.86,2806631,3510,3968.14,6718,8,4,4315,4683,28694,333893,229049,302997,287552,1087,25621,69630,110834,92150,83921,89961,64128,33046,16205,6140,3070,3642,6,0,3,22,46,120,360,895,1675,2133,1464,7369,15303,40241,457688,32877,38158,62098,450164,79366,99,126,489,5805,86,113,388,6114,216,30716,240404,320516,279,584,1650,1838,2094,3839,5650,6264,4768,1728,16911,40941,61894,52391,48159,51752,36208,16545,6691,2401,8431,28105,47290,37921,33668,34370,22270,10237,4746,2011,2356,18,19,56,82,200,360,605,580,350,86,845785
55,State,WI,2021/01/09 20:00:00+00,505058,3046,2996.14,2396106,5568,5010.43,5155,36,40.71,8614,8006.57,22326,271462,211270,259176,244849,1032,19968,57141,96335,78986,71952,77119,54982,28862,14224,5487,2358,2789,8,0,2,16,37,84,286,677,1279,1628,1146,6464,12012,33704,382847,28997,41034,53499,369583,81976,72,104,372,4343,89,175,314,4516,325,16129,127739,361190,198,355,1073,1308,1599,2996,4439,5082,3868,1408,12751,31823,50897,42772,39513,42460,29850,13922,5540,1934,7019,24963,44365,34906,30840,31663,20693,9858,4816,2145,2093,15,15,57,73,175,329,541,508,303,77,850025
55,State,WI,2021/01/16 20:00:00+00,520188,1937,2161.43,2432726,5095,5231.43,5450,128,42.14,7032,7392.86,23026,280936,216226,266923,252214,1050,20870,58893,99005,81238,74036,79397,56726,29730,14649,5644,2493,2949,8,0,2,16,38,87,304,712,1346,1744,1201,6658,12555,34590,394761,29671,41953,54760,381652,83776,76,107,401,4599,93,174,330,4792,328,16145,127824,376219,204,369,1114,1348,1644,3064,4563,5259,4005,1456,13328,32942,52619,44182,40797,43929,30959,14403,5749,2028,7338,25582,45272,35708,31595,32404,21204,10068,4895,2160,2123,15,16,57,74,178,329,547,521,306,80,854826
55,State,WI,2021/01/14 20:00:00+00,515982,2712,2492,2421860,6987,5492.86,5290,42,30.14,9699,7984.86,22804,278147,215031,264809,250126,1045,20606,58370,98294,80615,73488,78745,56225,29492,14542,5605,2415,2867,8,0,2,16,38,84,293,695,1308,1688,1166,6586,12401,34311,391396,29529,41759,54418,378221,83343,73,104,376,4470,89,178,316,4649,325,16142,127808,372032,202,366,1104,1335,1632,3041,4520,5205,3958,1441,13152,32598,52133,43787,40438,43482,30631,14242,5688,1996,7252,25406,45057,35493,31418,32222,21074,10045,4896,2168,2115,15,15,57,73,177,329,547,516,306,80,858599
55,State,WI,2021/01/11 20:00:00+00,508346,1456,2915.43,2405734,3998,5722,5162,5,39.71,5454,8637.43,22434,273155,212757,260915,246392,1038,20175,57541,96928,79444,72390,77653,55341,29029,14330,5515,2362,2792,8,0,2,16,37,84,287,677,1280,1633,1146,6488,12131,33851,385404,29168,41304,53758,372094,82494,72,104,373,4348,89,176,314,4523,325,16136,127756,364454,199,361,1081,1312,1608,3008,4453,5105,3894,1413,12887,32030,51198,43002,39744,42706,30051,13999,5582,1956,7089,25150,44649,35130,31038,31939,20837,9925,4854,2146,2100,15,15,57,73,177,329,543,509,305,77,863850
55,State,WI,2021/01/12 20:00:00+00,511136,2790,2827.86,2409580,3846,5585,5211,49,33.14,6636,8412.86,22583,275403,213150,262301,247790,1044,20298,57844,97462,79871,72792,78032,55679,29191,14426,5541,2380,2823,8,0,2,16,38,84,288,680,1294,1656,1153,6527,12209,33979,387473,29315,41633,53960,374188,82988,72,104,373,4397,89,176,315,4577,319,16142,127777,367217,201,364,1090,1325,1618,3020,4481,5141,3920,1423,12975,32278,51668,43348,40069,43052,30304,14108,5640,1961,7122,25202,44704,35198,31105,31960,20894,9942,4866,2157,2107,15,15,57,73,178,329,545,510,305,80,866332
55,State,WI,2021/01/13 20:00:00+00,513270,2134,2646.14,2414873,5293,5402.86,5248,37,29.86,7427,8049,22705,276652,213913,263409,248822,1038,20437,58075,97808,80239,73083,78345,55924,29319,14473,5567,2396,2843,9,0,2,16,38,84,289,686,1300,1673,1160,6552,12310,34142,389306,29379,41581,54168,376031,83071,73,104,373,4432,89,177,316,4612,320,16141,127778,369351,201,364,1097,1333,1623,3034,4510,5169,3942,1432,13052,32428,51890,43565,40246,43244,30442,14163,5651,1971,7184,25283,44821,35341,31214,32067,20972,9987,4880,2164,2113,15,15,57,73,177,329,547,514,306,80,869816
55,State,WI,2021/01/15 20:00:00+00,518251,2269,2319.86,2427631,5771,5299,5322,32,29,8040,7618.86,22923,279541,215787,265893,251307,1050,20733,58652,98685,80952,73784,79117,56481,29629,14594,5624,2426,2888,8,0,2,16,38,85,295,697,1315,1698,1176,6620,12487,34466,393172,29615,41891,54607,380059,83585,73,104,376,4504,88,177,317,4684,321,16143,127822,374286,202,368,1110,1340,1639,3057,4547,5235,3979,1446,13234,32782,52391,43992,40625,43709,30769,14315,5716,2008,7297,25502,45184,35620,31520,32351,21165,10079,4899,2170,2117,15,16,57,74,177,329,546,517,306,80,876749
55,State,WI,2021/01/17 20:00:00+00,521794,1606,2129.14,2437794,5068,5151.14,5451,1,42,6674,7280.29,23076,281979,216739,267768,252972,1053,20965,59104,99275,81501,74249,79599,56910,29825,14703,5663,2493,2950,8,0,2,16,38,87,304,713,1346,1744,1201,6673,12627,34666,396010,29767,42051,54887,382876,84031,76,107,401,4600,93,174,330,4793,328,16151,127838,377805,204,372,1118,1351,1647,3072,4576,5267,4011,1458,13381,33082,52794,44340,40933,44064,31068,14472,5796,2049,7380,25650,45363,35810,31669,32463,21266,10086,4896,2156,2124,15,16,57,75,178,329,547,521,306,80,882000
55,State,WI,2021/01/21 20:00:00+00,528101,2177,1731.29,2457032,6510,5024.57,5607,45,45.29,8687,6755.86,23445,286125,218531,271015,256018,1067,21326,59926,100320,82464,75088,80535,57598,30221,14898,5725,2569,3030,8,0,2,16,38,90,306,740,1383,1790,1242,6760,12823,35081,401038,30045,42354,55414,388180,84507,76,107,406,4754,92,172,336,4953,318,16156,127869,384076,208,381,1138,1363,1672,3131,4646,5345,4076,1485,13637,33596,53506,44974,41481,44705,31518,14715,5902,2091,7481,25949,45676,36127,31935,32699,21434,10161,4920,2149,2140,15,16,57,76,178,331,553,523,310,81,887650
55,State,WI,2021/04/03 19:00:00+00,579293,706,567.57,2743387,3605,5361.57,6640,7,6,4311,5929.14,27739,325560,225994,296726,281496,1071,24750,67623,108646,90119,82164,88118,63056,32630,16080,6107,3040,3594,6,0,3,22,46,121,354,874,1654,2122,1444,7261,14877,38839,447906,32502,37908,60847,439453,78986,98,125,483,5728,89,117,381,6030,229,30399,234526,314368,267,532,1551,1726,2007,3683,5451,6130,4690,1702,16248,39552,60479,51092,46929,50468,35510,16302,6605,2375,8235,27539,46616,37301,33228,33967,22095,10198,4785,2030,2326,18,19,57,81,195,355,597,573,347,84,894260
55,State,WI,2021/04/04 19:00:00+00,579877,584,589.86,2747012,3625,5380.57,6639,-1,5.86,4209,5970.43,27767,325842,226268,297008,281797,1072,24800,67699,108773,90220,82250,88196,63100,32645,16085,6109,3039,3594,6,0,3,22,46,120,354,874,1654,2122,1444,7264,14903,38899,448333,32537,37941,60896,439886,79088,98,125,483,5727,89,117,381,6029,229,30406,234762,314709,267,533,1555,1728,2009,3686,5459,6135,4690,1705,16265,39594,60535,51131,46975,50517,35528,16307,6615,2375,8268,27572,46683,37361,33266,33993,22113,10203,4780,2029,2328,18,19,57,81,195,355,598,574,347,84,898601
55,State,WI,2021/01/24 20:00:00+00,532971,1119,1596.71,2474335,5212,5220.14,5691,6,34.29,6331,6816.86,23692,289143,220136,273524,258362,1084,21617,60551,101093,83220,75725,81257,58176,30473,15065,5794,2610,3074,7,0,2,16,38,90,309,753,1402,1820,1261,6815,13007,35340,404843,30300,42666,55786,392208,84976,77,108,407,4834,90,175,338,5034,319,16165,127891,388915,211,386,1151,1376,1691,3159,4694,5405,4125,1494,13844,33996,53985,45462,41860,45148,31866,14867,5982,2133,7562,26169,45957,36382,32174,32950,21616,10201,4958,2167,2153,15,16,57,76,181,334,556,527,310,81,899925
55,State,WI,2021/02/01 20:00:00+00,543165,750,1321.14,2510670,3070,4726,5897,1,28.29,3820,6047.14,24337,295785,223043,278753,263305,1107,22261,61874,102693,84701,77207,82761,59311,31087,15367,5903,2696,3195,6,0,2,17,41,95,316,776,1469,1882,1299,6927,13358,35927,413094,30722,43137,56661,400645,85858,81,108,418,5037,85,168,347,5236,314,16161,127881,399123,224,399,1195,1409,1746,3244,4824,5532,4230,1534,14277,34850,55088,46429,42807,46156,32636,15234,6123,2185,7760,26625,46410,36863,32654,33361,21851,10321,5014,2184,2181,15,16,57,76,188,336,562,535,315,81,903620
55,State,WI,2021/01/31 20:00:00+00,542415,1007,1349.14,2507600,4213,4752.14,5896,3,29.29,5220,6101.29,24298,295402,222715,278374,262936,1105,22216,61772,102561,84591,77115,82659,59217,31031,15352,5901,2695,3195,6,0,2,17,41,95,316,776,1469,1882,1298,6919,13332,35888,412493,30686,43097,56599,400033,85782,81,108,418,5036,85,168,347,5235,314,16164,127877,398374,224,398,1191,1405,1743,3240,4816,5522,4226,1533,14250,34797,55020,46372,42755,46094,32595,15219,6118,2182,7742,26577,46350,36814,32617,33325,21806,10290,5008,2186,2179,15,16,57,76,188,336,562,534,314,81,908965
55,State,WI,2021/03/06 20:00:00+00,566364,206,409.71,2644343,2161,2977.86,6478,1,9.43,2367,3387.57,26432,315115,224817,290242,275015,1107,23775,65569,106494,87963,80340,86144,61814,32218,15957,6090,2965,3508,5,0,2,21,47,113,343,849,1610,2070,1423,7189,14447,37735,436379,32366,38248,59372,427544,79442,92,122,465,5573,94,132,370,5838,270,30103,227775,308486,236,477,1375,1595,1904,3504,5200,5939,4546,1656,15560,37901,58648,49294,45415,48938,34566,15968,6489,2336,7979,27191,46471,37074,33021,33702,22048,10311,4922,2098,2271,16,17,58,79,190,346,585,563,334,83,916364
55,State,WI,2021/03/07 20:00:00+00,566693,329,390.43,2647864,3521,3009.71,6481,3,9.86,3850,3400.14,26457,315301,224935,290413,275174,1106,23796,65619,106548,88012,80382,86199,61850,32232,15962,6093,2966,3510,5,0,2,21,47,113,343,849,1611,2072,1423,7195,14452,37749,436647,32383,38267,59412,427797,79478,92,122,465,5576,94,132,370,5841,270,30108,227998,308587,237,477,1377,1598,1906,3507,5206,5942,4548,1659,15573,37927,58679,49317,45445,48967,34589,15975,6493,2336,7986,27215,46492,37097,33031,33725,22055,10315,4921,2098,2273,16,17,58,79,191,346,586,563,334,83,916888
55,State,WI,2021/02/03 20:00:00+00,545437,1177,1270.14,2517446,4689,4355.14,5951,14,23.43,5866,5625.29,24554,297437,223446,279916,264402,1119,22401,62195,103027,85019,77541,83081,59593,31216,15434,5930,2720,3225,6,0,2,17,42,97,317,785,1479,1899,1313,6944,13469,36050,414934,30832,43208,56845,402460,86131,82,110,422,5081,87,169,349,5281,321,29448,216141,299848,223,407,1206,1424,1760,3277,4864,5579,4266,1548,14380,35060,55387,46663,43038,46397,32834,15314,6167,2197,7798,26728,46434,36932,32743,33407,21895,10323,5001,2185,2186,15,16,57,76,188,336,563,537,316,82,918857
55,State,WI,2021/02/07 20:00:00+00,549826,671,1058.71,2534922,3856,3903.14,6054,2,22.57,4527,4961.86,24885,300726,224215,282074,266629,1123,22676,62852,103732,85639,78128,83700,60076,31489,15572,5962,2753,3295,6,0,2,18,42,100,322,797,1503,1933,1337,6984,13660,36331,418340,31067,43444,57209,405926,86690,82,114,428,5167,92,171,353,5374,327,29643,218824,301359,225,418,1229,1444,1783,3318,4929,5658,4313,1568,14584,35553,55948,47153,43475,46886,33201,15462,6246,2218,7867,26881,46555,37042,32870,33496,21946,10369,5013,2176,2201,15,16,57,76,188,338,566,543,320,82,921426
55,State,WI,2021/02/06 20:00:00+00,549155,934,1106.71,2531066,3504,3954.14,6052,32,22.71,4438,5060.86,24824,300314,224017,281738,266294,1123,22633,62755,103637,85537,78044,83599,60008,31438,15546,5958,2752,3294,6,0,2,18,42,100,321,797,1502,1933,1337,6980,13635,36278,417847,31028,43387,57161,405425,86568,82,114,428,5165,92,171,353,5372,327,29601,218207,301347,224,414,1225,1439,1781,3312,4917,5640,4307,1565,14558,35491,55888,47096,43418,46822,33162,15436,6233,2210,7851,26850,46524,37002,32845,33465,21929,10362,5006,2183,2194,15,16,57,76,188,337,563,541,319,82,927124
55,State,WI,2021/02/14 20:00:00+00,555303,503,782.43,2564523,3683,4228.71,6162,1,15.43,4186,5011.14,25302,304978,225023,284773,269387,1143,23015,63683,104636,86425,78845,84525,60668,31762,15722,6022,2812,3344,6,0,2,19,42,104,323,813,1530,1969,1360,7081,13993,37075,425003,31925,40226,58461,415396,81445,87,115,434,5269,98,159,358,5501,303,29825,221623,303855,231,436,1261,1471,1812,3373,5009,5729,4385,1595,14859,36177,56685,47794,44072,47530,33627,15661,6322,2251,7925,27070,46690,37160,32961,33622,22032,10372,5015,2176,2220,15,17,57,76,188,340,574,546,324,83,930739
55,State,WI,2021/02/15 20:00:00+00,555708,405,762.71,2568204,3681,4301,6166,4,15.86,4086,5063.71,25340,305219,225149,284958,269607,1143,23032,63754,104705,86495,78903,84579,60705,31781,15728,6026,2813,3347,6,0,2,19,42,104,324,814,1530,1970,1361,7084,14011,37102,425328,31942,40241,58483,415726,81498,88,115,434,5272,98,159,358,5504,304,29845,221841,304022,232,439,1264,1474,1816,3376,5016,5734,4390,1599,14872,36218,56730,47835,44107,47565,33649,15668,6324,2251,7928,27097,46711,37186,32980,33638,22040,10379,5014,2176,2226,15,17,57,77,188,341,575,548,325,83,932955
55,State,WI,2021/02/13 20:00:00+00,554800,752,806.43,2560840,3752,4253.43,6161,10,15.57,4504,5059.86,25268,304600,224932,284518,269136,1146,22986,63594,104563,86352,78784,84455,60604,31736,15708,6018,2811,3344,6,0,2,19,42,104,323,813,1530,1968,1360,7080,13978,37046,424586,31908,40202,58426,414986,81387,87,115,434,5268,98,159,358,5500,303,29803,221255,303742,231,434,1257,1465,1811,3370,5007,5722,4380,1591,14832,36123,56620,47740,44015,47475,33585,15642,6318,2250,7923,27037,46686,37147,32958,33610,22012,10372,5010,2177,2219,15,17,57,76,188,340,574,546,323,83,933627
55,State,WI,2021/02/16 20:00:00+00,556332,624,754.57,2570798,2594,4173.43,6204,38,15.71,3218,4928,25422,305913,224997,285275,269915,1142,23069,63859,104786,86590,78978,84670,60783,31822,15745,6030,2837,3361,6,0,2,19,43,105,325,822,1541,1980,1367,7091,14045,37152,425870,31963,40211,58524,416300,81506,88,116,449,5293,98,160,361,5538,305,29855,222134,304343,232,442,1266,1479,1824,3383,5036,5750,4406,1604,14907,36323,56848,47934,44211,47688,33719,15697,6333,2253,7930,27094,46672,37177,32943,33599,22028,10375,5006,2173,2231,15,17,57,78,189,341,575,549,327,83,945226
55,State,WI,2021/02/20 20:00:00+00,559172,676,624.57,2588501,4126,3951.57,6284,17,17.57,4802,4576.14,25716,308575,224881,286707,271336,1129,23248,64354,105301,86990,79342,85060,61049,31968,15813,6047,2877,3401,6,0,2,19,45,107,330,827,1557,2009,1388,7122,14163,37309,430339,32026,38213,58746,421273,79150,90,117,454,5390,97,136,363,5637,284,29941,223737,305494,233,456,1290,1510,1853,3419,5076,5814,4450,1615,15080,36793,57380,48305,44541,48040,33963,15791,6397,2285,7935,27105,46631,37175,32948,33601,22010,10363,4966,2147,2240,16,17,57,78,189,340,576,554,330,83,948432
55,State,WI,2021/02/19 20:00:00+00,558496,774,635.43,2584375,4535,3898.14,6267,35,16.57,5309,4533.57,25635,307896,224965,286377,270985,1134,23206,64226,105198,86878,79260,84955,60994,31939,15799,6041,2868,3393,6,0,2,20,45,107,329,826,1551,2003,1384,7110,14140,37267,429755,31992,38232,58675,420675,79144,89,117,454,5374,97,136,363,5621,283,29917,223282,305297,232,450,1284,1501,1840,3412,5066,5798,4441,1611,15037,36673,57263,48186,44471,47938,33905,15767,6378,2278,7937,27103,46651,37191,32949,33605,22023,10374,4980,2152,2239,15,17,57,78,189,341,576,553,330,83,952814
55,State,WI,2021/02/18 20:00:00+00,557722,733,658.86,2579840,4814,3908.43,6232,18,13.14,5547,4567.29,25556,307182,224984,285956,270630,1136,23169,64091,105037,86786,79161,84837,60920,31900,15785,6036,2851,3375,6,0,2,19,44,106,328,824,1544,1991,1374,7103,14114,37216,429085,31960,38244,58635,419967,79118,89,116,451,5342,98,136,361,5586,285,29903,222860,304959,232,445,1281,1495,1836,3403,5054,5773,4429,1608,15003,36531,57094,48102,44371,47852,33841,15753,6365,2270,7934,27115,46662,37189,32954,33582,22025,10374,4991,2158,2239,15,17,57,78,189,341,576,553,330,83,956485
55,State,WI,2021/02/17 20:00:00+00,556989,657,731.14,2575026,4228,4064.29,6214,10,12.14,4885,4795.43,25498,306525,224966,285603,270245,1141,23123,63970,104901,86678,79071,84754,60837,31863,15758,6034,2840,3368,6,0,2,19,43,106,327,823,1543,1981,1370,7093,14081,37186,426506,31908,40215,58574,416919,81494,88,116,449,5304,97,160,361,5546,307,29877,222512,304600,232,444,1273,1489,1830,3395,5051,5762,4416,1606,14955,36430,56963,48009,44295,47766,33769,15731,6346,2261,7936,27096,46665,37180,32946,33593,22017,10370,4996,2167,2236,15,17,57,78,189,341,577,550,329,83,962284
55,State,WI,2021/02/21 20:00:00+00,559575,403,610.29,2592363,3862,3977.14,6284,0,17.43,4265,4587.43,25743,308818,225014,286906,271540,1129,23271,64434,105377,87053,79391,85111,61088,31979,15820,6051,2877,3401,6,0,2,19,45,107,330,827,1557,2009,1388,7126,14174,37336,430659,32048,38232,58776,421598,79198,90,117,454,5390,97,136,363,5637,284,29958,224040,305577,233,460,1293,1513,1856,3422,5079,5817,4453,1617,15095,36847,57437,48338,44567,48072,33979,15796,6399,2288,7943,27127,46647,37202,32968,33617,22030,10366,4968,2146,2242,16,17,57,78,189,341,577,554,330,83,969806
55,State,WI,2021/02/22 20:00:00+00,559998,423,612.86,2595614,3251,3915.71,6284,0,16.86,3674,4528.57,25775,309031,225192,287119,271746,1133,23302,64513,105445,87122,79444,85160,61132,32000,15827,6053,2877,3401,6,0,2,19,45,107,330,827,1557,2009,1388,7129,14195,37351,431010,32058,38255,58801,421930,79264,90,117,454,5390,97,136,363,5637,284,29965,224228,305805,233,461,1299,1518,1858,3427,5082,5820,4458,1619,15115,36886,57477,48364,44598,48097,33998,15806,6400,2290,7954,27166,46669,37240,32988,33636,22052,10374,4969,2144,2247,16,17,57,78,189,341,581,554,331,83,970551
55,State,WI,2021/02/23 20:00:00+00,560564,566,604.57,2598601,2987,3971.86,6317,33,16.14,3553,4576.43,25838,309707,225019,287396,272040,1128,23342,64598,105527,87191,79530,85250,61197,32029,15842,6058,2893,3418,6,0,2,20,45,107,334,832,1562,2019,1396,7135,14219,37387,431559,32057,38207,58871,422499,79190,90,117,456,5426,97,131,364,5675,278,29975,224528,306061,233,461,1305,1524,1862,3430,5098,5836,4466,1623,15171,37013,57598,48467,44684,48192,34057,15825,6407,2293,7938,27124,46624,37200,32984,33628,22042,10368,4969,2142,2249,16,17,57,78,190,341,582,554,331,83,974093
55,State,WI,2021/02/24 20:00:00+00,561311,747,617.43,2603118,4517,4013.14,6342,25,18.29,5264,4630.57,25893,310392,225026,287733,272451,1127,23397,64700,105647,87299,79639,85377,61273,32063,15855,6061,2905,3431,6,0,2,19,45,107,334,832,1570,2031,1402,7148,14241,37419,432250,32084,38169,58930,423192,79185,90,117,458,5451,96,130,365,5703,274,29995,224877,306439,234,459,1315,1530,1864,3429,5109,5846,4479,1628,15218,37123,57711,48569,44775,48303,34120,15850,6422,2301,7945,27118,46621,37200,33000,33645,22044,10367,4954,2132,2250,16,17,57,78,190,341,582,555,331,83,976156
55,State,WI,2021/03/04 20:00:00+00,565808,677,522.43,2639148,4149,3384.71,6470,12,10.86,4826,3907.14,26330,314273,225205,289998,274693,1117,23707,65435,106418,87902,80261,86069,61752,32211,15958,6095,2958,3507,5,0,2,21,47,113,341,847,1605,2072,1422,7184,14411,37677,435924,32312,38300,59274,427043,79485,90,122,466,5568,94,130,370,5831,269,30088,227259,308461,235,475,1361,1584,1894,3498,5177,5916,4538,1652,15498,37742,58502,49163,45303,48809,34490,15954,6483,2329,7974,27218,46555,37155,33064,33762,22085,10341,4937,2114,2266,16,17,57,79,190,345,585,560,334,83,987226
55,State,WI,2021/02/25 20:00:00+00,562151,840,632.71,2615455,12337,5087.86,6394,52,23.14,13177,5720.57,25954,310993,225204,288162,272860,1129,23465,64829,105799,87394,79765,85484,61373,32093,15883,6066,2924,3464,6,0,2,19,45,109,336,840,1583,2051,1409,7152,14274,37480,432891,32122,38232,58997,423889,79261,90,118,459,5498,95,134,367,5749,278,30012,225294,306845,233,461,1317,1531,1868,3444,5122,5859,4487,1632,15265,37230,57830,48663,44855,48372,34176,15864,6433,2305,7967,27138,46652,37200,33042,33668,22075,10370,4963,2129,2251,16,17,57,78,190,342,582,555,331,83,992836
55,State,WI,2021/02/27 20:00:00+00,563496,689,617.71,2623498,3201,4999.57,6412,13,18.29,3890,5617.29,26088,312154,225254,288868,273508,1120,23553,65081,106013,87583,79935,85694,61508,32143,15907,6079,2931,3476,5,0,2,20,45,111,337,843,1587,2055,1412,7165,14307,37531,434003,32196,38294,59099,425008,79385,90,119,465,5514,94,130,368,5773,271,30036,226049,307411,234,464,1329,1546,1879,3458,5148,5880,4509,1641,15342,37433,58056,48858,45009,48531,34275,15896,6442,2312,7977,27184,46628,37179,33047,33705,22085,10367,4956,2126,2254,16,17,57,78,190,342,582,557,332,83,1000373
55,State,WI,2021/02/26 20:00:00+00,562807,656,615.86,2620297,4842,5131.71,6399,5,18.86,5498,5747.57,26013,311602,225192,288517,273173,1117,23510,64954,105900,87489,79853,85593,61436,32113,15892,6067,2928,3466,5,0,2,19,45,110,337,840,1584,2053,1409,7161,14288,37503,433434,32155,38266,59067,424417,79319,90,118,460,5501,95,135,367,5754,278,30029,225680,307098,234,463,1321,1536,1875,3448,5136,5866,4499,1635,15308,37335,57944,48763,44944,48466,34224,15877,6434,2307,7968,27156,46635,37190,33034,33679,22076,10370,4959,2125,2252,16,17,57,78,190,342,582,556,331,83,1003870
55,State,WI,2021/02/28 20:00:00+00,563960,464,626.43,2626796,3298,4919,6412,0,18.29,3762,5545.43,26127,312409,225424,289098,273743,1119,23581,65164,106076,87653,79993,85775,61551,32155,15924,6088,2931,3476,5,0,2,20,45,111,337,843,1587,2055,1412,7167,14329,37556,434365,32222,38321,59124,425393,79439,90,119,465,5514,94,130,368,5773,271,30050,226342,307568,234,466,1340,1554,1881,3461,5151,5884,4515,1641,15357,37477,58090,48889,45035,48578,34308,15903,6450,2322,7990,27221,46646,37210,33077,33736,22092,10368,4959,2125,2254,16,17,57,78,190,342,582,557,332,83,1007182
55,State,WI,2021/03/01 20:00:00+00,564268,308,610,2629622,2826,4858.29,6412,0,18.29,3134,5468.29,26158,312588,225522,289252,273898,1118,23600,65206,106122,87697,80039,85835,61583,32169,15928,6089,2931,3476,5,0,2,20,45,111,337,843,1587,2055,1412,7169,14343,37575,434614,32232,38335,59141,425643,79480,90,119,465,5514,94,130,368,5773,271,30057,226505,307706,234,466,1344,1562,1883,3468,5154,5888,4515,1644,15369,37502,58126,48913,45059,48602,34333,15908,6456,2320,7997,27238,46652,37222,33097,33765,22096,10373,4957,2125,2256,16,17,57,79,190,343,582,557,332,83,1014715
55,State,WI,2021/03/03 20:00:00+00,565131,539,545.71,2634999,3287,4554.43,6458,18,16.57,3826,5100.14,26279,313672,225180,289668,274346,1117,23672,65333,106286,87814,80144,85967,61685,32197,15942,6091,2950,3503,5,0,2,21,46,112,340,846,1604,2068,1419,7175,14383,37635,435337,32284,38317,59220,426433,79472,90,121,467,5556,95,129,370,5818,270,30072,226948,308111,236,473,1355,1579,1889,3488,5171,5910,4529,1649,15466,37654,58372,49082,45200,48733,34436,15936,6470,2323,7970,27206,46559,37153,33055,33746,22078,10351,4943,2119,2264,16,17,57,79,190,345,584,559,334,83,1021785
55,State,WI,2021/03/05 20:00:00+00,566158,350,478.71,2642182,3034,3126.43,6477,7,11.14,3384,3605.14,26387,314715,225056,290159,274883,1116,23742,65506,106466,87936,80320,86126,61784,32221,15960,6097,2962,3510,5,0,2,21,47,113,342,849,1608,2071,1424,7190,14424,37713,436221,32344,38266,59322,427338,79492,92,122,466,5573,94,130,370,5837,270,30101,227525,308532,236,477,1371,1587,1896,3503,5192,5927,4543,1655,15530,37822,58579,49225,45372,48875,34530,15962,6489,2331,7976,27207,46516,37124,33052,33748,22062,10332,4928,2111,2268,16,17,57,79,190,346,585,561,334,83,1028004
55,State,WI,2021/03/08 20:00:00+00,566871,178,371.86,2649740,1876,2874,6481,0,9.86,2054,3245.86,26484,315440,224947,290499,275267,1105,23812,65644,106578,88042,80402,86222,61870,32240,15966,6095,2966,3510,5,0,2,21,47,113,343,849,1611,2072,1423,7195,14458,37756,436791,32395,38276,59421,427950,79494,92,122,465,5576,94,132,370,5841,270,30113,228124,308634,237,478,1382,1601,1906,3511,5211,5948,4551,1659,15581,37945,58700,49335,45466,48993,34609,15980,6495,2336,7994,27221,46496,37106,33030,33718,22050,10312,4920,2100,2277,16,17,58,79,192,346,587,565,334,83,1030224
