GEOID,GEO,NAME,DATE,POSITIVE,POS_NEW,POS_7DAYAVG,NEGATIVE,NEG_NEW,NEG_7DAYAVG,DEATHS,DTH_NEW,DTH_7DAYAVG,TEST_NEW,TEST_7DAYAVG,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,OBJECTID
55,State,WI,2020/06/29 19:00:00+00,28058,315,427.14,527359,5612,8675,777,0,4.57,5927,9102.14,3407,16331,8320,14352,13632,74,933,2138,6254,4948,4376,3962,2659,1416,912,460,358,419,0,0,0,8,8,23,59,133,200,193,153,270,1068,4934,15487,3354,2945,8731,16102,3225,10,23,183,538,11,12,90,672,15,2625,15931,9502,26,51,196,278,413,570,702,600,416,155,577,1334,3944,3053,2659,2381,1390,539,287,167,330,753,2114,1617,1304,1011,567,277,209,138,747,2,3,26,37,91,132,206,147,75,28,137504
55,State,WI,2020/08/25 19:00:00+00,71492,638,666,1128971,9349,7653.43,1094,13,6,9987,8319.43,5610,41823,24059,36649,34717,126,2448,7049,17852,11910,10146,9979,6407,3286,1725,690,505,589,0,0,0,8,12,33,76,175,284,305,201,702,1982,9509,45988,6547,6764,15554,46547,9391,13,30,219,793,23,16,127,946,21,5841,43085,22566,54,93,378,467,618,877,1124,1052,708,239,1582,4257,10678,7161,6162,6063,3590,1450,631,249,812,2699,6796,4282,3366,3039,1693,784,386,202,996,6,5,34,46,109,176,263,213,106,38,138533
55,State,WI,2020/06/30 19:00:00+00,28659,601,475.43,539539,12180,8767.71,784,7,4.86,12781,9243.14,3446,16722,8491,14652,13934,73,950,2195,6505,5031,4438,4021,2701,1432,924,462,363,421,0,0,0,8,8,23,59,133,204,193,156,280,1088,5022,15910,3398,2961,8843,16585,3231,10,23,184,544,12,11,90,680,14,2673,16342,9644,27,51,203,283,416,574,709,607,419,157,599,1367,4098,3117,2709,2415,1413,544,292,168,324,777,2204,1631,1313,1032,579,281,213,137,750,2,3,26,37,91,132,206,149,76,28,140143
55,State,WI,2021/02/05 20:00:00+00,548221,1266,1186.57,2527562,4460,4149.29,6020,28,22.86,5726,5335.86,24734,299682,223805,281262,265837,1122,22578,62602,103505,85401,77896,83478,59924,31380,15508,5949,2743,3271,6,0,2,18,42,100,320,794,1492,1925,1327,6973,13598,36202,417133,30980,43335,57100,404670,86450,83,114,428,5134,90,171,351,5338,331,29555,217594,301072,225,412,1220,1435,1773,3303,4896,5620,4295,1555,14515,35369,55769,47005,43328,46736,33104,15419,6222,2215,7838,26821,46516,36961,32795,33439,21924,10341,4991,2179,2192,15,16,57,76,188,336,563,541,318,82,146094
55,State,WI,2020/08/13 19:00:00+00,63206,943,775.29,1035195,11472,10477.71,1018,7,5.71,12415,11253,5170,36837,21199,32605,30488,113,2168,6226,15852,10559,9003,8695,5647,2874,1544,638,473,545,0,0,0,8,10,32,71,167,267,272,191,621,1830,8858,39874,5975,6048,14448,40755,8003,11,30,212,729,20,16,119,875,24,5237,37729,20240,48,87,350,426,588,803,1038,960,644,226,1391,3740,9521,6362,5466,5254,3086,1245,546,226,729,2399,5981,3771,2949,2638,1523,669,354,186,942,4,4,30,45,105,164,250,200,103,37,147696
55,State,WI,2020/08/14 19:00:00+00,64227,1021,779.86,1044613,9418,9952.14,1025,7,5,10439,10732,5235,37474,21518,33129,30984,114,2188,6314,16095,10756,9143,8856,5727,2931,1572,645,477,548,0,0,0,8,10,32,71,167,269,276,192,631,1849,8941,40638,6034,6134,14573,41502,8152,11,30,212,736,19,17,121,884,20,5313,38375,20539,48,88,354,433,593,811,1050,979,650,229,1408,3808,9667,6478,5554,5359,3145,1267,564,224,732,2418,6074,3845,2996,2686,1532,685,358,192,951,4,4,32,45,106,166,252,202,103,37,148240
55,State,WI,2020/08/12 19:00:00+00,62263,478,760.43,1023723,9446,11248.43,1011,5,5.86,9924,12008.86,5125,36289,20849,32128,30025,110,2140,6133,15646,10405,8873,8529,5555,2821,1526,635,468,543,0,0,0,8,10,32,71,167,263,269,191,617,1817,8780,39200,5898,5951,14330,40131,7802,11,30,212,723,19,16,118,871,22,5157,37174,19932,48,85,346,423,583,796,1026,952,640,226,1376,3696,9407,6265,5391,5154,3030,1211,535,224,716,2352,5893,3717,2899,2579,1499,658,351,185,941,4,4,30,45,106,164,250,198,103,37,149092
55,State,WI,2020/08/11 19:00:00+00,61785,724,818.43,1014277,12875,12204.57,1006,8,6.43,13599,13023,5092,35862,20831,31873,29802,110,2127,6085,15519,10334,8819,8462,5502,2800,1509,628,466,540,0,0,0,8,10,32,71,166,261,268,190,609,1810,8759,38828,5857,5922,14264,39756,7765,11,30,212,717,19,17,118,863,25,5105,36727,19953,48,85,344,421,580,792,1018,944,635,225,1356,3646,9302,6197,5341,5084,2989,1197,529,221,723,2354,5873,3716,2898,2586,1495,659,345,182,939,4,4,30,45,106,164,250,197,102,37,150215
55,State,WI,2021/01/23 20:00:00+00,531852,1681,1666.29,2469123,5779,5199.57,5685,42,33.57,7460,6865.86,23625,288414,219813,272938,257829,1084,21558,60401,100903,83061,75589,81088,58031,30408,15031,5782,2608,3070,7,0,2,16,38,90,308,753,1400,1818,1260,6807,12954,35284,403958,30238,42611,55704,391345,84803,77,107,407,4829,90,175,338,5029,318,16161,127888,387803,210,385,1142,1371,1686,3148,4681,5392,4119,1491,13800,33897,53861,45340,41782,45045,31779,14824,5959,2127,7548,26119,45900,36350,32121,32895,21571,10192,4953,2164,2148,15,16,57,76,181,333,555,525,309,81,153743
55,State,WI,2020/07/21 19:00:00+00,44135,1117,889.86,750562,13371,11052.43,859,13,4.71,14488,11942.29,4194,25052,14889,22749,21299,87,1515,3979,11311,7560,6377,5944,3812,1954,1167,516,399,460,0,0,0,9,9,29,64,145,218,214,171,426,1456,7019,26478,4516,4240,11419,27517,5199,10,23,196,603,13,14,100,746,13,3740,25335,15060,39,71,280,358,488,675,840,737,518,188,926,2321,6702,4446,3818,3519,1991,778,374,177,550,1587,4329,2756,2071,1750,981,439,275,151,838,4,4,27,41,95,146,228,170,91,32,162299
55,State,WI,2020/07/22 19:00:00+00,44847,712,874.29,764630,14068,11190.14,865,6,5.43,14780,12064.43,4225,25661,14961,23122,21638,87,1545,4064,11465,7683,6483,6056,3870,1983,1178,520,400,465,0,0,0,8,9,29,64,146,222,215,172,438,1468,7066,27004,4559,4312,11539,28011,5297,10,23,197,606,15,14,102,750,13,3806,25972,15069,40,72,280,361,492,681,845,745,522,187,949,2388,6847,4565,3914,3610,2034,794,378,182,556,1604,4338,2757,2077,1765,991,444,278,151,848,4,4,27,41,96,148,230,174,92,32,163366
55,State,WI,2020/07/01 19:00:00+00,29199,540,490.86,551607,12068,9114.86,786,2,4.14,12608,9605.71,3482,17076,8641,14944,14183,72,968,2244,6685,5126,4512,4083,2738,1449,929,465,364,422,0,0,0,8,8,23,59,133,206,193,156,284,1109,5085,16281,3414,3026,8921,16976,3302,10,24,185,545,11,11,90,683,13,2713,16700,9786,27,52,205,289,418,581,718,609,421,162,616,1397,4223,3172,2762,2457,1432,553,297,167,325,795,2257,1665,1332,1045,588,287,211,136,757,2,3,26,37,91,134,208,151,76,29,163424
55,State,WI,2020/07/02 19:00:00+00,29738,539,501.57,563946,12339,9340.71,793,7,3.86,12878,9842.29,3519,17394,8825,15260,14402,76,990,2310,6871,5200,4587,4140,2770,1466,937,467,368,425,0,0,0,8,8,24,60,133,206,197,157,285,1121,5174,16648,3446,3064,9016,17375,3347,10,23,188,551,10,11,91,689,13,2763,16989,9986,29,52,207,295,423,589,723,612,425,164,627,1436,4329,3215,2806,2507,1454,556,296,168,334,822,2335,1690,1358,1044,593,298,216,135,763,2,3,26,37,91,134,210,153,77,30,164648
55,State,WI,2020/08/23 19:00:00+00,70462,453,674.43,1115149,4361,7802.29,1081,0,6,4814,8476.71,5558,41118,23786,36138,34199,125,2404,6942,17611,11760,10020,9807,6295,3233,1703,687,502,579,0,0,0,8,12,33,76,172,282,299,199,693,1964,9451,45185,6482,6687,15402,45788,9272,13,30,219,782,21,16,125,936,20,5756,42338,22368,51,91,371,462,618,869,1114,1043,701,238,1550,4185,10529,7050,6073,5953,3504,1415,614,245,803,2666,6711,4248,3329,2985,1677,775,388,204,990,5,5,33,45,109,176,262,211,106,38,164755
55,State,WI,2020/08/24 19:00:00+00,70854,392,665.43,1119622,4473,7654.57,1081,0,6,4865,8320,5573,41344,23937,36350,34377,127,2416,6987,17705,11818,10070,9874,6342,3242,1712,688,502,579,0,0,0,8,12,33,76,172,282,299,199,695,1970,9472,45493,6516,6708,15457,46057,9340,13,30,219,782,21,16,125,936,20,5784,42586,22484,53,92,374,463,617,871,1117,1044,704,238,1556,4209,10582,7084,6101,5991,3536,1420,620,245,807,2686,6749,4271,3352,3012,1689,778,388,205,991,5,5,34,45,109,176,262,211,106,38,166889
55,State,WI,2020/08/20 19:00:00+00,68233,740,718.14,1093294,9131,8299.86,1067,7,7,9871,9018,5469,39840,22924,35084,33026,123,2333,6734,17010,11388,9705,9480,6115,3127,1664,677,495,572,0,0,0,8,12,33,75,169,279,293,198,679,1932,9228,43550,6312,6532,15108,44289,8836,13,30,217,770,20,17,123,922,22,5599,40973,21661,50,90,369,459,610,853,1093,1023,687,235,1508,4054,10212,6854,5904,5733,3390,1351,596,238,775,2590,6429,4075,3191,2894,1632,753,381,204,978,5,5,33,45,108,173,257,209,105,38,167596
55,State,WI,2020/08/18 19:00:00+00,66830,634,720.71,1075397,9357,8731.43,1052,13,6.57,9991,9452.14,5380,39011,22439,34424,32287,119,2290,6600,16682,11163,9521,9256,5974,3055,1624,665,488,564,0,0,0,8,12,32,73,168,277,284,198,656,1893,9134,42539,6220,6388,14917,43313,8600,11,30,214,760,20,17,122,908,22,5499,40056,21275,48,90,367,454,605,833,1073,1006,669,235,1479,3968,10025,6714,5794,5599,3294,1320,584,234,763,2542,6290,3995,3122,2824,1607,729,371,196,964,4,5,33,45,107,170,254,205,103,38,169707
55,State,WI,2020/08/16 19:00:00+00,65741,685,741,1060533,5414,9541.57,1039,1,5.86,6099,10282.57,5304,38267,22170,33862,31766,113,2230,6489,16454,10991,9359,9076,5875,3006,1603,658,483,556,0,0,0,8,10,32,72,168,274,279,196,644,1877,9035,41766,6126,6293,14756,42533,8452,11,30,212,750,19,17,121,897,21,5409,39254,21078,48,89,359,442,599,820,1062,989,663,233,1433,3892,9855,6616,5676,5481,3215,1296,575,228,749,2508,6240,3933,3084,2775,1598,721,365,197,957,4,5,32,45,107,168,252,203,103,38,171062
55,State,WI,2020/08/17 19:00:00+00,66196,455,733.57,1066040,5507,9234,1039,0,5.86,5962,9967.57,5327,38507,22362,34113,31969,114,2264,6536,16545,11062,9431,9145,5916,3027,1612,658,483,556,0,0,0,8,10,32,72,168,274,279,196,648,1888,9081,42070,6168,6341,14810,42844,8542,11,30,212,750,19,17,121,897,21,5442,39505,21249,48,89,360,448,603,823,1065,994,663,234,1450,3914,9918,6651,5716,5512,3235,1302,581,228,766,2533,6267,3963,3112,2810,1616,731,368,196,961,4,5,33,45,107,169,253,204,103,38,171742
55,State,WI,2020/07/10 19:00:00+00,34753,845,633.71,635411,11857,8836.86,814,5,2.57,12702,9470.57,3766,20215,10772,17826,16848,79,1176,2796,8571,6104,5171,4748,3070,1624,1012,481,380,434,0,0,0,8,8,25,60,140,210,201,162,325,1249,5845,20129,3772,3433,9913,20853,3987,10,23,192,566,11,12,96,706,12,3134,19932,11687,32,56,234,321,448,623,763,664,455,170,735,1712,5300,3716,3162,2847,1617,626,327,173,409,1028,3037,2067,1561,1278,690,334,230,138,792,3,3,27,38,92,139,217,162,81,30,174369
55,State,WI,2020/07/11 19:00:00+00,35679,926,660.57,646504,11093,9552.43,821,7,3.57,12019,10213,3797,20661,11221,18278,17320,81,1206,2904,8869,6255,5289,4853,3136,1661,1023,483,385,436,0,0,0,9,8,25,60,140,211,203,165,333,1271,5984,20737,3839,3515,10058,21557,4064,10,23,192,573,11,12,96,713,12,3200,20437,12042,32,57,234,324,449,626,769,670,463,173,753,1767,5437,3783,3215,2916,1641,645,331,173,421,1080,3198,2148,1625,1311,726,346,229,137,797,3,3,27,38,92,140,217,163,83,31,174777
55,State,WI,2021/02/08 20:00:00+00,550369,543,1029.14,2538097,3175,3918.14,6055,1,22.57,3718,4947.29,24919,301013,224437,282341,266904,1124,22712,62940,103842,85730,78189,83781,60122,31507,15581,5965,2753,3296,6,0,2,18,42,100,322,798,1503,1933,1337,6986,13689,36372,418764,31094,43464,57254,406381,86733,82,114,428,5168,92,171,353,5375,327,29650,218903,301816,225,419,1236,1447,1787,3323,4936,5662,4315,1569,14606,35602,56010,47206,43508,46926,33222,15473,6243,2217,7881,26919,46596,37077,32894,33532,21964,10372,5023,2179,2202,15,16,57,76,188,338,567,543,320,82,174967
55,State,WI,2021/02/09 20:00:00+00,551050,681,970,2541584,3487,4118.14,6094,39,22.43,4168,5088.14,25021,301671,224358,282687,267239,1124,22747,63024,103950,85826,78272,83895,60201,31549,15606,5980,2773,3315,6,0,2,18,42,101,323,804,1514,1945,1345,6986,13713,36413,419434,31136,43368,57315,407063,86671,83,115,430,5202,93,171,355,5413,326,29676,219370,302004,226,424,1244,1451,1793,3338,4953,5683,4336,1573,14649,35702,56116,47300,43602,47047,33286,15490,6258,2221,7872,26898,46590,37075,32877,33510,21962,10376,5012,2186,2208,15,16,57,76,188,340,569,544,321,82,180270
55,State,WI,2020/12/06 20:00:00+00,412177,2791,3925.14,2196722,7773,7561.71,3719,17,58.86,10564,11486.86,18216,217106,176855,210995,200338,843,15293,46505,80927,64443,58803,63083,44451,23056,11359,4257,1685,2026,8,0,0,14,30,70,202,497,937,1170,799,5302,9077,28109,309837,24761,35091,45451,296993,69733,53,69,302,3103,69,123,246,3237,236,15921,126785,269471,154,293,874,1102,1362,2497,3683,4108,3082,1061,9680,25277,41938,34132,31665,34017,23744,10904,4301,1448,5459,20935,38115,29209,25776,26569,17024,8044,3976,1748,1880,13,12,50,67,164,304,485,450,266,69,180585
55,State,WI,2021/01/07 20:00:00+00,498538,3791,2490.86,2383410,6357,4677.29,5079,40,31.43,10148,7168.14,22070,267393,209075,255722,241807,1008,19629,56303,95159,77969,71029,76197,54331,28501,14020,5400,2332,2739,8,0,2,16,37,84,283,665,1263,1599,1130,6381,11790,33365,377762,28714,40526,53001,364208,81329,70,101,372,4288,84,164,309,4455,315,16122,127695,354721,196,355,1062,1287,1583,2971,4381,5017,3827,1391,12509,31291,50151,42153,38928,41885,29424,13726,5436,1890,6924,24657,43946,34529,30518,31341,20526,9758,4757,2119,2080,15,15,56,73,175,328,537,504,301,76,185814
55,State,WI,2020/07/09 19:00:00+00,33908,754,595.71,623554,12404,8515.43,809,2,2.29,13158,9111.14,3726,19756,10426,17386,16442,80,1134,2711,8287,5941,5083,4649,3026,1597,1001,479,379,430,0,0,0,8,8,25,60,136,210,200,162,317,1225,5730,19513,3747,3376,9744,20259,3905,10,23,192,562,11,11,94,702,13,3071,19446,11391,32,54,225,320,446,618,756,657,448,170,715,1662,5152,3622,3109,2789,1591,620,324,172,387,995,2910,1999,1528,1242,679,320,229,137,787,2,3,27,38,91,139,215,162,80,30,189254
55,State,WI,2021/01/06 20:00:00+00,494747,3406,2493.57,2377053,6568,4611.71,5039,60,31.57,9974,7105.29,21971,265190,207586,253709,240032,1005,19411,55833,94487,77365,70474,75620,53947,28307,13934,5369,2310,2721,8,0,2,16,37,84,281,659,1255,1588,1117,6343,11631,33201,374706,28508,40358,52677,361189,80881,70,100,371,4251,82,165,307,4415,317,16119,127657,350971,193,354,1059,1285,1580,2956,4365,4985,3810,1384,12388,31014,49754,41812,38614,41560,29196,13612,5376,1864,6830,24465,43674,34268,30280,31104,20386,9710,4748,2121,2074,14,16,56,73,176,327,533,503,300,76,189985
55,State,WI,2020/07/08 19:00:00+00,33154,598,565,611150,10138,8506.14,807,2,3,10736,9071.14,3683,19304,10167,16994,16082,78,1113,2628,8046,5804,4979,4560,2987,1569,992,476,378,429,0,0,0,8,8,25,60,136,208,200,162,310,1205,5634,18986,3713,3306,9619,19721,3814,10,23,192,560,10,12,93,700,14,3017,18962,11175,31,52,224,314,441,612,747,647,446,169,696,1620,5005,3536,3055,2723,1571,608,318,172,386,956,2817,1954,1483,1225,669,314,228,135,784,2,3,27,38,91,139,214,160,80,30,195653
55,State,WI,2020/07/13 19:00:00+00,36942,494,697.29,659479,6127,10080.86,820,0,3.43,6621,10778.14,3850,21120,11972,18941,17915,86,1253,3061,9261,6456,5440,5005,3219,1712,1047,488,384,436,0,0,0,8,8,25,60,140,211,203,165,342,1299,6145,21542,3947,3667,10263,22357,4322,10,23,192,572,11,12,96,712,12,3260,20936,12746,32,59,244,331,451,630,776,681,470,176,777,1826,5554,3842,3284,2988,1676,661,339,173,444,1176,3463,2283,1705,1387,767,370,238,139,800,3,3,27,38,92,140,218,164,84,31,197739
55,State,WI,2020/07/14 19:00:00+00,37906,964,764.29,673195,13716,10311.86,826,6,3,14680,11076.14,3892,21660,12354,19433,18387,86,1297,3177,9571,6590,5550,5127,3289,1752,1065,488,386,440,0,0,0,8,9,25,61,143,211,204,165,355,1330,6244,22240,4005,3732,10403,23082,4421,10,23,195,576,10,12,96,718,12,3321,21586,12999,33,59,249,336,454,637,783,684,482,175,801,1900,5726,3918,3351,3051,1715,681,343,174,463,1218,3596,2336,1745,1439,791,387,240,139,804,3,3,27,38,92,140,221,165,85,30,198030
55,State,WI,2020/07/15 19:00:00+00,38727,821,796.14,686299,13104,10735.57,827,1,2.86,13925,11531.71,3923,22132,12672,19893,18747,87,1328,3276,9799,6730,5669,5224,3372,1769,1070,490,386,441,0,0,0,8,9,25,61,143,211,204,166,361,1347,6363,22795,4062,3799,10551,23675,4501,10,23,195,577,10,12,96,719,12,3384,22146,13197,34,66,255,339,457,636,790,689,482,175,817,1962,5844,3996,3418,3120,1762,693,346,174,477,1248,3700,2395,1794,1468,820,387,242,141,810,3,3,27,39,92,141,222,167,86,30,198090
55,State,WI,2020/07/16 19:00:00+00,39627,900,817,699670,13371,10873.71,831,4,3.14,14271,11690.71,3968,22647,13012,20350,19191,86,1363,3380,10038,6875,5795,5354,3441,1796,1089,496,387,444,0,0,0,8,9,26,61,143,212,206,166,380,1356,6486,23468,4128,3809,10721,24333,4573,10,23,195,580,10,13,96,723,12,3450,22726,13451,35,68,260,343,461,643,797,699,484,178,831,2020,5997,4089,3480,3206,1797,705,347,175,497,1292,3781,2443,1854,1505,847,392,258,143,811,3,4,27,39,93,141,222,167,85,30,198265
55,State,WI,2020/07/17 19:00:00+00,40507,880,822,712197,12527,10969.43,833,2,2.71,13407,11791.43,4031,23149,13327,20824,19597,86,1397,3483,10284,7018,5898,5469,3524,1825,1107,502,387,446,0,0,0,8,9,26,61,143,212,208,166,381,1374,6620,24027,4211,3894,10891,24992,4624,10,23,196,581,10,13,96,728,9,3512,23308,13687,35,68,264,344,470,656,816,708,491,179,848,2079,6142,4157,3547,3278,1847,716,357,178,514,1336,3878,2517,1881,1535,861,401,259,145,816,3,4,27,39,94,142,223,167,86,31,198440
55,State,WI,2020/07/18 19:00:00+00,41485,978,829.43,723643,11446,11019.86,843,10,3.14,12424,11849.29,4082,23718,13685,21363,20033,89,1431,3615,10573,7150,6029,5599,3597,1866,1120,505,393,450,0,0,0,8,9,28,62,144,214,208,170,397,1385,6721,24709,4273,4000,11014,25682,4789,10,23,196,589,11,14,97,736,10,3585,23938,13962,36,68,269,347,474,662,828,716,500,182,872,2161,6319,4239,3631,3346,1871,742,360,177,523,1386,3985,2564,1924,1591,898,408,260,146,823,3,4,27,40,94,143,227,166,88,31,198616
55,State,WI,2020/07/19 19:00:00+00,42315,830,838.14,730902,7259,11078.57,844,1,3.43,8089,11916.71,4107,24056,14152,21824,20401,90,1451,3716,10817,7282,6150,5710,3660,1888,1134,507,393,451,0,0,0,8,9,28,62,144,215,208,170,402,1404,6824,25227,4341,4117,11141,26194,4980,10,23,196,590,11,14,97,737,10,3624,24297,14394,36,69,273,352,475,664,831,719,505,183,883,2197,6405,4299,3689,3391,1898,754,363,177,532,1450,4139,2631,1986,1655,931,415,266,147,826,3,4,27,40,94,144,227,168,88,31,198793
55,State,WI,2020/07/12 19:00:00+00,36448,769,695.86,653352,6848,9891.57,820,-1,3.43,7617,10587.43,3824,20937,11687,18687,17679,82,1237,3005,9100,6377,5383,4950,3187,1690,1033,486,384,436,0,0,0,8,8,25,60,140,211,203,165,338,1285,6076,21236,3901,3612,10172,22053,4223,10,23,192,572,11,12,96,712,12,3232,20728,12488,32,58,240,329,451,628,772,674,467,173,768,1804,5508,3816,3251,2964,1663,655,335,173,437,1143,3352,2232,1681,1358,752,361,231,140,800,3,3,27,38,92,140,218,164,84,31,200165
55,State,WI,2021/03/23 19:00:00+00,573123,353,387.29,2688182,-504,2214.43,6587,11,6.86,-151,2601.71,27182,320842,225099,293615,278425,1083,24277,66635,107552,89048,81323,87182,62491,32479,16041,6095,3018,3563,6,0,2,22,46,119,354,867,1631,2101,1445,7245,14702,38227,442699,32332,37918,60170,434119,78828,96,124,478,5672,93,124,377,5963,247,13629,104791,454703,250,504,1477,1663,1964,3607,5324,6069,4630,1694,15912,38765,59643,50261,46292,49786,35120,16148,6565,2350,8115,27366,46432,37124,33067,33789,22047,10262,4846,2051,2314,17,18,58,81,195,353,593,573,341,85,203220
55,State,WI,2020/07/20 19:00:00+00,43018,703,868,737191,6289,11101.71,846,2,3.71,6992,11969.71,4129,24344,14545,22196,20731,91,1483,3818,11025,7392,6228,5792,3706,1914,1150,510,393,453,0,0,0,8,9,29,62,144,216,208,170,411,1429,6925,25636,4421,4196,11253,26659,5106,10,23,196,592,11,14,98,738,10,3661,24602,14755,37,69,275,355,479,666,833,724,508,183,896,2233,6500,4342,3716,3427,1923,761,369,177,550,1516,4250,2695,2033,1699,950,429,273,150,829,3,4,27,40,94,145,228,169,88,31,212285
55,State,WI,2020/09/22 19:00:00+00,104170,1672,1838,1348492,10865,9138.14,1251,7,4.43,12537,10976.14,6765,59520,37885,53051,50940,179,3290,13326,26979,15885,13723,14008,9072,4735,2312,840,568,682,1,0,0,9,16,38,84,205,321,359,219,1129,2530,10613,71579,8825,9494,18455,71360,14355,16,36,230,925,24,20,144,1080,27,7637,61283,35250,65,131,468,553,712,1027,1347,1294,885,283,2142,7012,15283,9580,8368,8517,5222,2232,880,284,1083,6183,11228,5752,4643,4464,2503,1209,547,273,991,5,6,38,47,102,168,249,219,117,40,215924
55,State,WI,2020/07/25 19:00:00+00,47870,953,912.14,808528,13248,12126.43,891,13,6.86,14201,13038.57,4368,27390,16112,24681,23091,98,1653,4450,12246,8185,6889,6449,4138,2104,1220,536,412,479,0,0,0,8,10,31,67,151,226,226,172,477,1538,7434,28982,4783,4656,12061,30011,5798,10,25,201,624,15,16,107,768,16,4045,27753,16072,41,75,291,377,499,697,877,779,541,191,1011,2630,7307,4828,4158,3842,2185,843,395,191,601,1745,4648,2980,2232,1910,1076,482,284,154,868,4,4,28,43,97,150,237,179,94,32,217104
55,State,WI,2020/07/27 19:00:00+00,49417,590,914.14,823905,6356,12387.71,893,1,6.71,6946,13301.86,4420,28022,16975,25501,23816,100,1702,4645,12586,8416,7109,6677,4282,2182,1264,554,414,479,0,0,0,8,10,31,67,151,228,226,172,492,1571,7632,29974,4905,4843,12276,31036,6105,10,26,201,625,15,16,107,770,16,4133,28398,16886,41,76,296,381,506,701,887,788,550,194,1037,2697,7460,4933,4247,3938,2237,874,407,192,624,1872,4830,3102,2356,2038,1158,520,307,168,872,4,4,28,43,98,150,238,180,95,32,217293
55,State,WI,2020/08/09 19:00:00+00,60554,621,804.29,993742,6797,12725.14,998,2,7.14,7418,13529.43,5000,35038,20516,31259,29186,109,2097,5951,15227,10149,8663,8278,5364,2736,1474,615,462,536,0,0,0,9,10,32,70,168,259,262,188,599,1785,8661,37923,5785,5801,14138,38832,7584,10,30,212,710,19,17,119,852,27,5003,35870,19681,47,83,343,418,569,779,996,922,621,222,1331,3557,9115,6066,5236,4935,2908,1158,517,215,719,2311,5769,3665,2858,2564,1460,656,336,178,938,4,4,30,45,105,164,250,198,101,37,219991
55,State,WI,2020/08/10 19:00:00+00,61061,507,819,1001402,7660,12852.43,998,0,7,8167,13671.43,5031,35306,20724,31520,29431,110,2111,6015,15348,10226,8735,8354,5405,2761,1484,622,463,535,0,0,0,8,10,32,70,168,259,263,188,600,1797,8697,38282,5819,5866,14189,39176,7696,10,30,212,710,19,17,118,853,27,5033,36166,19862,47,83,344,420,573,782,1004,930,624,224,1341,3586,9172,6109,5280,4982,2923,1173,523,217,723,2346,5832,3697,2882,2590,1478,658,337,181,938,4,4,30,45,105,164,250,198,101,37,221215
55,State,WI,2020/07/23 19:00:00+00,45899,1052,896,778842,14212,11310.29,878,13,6.71,15264,12206.29,4273,26221,15405,23665,22131,103,1576,4197,11730,7866,6638,6170,3971,2029,1195,527,408,470,0,0,0,8,10,30,65,147,222,222,174,456,1487,7222,27629,4638,4467,11706,28712,5481,10,24,198,615,15,16,104,760,14,3878,26575,15446,40,72,283,369,494,685,854,760,529,187,966,2462,6979,4660,4002,3690,2089,808,381,184,570,1663,4468,2837,2142,1795,1028,461,285,156,857,4,4,27,43,96,148,232,177,94,32,222995
55,State,WI,2020/07/24 19:00:00+00,46917,1018,915.71,795280,16438,11869,878,0,6.43,17456,12784.71,4327,26806,15784,24218,22601,98,1608,4328,12001,8038,6763,6312,4057,2070,1208,532,406,472,0,0,0,8,10,30,67,146,222,223,172,467,1510,7333,28312,4709,4586,11885,29382,5650,10,24,199,614,15,16,104,760,14,3957,27069,15891,40,75,287,371,498,693,868,767,539,189,988,2541,7154,4737,4073,3766,2142,828,389,188,580,1712,4560,2930,2192,1853,1047,475,280,155,861,4,4,28,43,97,149,233,177,94,32,223403
