LATEST_STATUS_DATE,Age Ranges,As of Date,Case Status,DATA_AS_OF_DT,DATA_REFRESH_DT,Parameter Sort,Parameter Sort Target,CASES,DEATHS,Measure Toggle,RECOVERIES
09/07/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,1
26/03/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,3,0,0,1
27/05/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
28/11/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,24,0,0,20
20/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,10
08/09/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,2,0,0,6
04/04/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,6,0,0,6
21/09/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,2
02/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,22,0,0,3
21/05/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,27,0,0,1
28/10/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,1
25/10/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,3,0,0,1
26/03/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,4,0,0,2
27/12/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,9,0,0,1
14/02/2021,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,12,0,0,0
14/11/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,11,0,0,8
10/06/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,1
01/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
18/11/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,16,0,0,23
18/12/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,11,0,0,1
06/06/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,6,0,0,6
20/08/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,0
21/01/2021,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,31,0,0,0
26/07/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,3,0,0,0
17/06/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,4,0,0,3
29/01/2021,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,45,1,1,4
09/02/2021,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,21,0,0,2
23/11/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,22,0,0,23
22/02/2021,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,11,0,0,0
15/06/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,0,0,0,3
09/02/2021,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,17,0,0,3
24/03/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,4,0,0,1
28/08/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,6,0,0,4
06/08/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,1
17/02/2021,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,10,0,0,0
13/09/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,3,0,0,0
10/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,1
30/06/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,0,0,0,1
15/02/2021,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,8,0,0,1
29/06/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,2,0,0,8
07/11/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,9,0,0,8
03/06/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,2,0,0,3
12/01/2021,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,48,3,3,5
23/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,8,0,0,3
19/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,11,0,0,0
21/02/2021,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,6,0,0,0
23/06/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,1,0,0,2
01/03/2021,80,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,80,2,0,0,0
24/01/2021,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,16,0,0,2
20/01/2021,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,66,0,0,1
18/11/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,4,1,1,4
20/08/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,4,0,0,4
30/10/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,0
08/09/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,1,0,0,5
16/08/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,6,0,0,2
12/10/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,1
10/02/2021,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,2,0,0,0
04/04/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,2,0,0,3
21/10/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,1
23/03/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,2,0,0,0
15/03/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,1,0,0,0
29/01/2021,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,55,0,0,7
30/11/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,20,0,0,21
25/08/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,2,0,0,4
30/11/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,28,1,1,24
07/11/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,10,0,0,12
29/05/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,8,0,0,10
21/07/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,0
16/10/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,0
23/11/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,3,0,0,4
06/12/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,22,0,0,1
17/01/2021,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,47,0,0,2
11/11/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,28,0,0,11
02/11/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,11,1,1,4
14/11/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,2,0,0,2
29/05/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,2,0,0,4
13/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,5
12/12/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,30,0,0,6
08/07/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,2,0,0,6
29/12/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,40,0,0,1
28/01/2021,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,19,4,4,1
27/02/2021,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,7,0,0,0
09/01/2021,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,5,0,0,0
01/12/2020,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,2,0,0,1
26/10/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,7,0,0,5
10/06/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,8,0,0,9
16/08/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,4,0,0,1
23/09/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,1,0,0,0
25/07/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,0
24/08/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,0,1,1,0
14/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,98,0,0,3
05/02/2021,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,15,0,0,0
06/11/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,11,2,2,1
25/05/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,8,0,0,4
15/12/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,11,0,0,0
11/08/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,3,0,0,0
02/06/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,1,0,0,5
20/09/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,2,0,0,2
21/02/2021,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,9,0,0,2
16/04/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,3,0,0,3
17/12/2020,80,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,80,2,0,0,0
20/09/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,2,0,0,2
16/04/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,5,0,0,3
19/03/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,2,0,0,0
30/04/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,5,1,1,5
25/07/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,2,0,0,0
07/01/2021,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,95,0,0,8
24/01/2021,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,15,0,0,0
13/05/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,5,0,0,2
17/10/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,5,0,0,5
29/10/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,3,0,0,0
01/02/2021,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,25,0,0,0
09/10/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,3,0,0,1
26/10/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,4,0,0,13
22/05/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,2,0,0,0
08/01/2021,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,58,1,1,5
12/05/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,3,0,0,8
16/10/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,3,0,0,5
04/08/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,4,0,0,5
29/10/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,2,0,0,0
09/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,24,0,0,2
31/12/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,35,0,0,0
27/07/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,0
22/12/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,13,2,2,3
08/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,13
18/07/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,0,0,0,1
04/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,1
17/12/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,54,0,0,2
20/01/2021,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,28,0,0,2
12/05/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,4,0,0,0
01/10/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,2,0,0,0
16/08/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,2,0,0,2
16/10/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,3,0,0,1
13/07/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,7
24/10/2020,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,0
14/12/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,22,3,3,4
21/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,13,0,0,0
17/12/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,16,0,0,0
10/07/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,0,0,0,11
07/11/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,0,0,0,2
05/05/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,0,0,0,1
27/12/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,59,0,0,17
26/12/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,15,0,0,2
28/10/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,11,0,0,4
28/05/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,2,0,0,3
24/05/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,3,0,0,3
06/06/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,0
10/11/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,1,0,0,1
07/01/2021,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,78,1,1,4
05/01/2021,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,59,0,0,3
30/07/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,2,0,0,1
31/12/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,23,4,4,2
04/10/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,4,0,0,2
15/01/2021,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,3,1,1,1
06/08/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,2
30/11/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,37,0,0,28
25/09/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,0
26/06/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,10,0,0,2
18/04/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,1,0,0,4
22/09/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,1,0,0,1
06/10/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,0
08/05/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,2,0,0,3
02/11/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,3,0,0,0
04/08/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,0,0,0,3
20/01/2021,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,30,0,0,0
03/05/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,2,0,0,0
06/06/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,0,0,0,2
12/12/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,46,0,0,4
26/02/2021,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,19,0,0,0
01/12/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,7,0,0,5
08/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,3
19/12/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,0
20/05/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,0,0,0,2
04/01/2021,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,19,3,3,3
23/07/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,3,0,0,2
17/10/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,1,0,0,1
13/05/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,1,0,0,1
05/12/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,25,0,0,8
01/05/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,2,0,0,5
05/10/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,3,0,0,3
22/12/2020,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,0
28/10/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,12,0,0,1
01/07/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,5,0,0,4
24/05/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,1,0,0,4
03/08/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,0,0,0,1
21/10/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,1,0,0,0
10/01/2021,80,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,80,2,0,0,0
16/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,1
05/12/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,13,0,0,5
