"date","age","daily.deaths","cum.deaths","code"
2020-03-07,"35-49",0,2,"WA"
2020-03-02,"50-64",1,9,"WA"
2020-03-03,"50-64",1,10,"WA"
2020-03-04,"50-64",1,11,"WA"
2020-03-05,"50-64",1,12,"WA"
2020-03-06,"50-64",1,13,"WA"
2020-03-07,"50-64",1,14,"WA"
2020-03-02,"65-79",6,25,"WA"
2020-03-03,"65-79",4,29,"WA"
2020-03-04,"65-79",5,34,"WA"
2020-03-05,"65-79",4,38,"WA"
2020-03-06,"65-79",5,43,"WA"
2020-03-07,"65-79",5,48,"WA"
2020-03-02,"80+",7,39,"WA"
2020-03-03,"80+",5,44,"WA"
2020-03-04,"80+",6,50,"WA"
2020-03-05,"80+",5,55,"WA"
2020-03-06,"80+",5,60,"WA"
2020-03-07,"80+",6,66,"WA"
2020-03-08,"0-19",0,0,"WA"
2020-03-08,"20-34",0,0,"WA"
2020-03-08,"35-49",2,4,"WA"
2020-03-08,"50-64",1,15,"WA"
2020-03-08,"65-79",6,54,"WA"
2020-03-08,"80+",6,72,"WA"
2020-03-09,"0-19",0,0,"WA"
2020-03-10,"0-19",0,0,"WA"
2020-03-11,"0-19",0,0,"WA"
2020-03-12,"0-19",0,0,"WA"
2020-03-13,"0-19",0,0,"WA"
2020-03-14,"0-19",0,0,"WA"
2020-03-09,"20-34",0,0,"WA"
2020-03-10,"20-34",0,0,"WA"
2020-03-11,"20-34",0,0,"WA"
2020-03-12,"20-34",0,0,"WA"
2020-03-13,"20-34",0,0,"WA"
2020-03-14,"20-34",0,0,"WA"
2020-03-09,"35-49",0,4,"WA"
2020-03-10,"35-49",0,4,"WA"
2020-03-11,"35-49",0,4,"WA"
2020-03-12,"35-49",0,4,"WA"
2020-03-13,"35-49",0,4,"WA"
2020-03-14,"35-49",0,4,"WA"
2020-03-09,"50-64",1,16,"WA"
2020-03-10,"50-64",1,17,"WA"
2020-03-11,"50-64",2,19,"WA"
2020-03-12,"50-64",1,20,"WA"
2020-03-13,"50-64",2,22,"WA"
2020-03-14,"50-64",1,23,"WA"
2020-03-09,"65-79",4,58,"WA"
2020-03-10,"65-79",5,63,"WA"
2020-03-11,"65-79",6,69,"WA"
2020-03-12,"65-79",5,74,"WA"
2020-03-13,"65-79",6,80,"WA"
2020-03-14,"65-79",4,84,"WA"
2020-03-09,"80+",11,83,"WA"
2020-03-10,"80+",12,95,"WA"
2020-03-11,"80+",13,108,"WA"
2020-03-12,"80+",11,119,"WA"
2020-03-13,"80+",13,132,"WA"
2020-03-14,"80+",10,142,"WA"
2020-03-15,"0-19",0,0,"WA"
2020-03-15,"20-34",0,0,"WA"
2020-03-15,"35-49",4,8,"WA"
2020-03-15,"50-64",6,29,"WA"
2020-03-15,"65-79",7,91,"WA"
2020-03-15,"80+",5,147,"WA"
2020-03-16,"0-19",0,0,"WA"
2020-03-17,"0-19",0,0,"WA"
2020-03-18,"0-19",0,0,"WA"
2020-03-19,"0-19",0,0,"WA"
2020-03-20,"0-19",0,0,"WA"
2020-03-21,"0-19",0,0,"WA"
2020-03-16,"20-34",0,0,"WA"
2020-03-17,"20-34",0,0,"WA"
2020-03-18,"20-34",0,0,"WA"
2020-03-19,"20-34",0,0,"WA"
2020-03-20,"20-34",0,0,"WA"
2020-03-21,"20-34",0,0,"WA"
2020-03-16,"35-49",0,8,"WA"
2020-03-17,"35-49",0,8,"WA"
2020-03-18,"35-49",0,8,"WA"
2020-03-19,"35-49",1,9,"WA"
2020-03-20,"35-49",0,9,"WA"
2020-03-21,"35-49",0,9,"WA"
2020-03-16,"50-64",3,32,"WA"
2020-03-17,"50-64",3,35,"WA"
2020-03-18,"50-64",2,37,"WA"
2020-03-19,"50-64",4,41,"WA"
2020-03-20,"50-64",3,44,"WA"
2020-03-21,"50-64",3,47,"WA"
2020-03-16,"65-79",9,100,"WA"
2020-03-17,"65-79",8,108,"WA"
2020-03-18,"65-79",6,114,"WA"
2020-03-19,"65-79",12,126,"WA"
2020-03-20,"65-79",9,135,"WA"
2020-03-21,"65-79",10,145,"WA"
2020-03-16,"80+",14,161,"WA"
2020-03-17,"80+",14,175,"WA"
2020-03-18,"80+",10,185,"WA"
2020-03-19,"80+",20,205,"WA"
2020-03-20,"80+",15,220,"WA"
2020-03-21,"80+",16,236,"WA"
2020-03-22,"0-19",0,0,"WA"
2020-03-22,"20-34",1,1,"WA"
2020-03-22,"35-49",4,13,"WA"
2020-03-22,"50-64",4,51,"WA"
2020-03-22,"65-79",8,153,"WA"
2020-03-22,"80+",13,249,"WA"
2020-03-23,"0-19",0,0,"WA"
2020-03-24,"0-19",0,0,"WA"
2020-03-25,"0-19",0,0,"WA"
2020-03-26,"0-19",0,0,"WA"
2020-03-27,"0-19",0,0,"WA"
2020-03-28,"0-19",0,0,"WA"
2020-03-23,"20-34",0,1,"WA"
2020-03-24,"20-34",0,1,"WA"
2020-03-25,"20-34",0,1,"WA"
2020-03-26,"20-34",0,1,"WA"
2020-03-27,"20-34",0,1,"WA"
2020-03-28,"20-34",0,1,"WA"
2020-03-23,"35-49",0,13,"WA"
2020-03-24,"35-49",0,13,"WA"
2020-03-25,"35-49",0,13,"WA"
2020-03-26,"35-49",0,13,"WA"
2020-03-27,"35-49",0,13,"WA"
2020-03-28,"35-49",1,14,"WA"
2020-03-23,"50-64",2,53,"WA"
2020-03-24,"50-64",2,55,"WA"
2020-03-25,"50-64",3,58,"WA"
2020-03-26,"50-64",3,61,"WA"
2020-03-27,"50-64",2,63,"WA"
2020-03-28,"50-64",4,67,"WA"
2020-03-23,"65-79",6,159,"WA"
2020-03-24,"65-79",4,163,"WA"
2020-03-25,"65-79",8,171,"WA"
2020-03-26,"65-79",8,179,"WA"
2020-03-27,"65-79",4,183,"WA"
2020-03-28,"65-79",12,195,"WA"
2020-03-23,"80+",11,260,"WA"
2020-03-24,"80+",9,269,"WA"
2020-03-25,"80+",14,283,"WA"
2020-03-26,"80+",14,297,"WA"
2020-03-27,"80+",9,306,"WA"
2020-03-28,"80+",22,328,"WA"
2020-03-29,"0-19",0,0,"WA"
2020-03-29,"20-34",0,1,"WA"
2020-03-29,"35-49",2,16,"WA"
2020-03-29,"50-64",5,72,"WA"
2020-03-29,"65-79",13,208,"WA"
2020-03-29,"80+",18,346,"WA"
2020-03-30,"0-19",0,0,"WA"
2020-03-31,"0-19",0,0,"WA"
2020-04-01,"0-19",0,0,"WA"
2020-04-02,"0-19",0,0,"WA"
2020-04-03,"0-19",0,0,"WA"
2020-04-04,"0-19",0,0,"WA"
2020-03-30,"20-34",0,1,"WA"
2020-03-31,"20-34",0,1,"WA"
2020-04-01,"20-34",0,1,"WA"
2020-04-02,"20-34",0,1,"WA"
2020-04-03,"20-34",0,1,"WA"
2020-04-04,"20-34",0,1,"WA"
2020-03-30,"35-49",0,16,"WA"
2020-03-31,"35-49",0,16,"WA"
2020-04-01,"35-49",0,16,"WA"
2020-04-02,"35-49",0,16,"WA"
2020-04-03,"35-49",0,16,"WA"
2020-04-04,"35-49",0,16,"WA"
2020-03-30,"50-64",1,73,"WA"
2020-03-31,"50-64",2,75,"WA"
2020-04-01,"50-64",9,84,"WA"
2020-04-02,"50-64",3,87,"WA"
2020-04-03,"50-64",3,90,"WA"
2020-04-04,"50-64",3,93,"WA"
2020-03-30,"65-79",1,209,"WA"
2020-03-31,"65-79",4,213,"WA"
2020-04-01,"65-79",18,231,"WA"
2020-04-02,"65-79",6,237,"WA"
2020-04-03,"65-79",6,243,"WA"
2020-04-04,"65-79",6,249,"WA"
2020-03-30,"80+",2,348,"WA"
2020-03-31,"80+",6,354,"WA"
2020-04-01,"80+",28,382,"WA"
2020-04-02,"80+",9,391,"WA"
2020-04-03,"80+",9,400,"WA"
2020-04-04,"80+",9,409,"WA"
2020-04-05,"0-19",0,0,"WA"
2020-04-05,"20-34",0,1,"WA"
2020-04-05,"35-49",2,18,"WA"
2020-04-05,"50-64",0,93,"WA"
2020-04-05,"65-79",1,250,"WA"
2020-04-05,"80+",5,414,"WA"
2020-04-06,"0-19",0,0,"WA"
2020-04-07,"0-19",0,0,"WA"
2020-04-08,"0-19",0,0,"WA"
2020-04-09,"0-19",0,0,"WA"
2020-04-10,"0-19",0,0,"WA"
2020-04-11,"0-19",0,0,"WA"
2020-04-06,"20-34",0,1,"WA"
2020-04-07,"20-34",0,1,"WA"
2020-04-08,"20-34",0,1,"WA"
2020-04-09,"20-34",0,1,"WA"
2020-04-10,"20-34",0,1,"WA"
2020-04-11,"20-34",0,1,"WA"
2020-04-06,"35-49",1,19,"WA"
2020-04-07,"35-49",1,20,"WA"
2020-04-08,"35-49",0,20,"WA"
2020-04-09,"35-49",0,20,"WA"
2020-04-10,"35-49",0,20,"WA"
2020-04-11,"35-49",1,21,"WA"
2020-04-06,"50-64",3,96,"WA"
2020-04-07,"50-64",3,99,"WA"
2020-04-08,"50-64",2,101,"WA"
2020-04-09,"50-64",2,103,"WA"
2020-04-10,"50-64",2,105,"WA"
2020-04-11,"50-64",3,108,"WA"
2020-04-06,"65-79",9,259,"WA"
2020-04-07,"65-79",9,268,"WA"
2020-04-08,"65-79",6,274,"WA"
2020-04-09,"65-79",7,281,"WA"
2020-04-10,"65-79",6,287,"WA"
2020-04-11,"65-79",8,295,"WA"
2020-04-06,"80+",10,424,"WA"
2020-04-07,"80+",10,434,"WA"
2020-04-08,"80+",6,440,"WA"
2020-04-09,"80+",7,447,"WA"
2020-04-10,"80+",7,454,"WA"
2020-04-11,"80+",9,463,"WA"
2020-04-12,"0-19",0,0,"WA"
2020-04-12,"20-34",1,2,"WA"
2020-04-12,"35-49",2,23,"WA"
2020-04-12,"50-64",1,109,"WA"
2020-04-12,"65-79",8,303,"WA"
2020-04-12,"80+",2,465,"WA"
2020-04-13,"0-19",0,0,"WA"
2020-04-14,"0-19",0,0,"WA"
2020-04-15,"0-19",0,0,"WA"
2020-04-16,"0-19",0,0,"WA"
2020-04-17,"0-19",0,0,"WA"
2020-04-18,"0-19",0,0,"WA"
2020-04-13,"20-34",0,2,"WA"
2020-04-14,"20-34",0,2,"WA"
2020-04-15,"20-34",0,2,"WA"
2020-04-16,"20-34",0,2,"WA"
2020-04-17,"20-34",0,2,"WA"
2020-04-18,"20-34",0,2,"WA"
2020-04-13,"35-49",0,23,"WA"
2020-04-14,"35-49",0,23,"WA"
2020-04-15,"35-49",0,23,"WA"
2020-04-16,"35-49",1,24,"WA"
2020-04-17,"35-49",0,24,"WA"
2020-04-18,"35-49",0,24,"WA"
2020-04-13,"50-64",1,110,"WA"
2020-04-14,"50-64",1,111,"WA"
2020-04-15,"50-64",0,111,"WA"
2020-04-16,"50-64",1,112,"WA"
2020-04-17,"50-64",1,113,"WA"
2020-04-18,"50-64",1,114,"WA"
2020-04-13,"65-79",5,308,"WA"
2020-04-14,"65-79",4,312,"WA"
2020-04-15,"65-79",2,314,"WA"
2020-04-16,"65-79",5,319,"WA"
2020-04-17,"65-79",4,323,"WA"
2020-04-18,"65-79",4,327,"WA"
2020-04-13,"80+",8,473,"WA"
2020-04-14,"80+",7,480,"WA"
2020-04-15,"80+",4,484,"WA"
2020-04-16,"80+",9,493,"WA"
2020-04-17,"80+",8,501,"WA"
2020-04-18,"80+",7,508,"WA"
2020-04-19,"0-19",0,0,"WA"
2020-04-19,"20-34",1,3,"WA"
2020-04-19,"35-49",1,25,"WA"
2020-04-19,"50-64",5,119,"WA"
2020-04-19,"65-79",5,332,"WA"
2020-04-19,"80+",3,511,"WA"
2020-04-20,"0-19",0,0,"WA"
2020-04-21,"0-19",0,0,"WA"
2020-04-22,"0-19",0,0,"WA"
2020-04-23,"0-19",0,0,"WA"
2020-04-24,"0-19",0,0,"WA"
2020-04-25,"0-19",0,0,"WA"
2020-04-20,"20-34",0,3,"WA"
2020-04-21,"20-34",0,3,"WA"
2020-04-22,"20-34",0,3,"WA"
2020-04-23,"20-34",0,3,"WA"
2020-04-24,"20-34",0,3,"WA"
2020-04-25,"20-34",0,3,"WA"
2020-04-20,"35-49",0,25,"WA"
2020-04-21,"35-49",0,25,"WA"
2020-04-22,"35-49",0,25,"WA"
2020-04-23,"35-49",0,25,"WA"
2020-04-24,"35-49",0,25,"WA"
2020-04-25,"35-49",0,25,"WA"
2020-04-20,"50-64",1,120,"WA"
2020-04-21,"50-64",1,121,"WA"
2020-04-22,"50-64",0,121,"WA"
2020-04-23,"50-64",1,122,"WA"
2020-04-24,"50-64",1,123,"WA"
2020-04-25,"50-64",1,124,"WA"
2020-04-20,"65-79",6,338,"WA"
2020-04-21,"65-79",5,343,"WA"
2020-04-22,"65-79",3,346,"WA"
2020-04-23,"65-79",4,350,"WA"
2020-04-24,"65-79",5,355,"WA"
2020-04-25,"65-79",6,361,"WA"
2020-04-20,"80+",10,521,"WA"
2020-04-21,"80+",8,529,"WA"
2020-04-22,"80+",5,534,"WA"
2020-04-23,"80+",7,541,"WA"
2020-04-24,"80+",8,549,"WA"
2020-04-25,"80+",9,558,"WA"
2020-04-26,"0-19",0,0,"WA"
2020-04-26,"20-34",1,4,"WA"
2020-04-26,"35-49",1,26,"WA"
2020-04-26,"50-64",3,127,"WA"
2020-04-26,"65-79",2,363,"WA"
2020-04-26,"80+",1,559,"WA"
2020-04-27,"0-19",0,0,"WA"
2020-04-28,"0-19",0,0,"WA"
2020-04-29,"0-19",0,0,"WA"
2020-04-30,"0-19",0,0,"WA"
2020-05-01,"0-19",0,0,"WA"
2020-05-02,"0-19",0,0,"WA"
2020-04-27,"20-34",0,4,"WA"
2020-04-28,"20-34",0,4,"WA"
2020-04-29,"20-34",0,4,"WA"
2020-04-30,"20-34",0,4,"WA"
2020-05-01,"20-34",0,4,"WA"
2020-05-02,"20-34",0,4,"WA"
2020-04-27,"35-49",0,26,"WA"
2020-04-28,"35-49",0,26,"WA"
2020-04-29,"35-49",0,26,"WA"
2020-04-30,"35-49",0,26,"WA"
2020-05-01,"35-49",0,26,"WA"
2020-05-02,"35-49",0,26,"WA"
2020-04-27,"50-64",1,128,"WA"
2020-04-28,"50-64",1,129,"WA"
2020-04-29,"50-64",1,130,"WA"
2020-04-30,"50-64",1,131,"WA"
2020-05-01,"50-64",2,133,"WA"
2020-05-02,"50-64",1,134,"WA"
2020-04-27,"65-79",2,365,"WA"
2020-04-28,"65-79",2,367,"WA"
2020-04-29,"65-79",2,369,"WA"
2020-04-30,"65-79",2,371,"WA"
2020-05-01,"65-79",3,374,"WA"
2020-05-02,"65-79",2,376,"WA"
2020-04-27,"80+",6,565,"WA"
2020-04-28,"80+",5,570,"WA"
2020-04-29,"80+",4,574,"WA"
2020-04-30,"80+",4,578,"WA"
2020-05-01,"80+",7,585,"WA"
2020-05-02,"80+",6,591,"WA"
2020-05-03,"0-19",0,0,"WA"
2020-05-03,"20-34",2,6,"WA"
2020-05-03,"35-49",2,28,"WA"
2020-05-03,"50-64",1,135,"WA"
2020-05-03,"65-79",3,379,"WA"
2020-05-03,"80+",2,593,"WA"
2020-05-04,"0-19",0,0,"WA"
2020-05-05,"0-19",0,0,"WA"
2020-05-06,"0-19",0,0,"WA"
2020-05-07,"0-19",0,0,"WA"
2020-05-08,"0-19",0,0,"WA"
2020-05-09,"0-19",0,0,"WA"
2020-05-04,"20-34",0,6,"WA"
2020-05-05,"20-34",0,6,"WA"
2020-05-06,"20-34",0,6,"WA"
2020-05-07,"20-34",0,6,"WA"
2020-05-08,"20-34",0,6,"WA"
2020-05-09,"20-34",0,6,"WA"
2020-05-04,"35-49",0,28,"WA"
2020-05-05,"35-49",0,28,"WA"
2020-05-06,"35-49",0,28,"WA"
2020-05-07,"35-49",0,28,"WA"
2020-05-08,"35-49",0,28,"WA"
2020-05-09,"35-49",0,28,"WA"
2020-05-04,"50-64",0,135,"WA"
2020-05-05,"50-64",1,136,"WA"
2020-05-06,"50-64",1,137,"WA"
2020-05-07,"50-64",1,138,"WA"
2020-05-08,"50-64",1,139,"WA"
2020-05-09,"50-64",0,139,"WA"
2020-05-04,"65-79",2,381,"WA"
2020-05-05,"65-79",2,383,"WA"
2020-05-06,"65-79",2,385,"WA"
2020-05-07,"65-79",2,387,"WA"
2020-05-08,"65-79",2,389,"WA"
2020-05-09,"65-79",2,391,"WA"
2020-05-04,"80+",3,596,"WA"
2020-05-05,"80+",4,600,"WA"
2020-05-06,"80+",4,604,"WA"
2020-05-07,"80+",4,608,"WA"
2020-05-08,"80+",5,613,"WA"
2020-05-09,"80+",3,616,"WA"
2020-05-10,"0-19",0,0,"WA"
2020-05-10,"20-34",0,6,"WA"
2020-05-10,"35-49",2,30,"WA"
2020-05-10,"50-64",4,143,"WA"
2020-05-10,"65-79",2,393,"WA"
2020-05-10,"80+",3,619,"WA"
2020-05-11,"0-19",0,0,"WA"
2020-05-12,"0-19",0,0,"WA"
2020-05-13,"0-19",0,0,"WA"
2020-05-14,"0-19",0,0,"WA"
2020-05-15,"0-19",0,0,"WA"
2020-05-16,"0-19",0,0,"WA"
2020-05-11,"20-34",0,6,"WA"
2020-05-12,"20-34",0,6,"WA"
2020-05-13,"20-34",0,6,"WA"
2020-05-14,"20-34",0,6,"WA"
2020-05-15,"20-34",0,6,"WA"
2020-05-16,"20-34",0,6,"WA"
2020-05-11,"35-49",0,30,"WA"
2020-05-12,"35-49",0,30,"WA"
2020-05-13,"35-49",0,30,"WA"
2020-05-14,"35-49",0,30,"WA"
2020-05-15,"35-49",0,30,"WA"
2020-05-16,"35-49",0,30,"WA"
2020-05-11,"50-64",1,144,"WA"
2020-05-12,"50-64",2,146,"WA"
2020-05-13,"50-64",1,147,"WA"
2020-05-14,"50-64",1,148,"WA"
2020-05-15,"50-64",1,149,"WA"
2020-05-16,"50-64",1,150,"WA"
2020-05-11,"65-79",0,393,"WA"
2020-05-12,"65-79",2,395,"WA"
2020-05-13,"65-79",0,395,"WA"
2020-05-14,"65-79",1,396,"WA"
2020-05-15,"65-79",1,397,"WA"
2020-05-16,"65-79",1,398,"WA"
2020-05-11,"80+",1,620,"WA"
2020-05-12,"80+",4,624,"WA"
2020-05-13,"80+",1,625,"WA"
2020-05-14,"80+",2,627,"WA"
2020-05-15,"80+",3,630,"WA"
2020-05-16,"80+",2,632,"WA"
2020-05-17,"0-19",0,0,"WA"
2020-05-17,"20-34",1,7,"WA"
2020-05-17,"35-49",1,31,"WA"
2020-05-17,"50-64",0,150,"WA"
2020-05-17,"65-79",4,402,"WA"
2020-05-17,"80+",4,636,"WA"
2020-05-18,"0-19",0,0,"WA"
2020-05-19,"0-19",0,0,"WA"
2020-05-20,"0-19",0,0,"WA"
2020-05-21,"0-19",0,0,"WA"
2020-05-22,"0-19",0,0,"WA"
2020-05-23,"0-19",0,0,"WA"
2020-05-18,"20-34",0,7,"WA"
2020-05-19,"20-34",0,7,"WA"
2020-05-20,"20-34",0,7,"WA"
2020-05-21,"20-34",0,7,"WA"
2020-05-22,"20-34",0,7,"WA"
2020-05-23,"20-34",0,7,"WA"
2020-05-18,"35-49",0,31,"WA"
2020-05-19,"35-49",0,31,"WA"
2020-05-20,"35-49",0,31,"WA"
2020-05-21,"35-49",0,31,"WA"
2020-05-22,"35-49",0,31,"WA"
2020-05-23,"35-49",0,31,"WA"
2020-05-18,"50-64",1,151,"WA"
2020-05-19,"50-64",1,152,"WA"
2020-05-20,"50-64",0,152,"WA"
2020-05-21,"50-64",1,153,"WA"
2020-05-22,"50-64",1,154,"WA"
2020-05-23,"50-64",1,155,"WA"
2020-05-18,"65-79",1,403,"WA"
2020-05-19,"65-79",1,404,"WA"
2020-05-20,"65-79",0,404,"WA"
2020-05-21,"65-79",2,406,"WA"
2020-05-22,"65-79",1,407,"WA"
2020-05-23,"65-79",2,409,"WA"
2020-05-18,"80+",2,638,"WA"
2020-05-19,"80+",2,640,"WA"
2020-05-20,"80+",1,641,"WA"
2020-05-21,"80+",3,644,"WA"
2020-05-22,"80+",2,646,"WA"
2020-05-23,"80+",3,649,"WA"
2020-05-24,"0-19",0,0,"WA"
2020-05-24,"20-34",0,7,"WA"
2020-05-24,"35-49",2,33,"WA"
2020-05-24,"50-64",4,159,"WA"
2020-05-24,"65-79",4,413,"WA"
2020-05-24,"80+",2,651,"WA"
2020-05-25,"0-19",0,0,"WA"
2020-05-26,"0-19",0,0,"WA"
2020-05-27,"0-19",0,0,"WA"
2020-05-28,"0-19",0,0,"WA"
2020-05-29,"0-19",0,0,"WA"
2020-05-30,"0-19",0,0,"WA"
2020-05-25,"20-34",0,7,"WA"
2020-05-26,"20-34",0,7,"WA"
2020-05-27,"20-34",0,7,"WA"
2020-05-28,"20-34",0,7,"WA"
2020-05-29,"20-34",0,7,"WA"
2020-05-30,"20-34",0,7,"WA"
2020-05-25,"35-49",0,33,"WA"
2020-05-26,"35-49",0,33,"WA"
2020-05-27,"35-49",0,33,"WA"
2020-05-28,"35-49",0,33,"WA"
2020-05-29,"35-49",0,33,"WA"
2020-05-30,"35-49",0,33,"WA"
2020-05-25,"50-64",0,159,"WA"
2020-05-26,"50-64",1,160,"WA"
2020-05-27,"50-64",1,161,"WA"
2020-05-28,"50-64",0,161,"WA"
2020-05-29,"50-64",1,162,"WA"
2020-05-30,"50-64",0,162,"WA"
2020-05-25,"65-79",1,414,"WA"
2020-05-26,"65-79",2,416,"WA"
2020-05-27,"65-79",4,420,"WA"
2020-05-28,"65-79",1,421,"WA"
2020-05-29,"65-79",2,423,"WA"
2020-05-30,"65-79",1,424,"WA"
2020-05-25,"80+",1,652,"WA"
2020-05-26,"80+",2,654,"WA"
2020-05-27,"80+",4,658,"WA"
2020-05-28,"80+",1,659,"WA"
2020-05-29,"80+",2,661,"WA"
2020-05-30,"80+",0,661,"WA"
2020-05-31,"0-19",0,0,"WA"
2020-05-31,"20-34",1,8,"WA"
2020-05-31,"35-49",2,35,"WA"
2020-05-31,"50-64",3,165,"WA"
2020-05-31,"65-79",5,429,"WA"
2020-05-31,"80+",2,663,"WA"
2020-06-01,"0-19",0,0,"WA"
2020-06-02,"0-19",0,0,"WA"
2020-06-03,"0-19",0,0,"WA"
2020-06-04,"0-19",0,0,"WA"
2020-06-05,"0-19",0,0,"WA"
2020-06-06,"0-19",0,0,"WA"
2020-06-01,"20-34",0,8,"WA"
2020-06-02,"20-34",0,8,"WA"
2020-06-03,"20-34",0,8,"WA"
2020-06-04,"20-34",0,8,"WA"
2020-06-05,"20-34",0,8,"WA"
2020-06-06,"20-34",0,8,"WA"
2020-06-01,"35-49",0,35,"WA"
2020-06-02,"35-49",0,35,"WA"
2020-06-03,"35-49",0,35,"WA"
2020-06-04,"35-49",0,35,"WA"
2020-06-05,"35-49",0,35,"WA"
2020-06-06,"35-49",0,35,"WA"
2020-06-01,"50-64",0,165,"WA"
2020-06-02,"50-64",0,165,"WA"
2020-06-03,"50-64",0,165,"WA"
2020-06-04,"50-64",0,165,"WA"
2020-06-05,"50-64",0,165,"WA"
2020-06-06,"50-64",0,165,"WA"
2020-06-01,"65-79",2,431,"WA"
2020-06-02,"65-79",2,433,"WA"
2020-06-03,"65-79",2,435,"WA"
2020-06-04,"65-79",4,439,"WA"
2020-06-05,"65-79",2,441,"WA"
2020-06-06,"65-79",1,442,"WA"
2020-06-01,"80+",3,666,"WA"
2020-06-02,"80+",3,669,"WA"
2020-06-03,"80+",3,672,"WA"
2020-06-04,"80+",6,678,"WA"
2020-06-05,"80+",3,681,"WA"
2020-06-06,"80+",2,683,"WA"
2020-06-07,"0-19",0,0,"WA"
2020-06-07,"20-34",0,8,"WA"
2020-06-07,"35-49",4,39,"WA"
2020-06-07,"50-64",5,170,"WA"
2020-06-07,"65-79",2,444,"WA"
2020-06-07,"80+",4,687,"WA"
2020-06-08,"0-19",0,0,"WA"
2020-06-09,"0-19",0,0,"WA"
2020-06-10,"0-19",0,0,"WA"
2020-06-11,"0-19",0,0,"WA"
2020-06-12,"0-19",0,0,"WA"
2020-06-13,"0-19",0,0,"WA"
2020-06-08,"20-34",0,8,"WA"
2020-06-09,"20-34",0,8,"WA"
2020-06-10,"20-34",0,8,"WA"
2020-06-11,"20-34",0,8,"WA"
2020-06-12,"20-34",0,8,"WA"
2020-06-13,"20-34",0,8,"WA"
2020-06-08,"35-49",0,39,"WA"
2020-06-09,"35-49",0,39,"WA"
2020-06-10,"35-49",0,39,"WA"
2020-06-11,"35-49",0,39,"WA"
2020-06-12,"35-49",0,39,"WA"
2020-06-13,"35-49",0,39,"WA"
2020-06-08,"50-64",1,171,"WA"
2020-06-09,"50-64",1,172,"WA"
2020-06-10,"50-64",0,172,"WA"
2020-06-11,"50-64",1,173,"WA"
2020-06-12,"50-64",1,174,"WA"
2020-06-13,"50-64",0,174,"WA"
2020-06-08,"65-79",3,447,"WA"
2020-06-09,"65-79",2,449,"WA"
2020-06-10,"65-79",0,449,"WA"
2020-06-11,"65-79",4,453,"WA"
2020-06-12,"65-79",2,455,"WA"
2020-06-13,"65-79",1,456,"WA"
2020-06-08,"80+",5,692,"WA"
2020-06-09,"80+",3,695,"WA"
2020-06-10,"80+",1,696,"WA"
