"age","date","cum.deaths","daily.deaths","code"
"25-34",2020-05-12,0,0,"AL"
"65-74",2020-05-13,74,1,"AL"
"75-84",2020-05-13,73,3,"AL"
"5-14",2020-05-13,0,0,"AL"
"35-44",2020-05-13,0,0,"AL"
"85+",2020-05-13,56,2,"AL"
"1-4",2020-05-13,0,0,"AL"
"55-64",2020-05-13,37,1,"AL"
"45-54",2020-05-13,15,0,"AL"
"0-1",2020-05-13,0,0,"AL"
"15-24",2020-05-13,0,0,"AL"
"25-34",2020-05-13,0,0,"AL"
"65-74",2020-05-14,77,3,"AL"
"65-74",2020-05-15,80,3,"AL"
"65-74",2020-05-16,83,3,"AL"
"65-74",2020-05-17,86,4,"AL"
"65-74",2020-05-18,89,4,"AL"
"65-74",2020-05-19,92,4,"AL"
"75-84",2020-05-14,77,4,"AL"
"75-84",2020-05-15,81,4,"AL"
"75-84",2020-05-16,85,5,"AL"
"75-84",2020-05-17,89,5,"AL"
"75-84",2020-05-18,93,5,"AL"
"75-84",2020-05-19,97,5,"AL"
"5-14",2020-05-14,0,0,"AL"
"5-14",2020-05-15,0,0,"AL"
"5-14",2020-05-16,0,0,"AL"
"5-14",2020-05-17,0,0,"AL"
"5-14",2020-05-18,0,0,"AL"
"5-14",2020-05-19,0,0,"AL"
"35-44",2020-05-14,0,0,"AL"
"35-44",2020-05-15,0,0,"AL"
"35-44",2020-05-16,0,0,"AL"
"35-44",2020-05-17,0,0,"AL"
"35-44",2020-05-18,0,0,"AL"
"35-44",2020-05-19,0,0,"AL"
"85+",2020-05-14,61,5,"AL"
"85+",2020-05-15,66,5,"AL"
"85+",2020-05-16,71,5,"AL"
"85+",2020-05-17,76,5,"AL"
"85+",2020-05-18,81,5,"AL"
"85+",2020-05-19,86,5,"AL"
"1-4",2020-05-14,0,0,"AL"
"1-4",2020-05-15,0,0,"AL"
"1-4",2020-05-16,0,0,"AL"
"1-4",2020-05-17,0,0,"AL"
"1-4",2020-05-18,0,0,"AL"
"1-4",2020-05-19,0,0,"AL"
"55-64",2020-05-14,38,1,"AL"
"55-64",2020-05-15,39,2,"AL"
"55-64",2020-05-16,40,2,"AL"
"55-64",2020-05-17,41,2,"AL"
"55-64",2020-05-18,42,2,"AL"
"55-64",2020-05-19,43,2,"AL"
"45-54",2020-05-14,15,1,"AL"
"45-54",2020-05-15,15,1,"AL"
"45-54",2020-05-16,15,1,"AL"
"45-54",2020-05-17,15,1,"AL"
"45-54",2020-05-18,15,1,"AL"
"45-54",2020-05-19,15,1,"AL"
"0-1",2020-05-14,0,0,"AL"
"0-1",2020-05-15,0,0,"AL"
"0-1",2020-05-16,0,0,"AL"
"0-1",2020-05-17,0,0,"AL"
"0-1",2020-05-18,0,0,"AL"
"0-1",2020-05-19,0,0,"AL"
"15-24",2020-05-14,0,0,"AL"
"15-24",2020-05-15,0,0,"AL"
"15-24",2020-05-16,0,0,"AL"
"15-24",2020-05-17,0,0,"AL"
"15-24",2020-05-18,0,0,"AL"
"15-24",2020-05-19,0,0,"AL"
"25-34",2020-05-14,0,0,"AL"
"25-34",2020-05-15,0,0,"AL"
"25-34",2020-05-16,0,0,"AL"
"25-34",2020-05-17,0,0,"AL"
"25-34",2020-05-18,0,0,"AL"
"25-34",2020-05-19,0,0,"AL"
"65-74",2020-05-20,98,3,"AL"
"75-84",2020-05-20,105,4,"AL"
"5-14",2020-05-20,0,0,"AL"
"35-44",2020-05-20,0,0,"AL"
"85+",2020-05-20,91,5,"AL"
"1-4",2020-05-20,0,0,"AL"
"55-64",2020-05-20,49,1,"AL"
"45-54",2020-05-20,21,0,"AL"
"0-1",2020-05-20,0,0,"AL"
"15-24",2020-05-20,0,0,"AL"
"25-34",2020-05-20,0,0,"AL"
"65-74",2020-05-21,101,3,"AL"
"65-74",2020-05-22,104,4,"AL"
"65-74",2020-05-23,107,4,"AL"
"65-74",2020-05-24,110,4,"AL"
"65-74",2020-05-25,113,4,"AL"
"65-74",2020-05-26,116,4,"AL"
"65-74",2020-05-27,119,4,"AL"
"75-84",2020-05-21,108,3,"AL"
"75-84",2020-05-22,111,3,"AL"
"75-84",2020-05-23,114,3,"AL"
"75-84",2020-05-24,117,3,"AL"
"75-84",2020-05-25,120,3,"AL"
"75-84",2020-05-26,123,4,"AL"
"75-84",2020-05-27,126,4,"AL"
"5-14",2020-05-21,0,0,"AL"
"5-14",2020-05-22,0,0,"AL"
"5-14",2020-05-23,0,0,"AL"
"5-14",2020-05-24,0,0,"AL"
"5-14",2020-05-25,0,0,"AL"
"5-14",2020-05-26,0,0,"AL"
"5-14",2020-05-27,0,0,"AL"
"35-44",2020-05-21,0,0,"AL"
"35-44",2020-05-22,0,0,"AL"
"35-44",2020-05-23,0,0,"AL"
"35-44",2020-05-24,0,0,"AL"
"35-44",2020-05-25,0,0,"AL"
"35-44",2020-05-26,0,0,"AL"
"35-44",2020-05-27,0,0,"AL"
"85+",2020-05-21,95,4,"AL"
"85+",2020-05-22,99,5,"AL"
"85+",2020-05-23,103,5,"AL"
"85+",2020-05-24,107,5,"AL"
"85+",2020-05-25,111,5,"AL"
"85+",2020-05-26,115,5,"AL"
"85+",2020-05-27,119,5,"AL"
"1-4",2020-05-21,0,0,"AL"
"1-4",2020-05-22,0,0,"AL"
"1-4",2020-05-23,0,0,"AL"
"1-4",2020-05-24,0,0,"AL"
"1-4",2020-05-25,0,0,"AL"
"1-4",2020-05-26,0,0,"AL"
"1-4",2020-05-27,0,0,"AL"
"55-64",2020-05-21,51,2,"AL"
"55-64",2020-05-22,53,2,"AL"
"55-64",2020-05-23,55,3,"AL"
"55-64",2020-05-24,57,3,"AL"
"55-64",2020-05-25,59,3,"AL"
"55-64",2020-05-26,61,3,"AL"
"55-64",2020-05-27,63,3,"AL"
"45-54",2020-05-21,22,1,"AL"
"45-54",2020-05-22,23,2,"AL"
"45-54",2020-05-23,24,2,"AL"
"45-54",2020-05-24,25,2,"AL"
"45-54",2020-05-25,26,2,"AL"
"45-54",2020-05-26,27,2,"AL"
"45-54",2020-05-27,28,2,"AL"
"0-1",2020-05-21,0,0,"AL"
"0-1",2020-05-22,0,0,"AL"
"0-1",2020-05-23,0,0,"AL"
"0-1",2020-05-24,0,0,"AL"
"0-1",2020-05-25,0,0,"AL"
"0-1",2020-05-26,0,0,"AL"
"0-1",2020-05-27,0,0,"AL"
"15-24",2020-05-21,0,0,"AL"
"15-24",2020-05-22,0,0,"AL"
"15-24",2020-05-23,0,0,"AL"
"15-24",2020-05-24,0,0,"AL"
"15-24",2020-05-25,0,0,"AL"
"15-24",2020-05-26,0,0,"AL"
"15-24",2020-05-27,0,0,"AL"
"25-34",2020-05-21,0,0,"AL"
"25-34",2020-05-22,0,0,"AL"
"25-34",2020-05-23,0,0,"AL"
"25-34",2020-05-24,0,0,"AL"
"25-34",2020-05-25,0,0,"AL"
"25-34",2020-05-26,0,0,"AL"
"25-34",2020-05-27,0,0,"AL"
"65-74",2020-05-28,128,3,"AL"
"75-84",2020-05-28,131,3,"AL"
"5-14",2020-05-28,0,0,"AL"
"35-44",2020-05-28,0,0,"AL"
"85+",2020-05-28,129,4,"AL"
"1-4",2020-05-28,0,0,"AL"
"55-64",2020-05-28,70,2,"AL"
"45-54",2020-05-28,35,1,"AL"
"0-1",2020-05-28,0,0,"AL"
"15-24",2020-05-28,0,0,"AL"
"25-34",2020-05-28,0,0,"AL"
"65-74",2020-05-29,130,2,"AL"
"65-74",2020-05-30,132,2,"AL"
"65-74",2020-05-31,134,3,"AL"
"65-74",2020-06-01,136,3,"AL"
"65-74",2020-06-02,138,3,"AL"
"75-84",2020-05-29,133,2,"AL"
"75-84",2020-05-30,135,3,"AL"
"75-84",2020-05-31,137,3,"AL"
"75-84",2020-06-01,139,3,"AL"
"75-84",2020-06-02,141,3,"AL"
"5-14",2020-05-29,0,0,"AL"
"5-14",2020-05-30,0,0,"AL"
"5-14",2020-05-31,0,0,"AL"
"5-14",2020-06-01,0,0,"AL"
"5-14",2020-06-02,0,0,"AL"
"35-44",2020-05-29,0,0,"AL"
"35-44",2020-05-30,0,0,"AL"
"35-44",2020-05-31,0,0,"AL"
"35-44",2020-06-01,0,0,"AL"
"35-44",2020-06-02,0,0,"AL"
"85+",2020-05-29,132,3,"AL"
"85+",2020-05-30,135,3,"AL"
"85+",2020-05-31,138,3,"AL"
"85+",2020-06-01,141,3,"AL"
"85+",2020-06-02,144,4,"AL"
"1-4",2020-05-29,0,0,"AL"
"1-4",2020-05-30,0,0,"AL"
"1-4",2020-05-31,0,0,"AL"
"1-4",2020-06-01,0,0,"AL"
"1-4",2020-06-02,0,0,"AL"
"55-64",2020-05-29,71,1,"AL"
"55-64",2020-05-30,72,1,"AL"
"55-64",2020-05-31,73,2,"AL"
"55-64",2020-06-01,74,2,"AL"
"55-64",2020-06-02,75,2,"AL"
"45-54",2020-05-29,35,1,"AL"
"45-54",2020-05-30,35,1,"AL"
"45-54",2020-05-31,35,1,"AL"
"45-54",2020-06-01,35,1,"AL"
"45-54",2020-06-02,35,1,"AL"
"0-1",2020-05-29,0,0,"AL"
"0-1",2020-05-30,0,0,"AL"
"0-1",2020-05-31,0,0,"AL"
"0-1",2020-06-01,0,0,"AL"
"0-1",2020-06-02,0,0,"AL"
"15-24",2020-05-29,0,0,"AL"
"15-24",2020-05-30,0,0,"AL"
"15-24",2020-05-31,0,0,"AL"
"15-24",2020-06-01,0,0,"AL"
"15-24",2020-06-02,0,0,"AL"
"25-34",2020-05-29,0,0,"AL"
"25-34",2020-05-30,0,0,"AL"
"25-34",2020-05-31,0,0,"AL"
"25-34",2020-06-01,0,0,"AL"
"25-34",2020-06-02,0,0,"AL"
"65-74",2020-06-03,143,2,"AL"
"75-84",2020-06-03,147,2,"AL"
"5-14",2020-06-03,0,0,"AL"
"35-44",2020-06-03,0,0,"AL"
"85+",2020-06-03,148,3,"AL"
"1-4",2020-06-03,0,0,"AL"
"55-64",2020-06-03,79,1,"AL"
"45-54",2020-06-03,40,0,"AL"
"0-1",2020-06-03,0,0,"AL"
"15-24",2020-06-03,0,0,"AL"
"25-34",2020-06-03,0,0,"AL"
"65-74",2020-06-04,146,3,"AL"
"65-74",2020-06-05,149,3,"AL"
"65-74",2020-06-06,152,3,"AL"
"65-74",2020-06-07,155,3,"AL"
"65-74",2020-06-08,158,3,"AL"
"65-74",2020-06-09,161,3,"AL"
"75-84",2020-06-04,149,2,"AL"
"75-84",2020-06-05,151,2,"AL"
"75-84",2020-06-06,153,2,"AL"
"75-84",2020-06-07,155,3,"AL"
"75-84",2020-06-08,157,3,"AL"
"75-84",2020-06-09,159,3,"AL"
"5-14",2020-06-04,0,0,"AL"
"5-14",2020-06-05,0,0,"AL"
"5-14",2020-06-06,0,0,"AL"
"5-14",2020-06-07,0,0,"AL"
"5-14",2020-06-08,0,0,"AL"
"5-14",2020-06-09,0,0,"AL"
"35-44",2020-06-04,0,0,"AL"
"35-44",2020-06-05,0,0,"AL"
"35-44",2020-06-06,0,0,"AL"
"35-44",2020-06-07,0,0,"AL"
"35-44",2020-06-08,0,0,"AL"
"35-44",2020-06-09,0,0,"AL"
"85+",2020-06-04,152,4,"AL"
"85+",2020-06-05,156,4,"AL"
"85+",2020-06-06,160,4,"AL"
"85+",2020-06-07,164,4,"AL"
"85+",2020-06-08,168,4,"AL"
"85+",2020-06-09,172,4,"AL"
"1-4",2020-06-04,0,0,"AL"
"1-4",2020-06-05,0,0,"AL"
"1-4",2020-06-06,0,0,"AL"
"1-4",2020-06-07,0,0,"AL"
"1-4",2020-06-08,0,0,"AL"
"1-4",2020-06-09,0,0,"AL"
"55-64",2020-06-04,80,1,"AL"
"55-64",2020-06-05,81,1,"AL"
"55-64",2020-06-06,82,2,"AL"
"55-64",2020-06-07,83,2,"AL"
"55-64",2020-06-08,84,2,"AL"
"55-64",2020-06-09,85,2,"AL"
"45-54",2020-06-04,40,0,"AL"
"45-54",2020-06-05,40,0,"AL"
"45-54",2020-06-06,40,1,"AL"
"45-54",2020-06-07,40,1,"AL"
"45-54",2020-06-08,40,1,"AL"
"45-54",2020-06-09,40,1,"AL"
"0-1",2020-06-04,0,0,"AL"
"0-1",2020-06-05,0,0,"AL"
"0-1",2020-06-06,0,0,"AL"
"0-1",2020-06-07,0,0,"AL"
"0-1",2020-06-08,0,0,"AL"
"0-1",2020-06-09,0,0,"AL"
"15-24",2020-06-04,0,0,"AL"
"15-24",2020-06-05,0,0,"AL"
"15-24",2020-06-06,0,0,"AL"
"15-24",2020-06-07,0,0,"AL"
"15-24",2020-06-08,0,0,"AL"
"15-24",2020-06-09,0,0,"AL"
"25-34",2020-06-04,0,0,"AL"
"25-34",2020-06-05,0,0,"AL"
"25-34",2020-06-06,0,0,"AL"
"25-34",2020-06-07,0,0,"AL"
"25-34",2020-06-08,0,0,"AL"
"25-34",2020-06-09,0,0,"AL"
"65-74",2020-06-10,164,3,"AL"
"75-84",2020-06-10,164,2,"AL"
"5-14",2020-06-10,0,0,"AL"
"35-44",2020-06-10,0,0,"AL"
"85+",2020-06-10,176,4,"AL"
"1-4",2020-06-10,0,0,"AL"
"55-64",2020-06-10,90,1,"AL"
"45-54",2020-06-10,44,0,"AL"
"0-1",2020-06-10,0,0,"AL"
"15-24",2020-06-10,0,0,"AL"
"25-34",2020-06-10,0,0,"AL"
"65-74",2020-06-11,167,3,"AL"
"65-74",2020-06-12,170,3,"AL"
"65-74",2020-06-13,173,4,"AL"
"65-74",2020-06-14,176,4,"AL"
"65-74",2020-06-15,179,4,"AL"
"65-74",2020-06-16,182,4,"AL"
"75-84",2020-06-11,167,4,"AL"
"75-84",2020-06-12,170,4,"AL"
"75-84",2020-06-13,173,4,"AL"
"75-84",2020-06-14,176,4,"AL"
"75-84",2020-06-15,179,4,"AL"
"75-84",2020-06-16,182,4,"AL"
"5-14",2020-06-11,0,0,"AL"
"5-14",2020-06-12,0,0,"AL"
"5-14",2020-06-13,0,0,"AL"
"5-14",2020-06-14,0,0,"AL"
"5-14",2020-06-15,0,0,"AL"
"5-14",2020-06-16,0,0,"AL"
"35-44",2020-06-11,0,0,"AL"
"35-44",2020-06-12,0,0,"AL"
"35-44",2020-06-13,0,0,"AL"
"35-44",2020-06-14,0,0,"AL"
"35-44",2020-06-15,0,0,"AL"
"35-44",2020-06-16,0,0,"AL"
"85+",2020-06-11,179,3,"AL"
"85+",2020-06-12,182,3,"AL"
"85+",2020-06-13,185,3,"AL"
"85+",2020-06-14,188,3,"AL"
"85+",2020-06-15,191,3,"AL"
"85+",2020-06-16,194,4,"AL"
"1-4",2020-06-11,0,0,"AL"
"1-4",2020-06-12,0,0,"AL"
"1-4",2020-06-13,0,0,"AL"
"1-4",2020-06-14,0,0,"AL"
"1-4",2020-06-15,0,0,"AL"
"1-4",2020-06-16,0,0,"AL"
"55-64",2020-06-11,91,1,"AL"
"55-64",2020-06-12,92,2,"AL"
"55-64",2020-06-13,93,2,"AL"
"55-64",2020-06-14,94,2,"AL"
"55-64",2020-06-15,95,2,"AL"
"55-64",2020-06-16,96,2,"AL"
"45-54",2020-06-11,45,1,"AL"
"45-54",2020-06-12,46,1,"AL"
"45-54",2020-06-13,47,1,"AL"
"45-54",2020-06-14,48,1,"AL"
"45-54",2020-06-15,49,1,"AL"
"45-54",2020-06-16,50,2,"AL"
"0-1",2020-06-11,0,0,"AL"
"0-1",2020-06-12,0,0,"AL"
"0-1",2020-06-13,0,0,"AL"
"0-1",2020-06-14,0,0,"AL"
"0-1",2020-06-15,0,0,"AL"
"0-1",2020-06-16,0,0,"AL"
"15-24",2020-06-11,0,0,"AL"
"15-24",2020-06-12,0,0,"AL"
"15-24",2020-06-13,0,0,"AL"
"15-24",2020-06-14,0,0,"AL"
"15-24",2020-06-15,0,0,"AL"
"15-24",2020-06-16,0,0,"AL"
"25-34",2020-06-11,0,0,"AL"
"25-34",2020-06-12,0,0,"AL"
"25-34",2020-06-13,0,0,"AL"
"25-34",2020-06-14,0,0,"AL"
"25-34",2020-06-15,0,0,"AL"
"25-34",2020-06-16,0,0,"AL"
"65-74",2020-06-17,189,3,"AL"
"75-84",2020-06-17,191,3,"AL"
"5-14",2020-06-17,0,0,"AL"
"35-44",2020-06-17,0,0,"AL"
"85+",2020-06-17,198,3,"AL"
"1-4",2020-06-17,0,0,"AL"
"55-64",2020-06-17,102,1,"AL"
"45-54",2020-06-17,52,1,"AL"
"0-1",2020-06-17,0,0,"AL"
"15-24",2020-06-17,0,0,"AL"
"25-34",2020-06-17,0,0,"AL"
"65-74",2020-06-18,191,2,"AL"
"65-74",2020-06-19,193,3,"AL"
"65-74",2020-06-20,195,3,"AL"
"65-74",2020-06-21,197,3,"AL"
"65-74",2020-06-22,199,3,"AL"
"65-74",2020-06-23,201,3,"AL"
"75-84",2020-06-18,194,3,"AL"
"75-84",2020-06-19,197,4,"AL"
"75-84",2020-06-20,200,4,"AL"
"75-84",2020-06-21,203,4,"AL"
"75-84",2020-06-22,206,4,"AL"
"75-84",2020-06-23,209,4,"AL"
"5-14",2020-06-18,0,0,"AL"
"5-14",2020-06-19,0,0,"AL"
"5-14",2020-06-20,0,0,"AL"
"5-14",2020-06-21,0,0,"AL"
"5-14",2020-06-22,0,0,"AL"
"5-14",2020-06-23,0,0,"AL"
"35-44",2020-06-18,1,1,"AL"
"35-44",2020-06-19,2,1,"AL"
"35-44",2020-06-20,3,1,"AL"
"35-44",2020-06-21,4,2,"AL"
"35-44",2020-06-22,5,2,"AL"
"35-44",2020-06-23,6,2,"AL"
"85+",2020-06-18,200,2,"AL"
"85+",2020-06-19,202,2,"AL"
"85+",2020-06-20,204,3,"AL"
"85+",2020-06-21,206,3,"AL"
"85+",2020-06-22,208,3,"AL"
"85+",2020-06-23,210,3,"AL"
"1-4",2020-06-18,0,0,"AL"
"1-4",2020-06-19,0,0,"AL"
"1-4",2020-06-20,0,0,"AL"
"1-4",2020-06-21,0,0,"AL"
"1-4",2020-06-22,0,0,"AL"
"1-4",2020-06-23,0,0,"AL"
"55-64",2020-06-18,103,1,"AL"
"55-64",2020-06-19,104,1,"AL"
"55-64",2020-06-20,105,1,"AL"
"55-64",2020-06-21,106,2,"AL"
"55-64",2020-06-22,107,2,"AL"
"55-64",2020-06-23,108,2,"AL"
"45-54",2020-06-18,52,1,"AL"
"45-54",2020-06-19,52,1,"AL"
"45-54",2020-06-20,52,1,"AL"
"45-54",2020-06-21,52,1,"AL"
"45-54",2020-06-22,52,1,"AL"
"45-54",2020-06-23,52,1,"AL"
"0-1",2020-06-18,0,0,"AL"
"0-1",2020-06-19,0,0,"AL"
"0-1",2020-06-20,0,0,"AL"
"0-1",2020-06-21,0,0,"AL"
"0-1",2020-06-22,0,0,"AL"
"0-1",2020-06-23,0,0,"AL"
"15-24",2020-06-18,0,0,"AL"
"15-24",2020-06-19,0,0,"AL"
"15-24",2020-06-20,0,0,"AL"
"15-24",2020-06-21,0,0,"AL"
"15-24",2020-06-22,0,0,"AL"
"15-24",2020-06-23,0,0,"AL"
"25-34",2020-06-18,0,0,"AL"
"25-34",2020-06-19,0,0,"AL"
"25-34",2020-06-20,0,0,"AL"
"25-34",2020-06-21,0,0,"AL"
"25-34",2020-06-22,0,0,"AL"
"25-34",2020-06-23,0,0,"AL"
"65-74",2020-06-24,208,2,"AL"
"75-84",2020-06-24,217,3,"AL"
"5-14",2020-06-24,0,0,"AL"
"35-44",2020-06-24,10,1,"AL"
"85+",2020-06-24,216,2,"AL"
"1-4",2020-06-24,0,0,"AL"
"55-64",2020-06-24,112,1,"AL"
"45-54",2020-06-24,58,0,"AL"
"0-1",2020-06-24,0,0,"AL"
"15-24",2020-06-24,0,0,"AL"
"25-34",2020-06-24,0,0,"AL"
"65-74",2020-06-25,212,4,"AL"
"65-74",2020-06-26,216,4,"AL"
"65-74",2020-06-27,220,4,"AL"
"65-74",2020-06-28,224,4,"AL"
"65-74",2020-06-29,228,4,"AL"
"65-74",2020-06-30,232,5,"AL"
"75-84",2020-06-25,219,2,"AL"
"75-84",2020-06-26,221,3,"AL"
"75-84",2020-06-27,223,3,"AL"
"75-84",2020-06-28,225,3,"AL"
"75-84",2020-06-29,227,3,"AL"
"75-84",2020-06-30,229,3,"AL"
"5-14",2020-06-25,0,0,"AL"
"5-14",2020-06-26,0,0,"AL"
"5-14",2020-06-27,0,0,"AL"
"5-14",2020-06-28,0,0,"AL"
"5-14",2020-06-29,0,0,"AL"
"5-14",2020-06-30,0,0,"AL"
"35-44",2020-06-25,10,0,"AL"
"35-44",2020-06-26,10,0,"AL"
"35-44",2020-06-27,10,0,"AL"
"35-44",2020-06-28,10,0,"AL"
"35-44",2020-06-29,10,1,"AL"
"35-44",2020-06-30,10,1,"AL"
"85+",2020-06-25,219,3,"AL"
"85+",2020-06-26,222,3,"AL"
"85+",2020-06-27,225,3,"AL"
"85+",2020-06-28,228,3,"AL"
"85+",2020-06-29,231,3,"AL"
"85+",2020-06-30,234,3,"AL"
"1-4",2020-06-25,0,0,"AL"
"1-4",2020-06-26,0,0,"AL"
"1-4",2020-06-27,0,0,"AL"
"1-4",2020-06-28,0,0,"AL"
"1-4",2020-06-29,0,0,"AL"
"1-4",2020-06-30,0,0,"AL"
"55-64",2020-06-25,114,2,"AL"
"55-64",2020-06-26,116,2,"AL"
"55-64",2020-06-27,118,2,"AL"
"55-64",2020-06-28,120,2,"AL"
"55-64",2020-06-29,122,2,"AL"
"55-64",2020-06-30,124,2,"AL"
"45-54",2020-06-25,59,1,"AL"
"45-54",2020-06-26,60,2,"AL"
"45-54",2020-06-27,61,2,"AL"
"45-54",2020-06-28,62,2,"AL"
"45-54",2020-06-29,63,2,"AL"
"45-54",2020-06-30,64,2,"AL"
"0-1",2020-06-25,0,0,"AL"
"0-1",2020-06-26,0,0,"AL"
"0-1",2020-06-27,0,0,"AL"
"0-1",2020-06-28,0,0,"AL"
"0-1",2020-06-29,0,0,"AL"
"0-1",2020-06-30,0,0,"AL"
"15-24",2020-06-25,0,0,"AL"
"15-24",2020-06-26,0,0,"AL"
"15-24",2020-06-27,0,0,"AL"
"15-24",2020-06-28,0,0,"AL"
"15-24",2020-06-29,0,0,"AL"
"15-24",2020-06-30,0,0,"AL"
"25-34",2020-06-25,0,0,"AL"
"25-34",2020-06-26,0,0,"AL"
"25-34",2020-06-27,0,0,"AL"
"25-34",2020-06-28,0,0,"AL"
"25-34",2020-06-29,0,0,"AL"
"25-34",2020-06-30,0,0,"AL"
"65-74",2020-07-01,237,4,"AL"
"75-84",2020-07-01,236,2,"AL"
"5-14",2020-07-01,0,0,"AL"
"35-44",2020-07-01,12,0,"AL"
"85+",2020-07-01,237,3,"AL"
"1-4",2020-07-01,0,0,"AL"
"55-64",2020-07-01,126,2,"AL"
"45-54",2020-07-01,70,1,"AL"
"0-1",2020-07-01,0,0,"AL"
"15-24",2020-07-01,0,0,"AL"
"25-34",2020-07-01,0,0,"AL"
"65-74",2020-07-02,237,0,"AL"
"65-74",2020-07-03,237,0,"AL"
"65-74",2020-07-04,237,0,"AL"
"65-74",2020-07-05,237,0,"AL"
"65-74",2020-07-06,237,0,"AL"
"65-74",2020-07-07,237,0,"AL"
"75-84",2020-07-02,236,0,"AL"
"75-84",2020-07-03,236,0,"AL"
"75-84",2020-07-04,236,0,"AL"
"75-84",2020-07-05,236,0,"AL"
"75-84",2020-07-06,236,0,"AL"
"75-84",2020-07-07,236,0,"AL"
"5-14",2020-07-02,0,0,"AL"
"5-14",2020-07-03,0,0,"AL"
"5-14",2020-07-04,0,0,"AL"
"5-14",2020-07-05,0,0,"AL"
"5-14",2020-07-06,0,0,"AL"
"5-14",2020-07-07,0,0,"AL"
"35-44",2020-07-02,12,0,"AL"
"35-44",2020-07-03,12,0,"AL"
"35-44",2020-07-04,12,0,"AL"
"35-44",2020-07-05,12,0,"AL"
"35-44",2020-07-06,12,0,"AL"
"35-44",2020-07-07,12,0,"AL"
"85+",2020-07-02,237,0,"AL"
"85+",2020-07-03,237,0,"AL"
"85+",2020-07-04,237,0,"AL"
"85+",2020-07-05,237,0,"AL"
"85+",2020-07-06,237,0,"AL"
"85+",2020-07-07,237,0,"AL"
"1-4",2020-07-02,0,0,"AL"
"1-4",2020-07-03,0,0,"AL"
"1-4",2020-07-04,0,0,"AL"
"1-4",2020-07-05,0,0,"AL"
"1-4",2020-07-06,0,0,"AL"
"1-4",2020-07-07,0,0,"AL"
"55-64",2020-07-02,126,0,"AL"
"55-64",2020-07-03,126,0,"AL"
"55-64",2020-07-04,126,0,"AL"
"55-64",2020-07-05,126,0,"AL"
