"age","date","cum.deaths","daily.deaths","code"
"25-34",2020-11-15,30,0,"AL"
"25-34",2020-11-16,30,0,"AL"
"25-34",2020-11-17,30,0,"AL"
"65-74",2020-11-18,1036,13,"AL"
"75-84",2020-11-18,1152,16,"AL"
"5-14",2020-11-18,0,0,"AL"
"35-44",2020-11-18,86,3,"AL"
"85+",2020-11-18,1040,4,"AL"
"1-4",2020-11-18,0,0,"AL"
"55-64",2020-11-18,582,7,"AL"
"45-54",2020-11-18,250,4,"AL"
"0-1",2020-11-18,0,0,"AL"
"15-24",2020-11-18,0,0,"AL"
"25-34",2020-11-18,30,0,"AL"
"65-74",2020-11-19,1052,16,"AL"
"65-74",2020-11-20,1059,7,"AL"
"65-74",2020-11-21,1059,0,"AL"
"65-74",2020-11-22,1059,0,"AL"
"65-74",2020-11-23,1059,0,"AL"
"65-74",2020-11-24,1061,2,"AL"
"75-84",2020-11-19,1171,19,"AL"
"75-84",2020-11-20,1179,8,"AL"
"75-84",2020-11-21,1180,1,"AL"
"75-84",2020-11-22,1180,0,"AL"
"75-84",2020-11-23,1180,0,"AL"
"75-84",2020-11-24,1183,3,"AL"
"5-14",2020-11-19,0,0,"AL"
"5-14",2020-11-20,0,0,"AL"
"5-14",2020-11-21,0,0,"AL"
"5-14",2020-11-22,0,0,"AL"
"5-14",2020-11-23,0,0,"AL"
"5-14",2020-11-24,0,0,"AL"
"35-44",2020-11-19,87,1,"AL"
"35-44",2020-11-20,88,1,"AL"
"35-44",2020-11-21,88,0,"AL"
"35-44",2020-11-22,88,0,"AL"
"35-44",2020-11-23,88,0,"AL"
"35-44",2020-11-24,88,0,"AL"
"85+",2020-11-19,1048,8,"AL"
"85+",2020-11-20,1052,4,"AL"
"85+",2020-11-21,1052,0,"AL"
"85+",2020-11-22,1052,0,"AL"
"85+",2020-11-23,1052,0,"AL"
"85+",2020-11-24,1053,1,"AL"
"1-4",2020-11-19,0,0,"AL"
"1-4",2020-11-20,0,0,"AL"
"1-4",2020-11-21,0,0,"AL"
"1-4",2020-11-22,0,0,"AL"
"1-4",2020-11-23,0,0,"AL"
"1-4",2020-11-24,0,0,"AL"
"55-64",2020-11-19,590,8,"AL"
"55-64",2020-11-20,593,3,"AL"
"55-64",2020-11-21,593,0,"AL"
"55-64",2020-11-22,593,0,"AL"
"55-64",2020-11-23,593,0,"AL"
"55-64",2020-11-24,594,1,"AL"
"45-54",2020-11-19,254,4,"AL"
"45-54",2020-11-20,256,2,"AL"
"45-54",2020-11-21,256,0,"AL"
"45-54",2020-11-22,256,0,"AL"
"45-54",2020-11-23,256,0,"AL"
"45-54",2020-11-24,257,1,"AL"
"0-1",2020-11-19,0,0,"AL"
"0-1",2020-11-20,0,0,"AL"
"0-1",2020-11-21,0,0,"AL"
"0-1",2020-11-22,0,0,"AL"
"0-1",2020-11-23,0,0,"AL"
"0-1",2020-11-24,0,0,"AL"
"15-24",2020-11-19,0,0,"AL"
"15-24",2020-11-20,0,0,"AL"
"15-24",2020-11-21,0,0,"AL"
"15-24",2020-11-22,0,0,"AL"
"15-24",2020-11-23,0,0,"AL"
"15-24",2020-11-24,0,0,"AL"
"25-34",2020-11-19,30,0,"AL"
"25-34",2020-11-20,30,0,"AL"
"25-34",2020-11-21,30,0,"AL"
"25-34",2020-11-22,30,0,"AL"
"25-34",2020-11-23,30,0,"AL"
"25-34",2020-11-24,30,0,"AL"
"65-74",2020-11-25,1064,3,"AL"
"75-84",2020-11-25,1187,4,"AL"
"5-14",2020-11-25,0,0,"AL"
"35-44",2020-11-25,90,2,"AL"
"85+",2020-11-25,1055,2,"AL"
"1-4",2020-11-25,0,0,"AL"
"55-64",2020-11-25,596,2,"AL"
"45-54",2020-11-25,257,0,"AL"
"0-1",2020-11-25,0,0,"AL"
"15-24",2020-11-25,0,0,"AL"
"25-34",2020-11-25,31,1,"AL"
"65-74",2020-11-26,1074,10,"AL"
"65-74",2020-11-27,1074,0,"AL"
"65-74",2020-11-28,1074,0,"AL"
"65-74",2020-11-29,1075,1,"AL"
"65-74",2020-11-30,1075,0,"AL"
"65-74",2020-12-01,1090,15,"AL"
"75-84",2020-11-26,1199,12,"AL"
"75-84",2020-11-27,1199,0,"AL"
"75-84",2020-11-28,1199,0,"AL"
"75-84",2020-11-29,1200,1,"AL"
"75-84",2020-11-30,1200,0,"AL"
"75-84",2020-12-01,1218,18,"AL"
"5-14",2020-11-26,0,0,"AL"
"5-14",2020-11-27,0,0,"AL"
"5-14",2020-11-28,0,0,"AL"
"5-14",2020-11-29,0,0,"AL"
"5-14",2020-11-30,0,0,"AL"
"5-14",2020-12-01,0,0,"AL"
"35-44",2020-11-26,91,1,"AL"
"35-44",2020-11-27,91,0,"AL"
"35-44",2020-11-28,91,0,"AL"
"35-44",2020-11-29,91,0,"AL"
"35-44",2020-11-30,91,0,"AL"
"35-44",2020-12-01,92,1,"AL"
"85+",2020-11-26,1066,11,"AL"
"85+",2020-11-27,1068,2,"AL"
"85+",2020-11-28,1070,2,"AL"
"85+",2020-11-29,1073,3,"AL"
"85+",2020-11-30,1075,2,"AL"
"85+",2020-12-01,1090,15,"AL"
"1-4",2020-11-26,0,0,"AL"
"1-4",2020-11-27,0,0,"AL"
"1-4",2020-11-28,0,0,"AL"
"1-4",2020-11-29,0,0,"AL"
"1-4",2020-11-30,0,0,"AL"
"1-4",2020-12-01,0,0,"AL"
"55-64",2020-11-26,602,6,"AL"
"55-64",2020-11-27,602,0,"AL"
"55-64",2020-11-28,602,0,"AL"
"55-64",2020-11-29,603,1,"AL"
"55-64",2020-11-30,603,0,"AL"
"55-64",2020-12-01,612,9,"AL"
"45-54",2020-11-26,259,2,"AL"
"45-54",2020-11-27,259,0,"AL"
"45-54",2020-11-28,259,0,"AL"
"45-54",2020-11-29,259,0,"AL"
"45-54",2020-11-30,259,0,"AL"
"45-54",2020-12-01,262,3,"AL"
"0-1",2020-11-26,0,0,"AL"
"0-1",2020-11-27,0,0,"AL"
"0-1",2020-11-28,0,0,"AL"
"0-1",2020-11-29,0,0,"AL"
"0-1",2020-11-30,0,0,"AL"
"0-1",2020-12-01,0,0,"AL"
"15-24",2020-11-26,0,0,"AL"
"15-24",2020-11-27,0,0,"AL"
"15-24",2020-11-28,0,0,"AL"
"15-24",2020-11-29,0,0,"AL"
"15-24",2020-11-30,0,0,"AL"
"15-24",2020-12-01,0,0,"AL"
"25-34",2020-11-26,31,0,"AL"
"25-34",2020-11-27,31,0,"AL"
"25-34",2020-11-28,31,0,"AL"
"25-34",2020-11-29,31,0,"AL"
"25-34",2020-11-30,31,0,"AL"
"25-34",2020-12-01,31,0,"AL"
"65-74",2020-12-02,1106,16,"AL"
"75-84",2020-12-02,1229,11,"AL"
"5-14",2020-12-02,0,0,"AL"
"35-44",2020-12-02,94,2,"AL"
"85+",2020-12-02,1108,18,"AL"
"1-4",2020-12-02,0,0,"AL"
"55-64",2020-12-02,613,1,"AL"
"45-54",2020-12-02,262,0,"AL"
"0-1",2020-12-02,0,0,"AL"
"15-24",2020-12-02,0,0,"AL"
"25-34",2020-12-02,33,2,"AL"
"65-74",2020-12-03,1120,14,"AL"
"65-74",2020-12-04,1132,12,"AL"
"65-74",2020-12-05,1142,10,"AL"
"65-74",2020-12-06,1144,2,"AL"
"65-74",2020-12-07,1144,0,"AL"
"65-74",2020-12-08,1154,10,"AL"
"75-84",2020-12-03,1246,17,"AL"
"75-84",2020-12-04,1261,15,"AL"
"75-84",2020-12-05,1273,12,"AL"
"75-84",2020-12-06,1275,2,"AL"
"75-84",2020-12-07,1275,0,"AL"
"75-84",2020-12-08,1288,13,"AL"
"5-14",2020-12-03,0,0,"AL"
"5-14",2020-12-04,0,0,"AL"
"5-14",2020-12-05,0,0,"AL"
"5-14",2020-12-06,0,0,"AL"
"5-14",2020-12-07,0,0,"AL"
"5-14",2020-12-08,0,0,"AL"
"35-44",2020-12-03,95,1,"AL"
"35-44",2020-12-04,95,0,"AL"
"35-44",2020-12-05,95,0,"AL"
"35-44",2020-12-06,95,0,"AL"
"35-44",2020-12-07,95,0,"AL"
"35-44",2020-12-08,95,0,"AL"
"85+",2020-12-03,1120,12,"AL"
"85+",2020-12-04,1131,11,"AL"
"85+",2020-12-05,1139,8,"AL"
"85+",2020-12-06,1141,2,"AL"
"85+",2020-12-07,1141,0,"AL"
"85+",2020-12-08,1150,9,"AL"
"1-4",2020-12-03,0,0,"AL"
"1-4",2020-12-04,0,0,"AL"
"1-4",2020-12-05,0,0,"AL"
"1-4",2020-12-06,0,0,"AL"
"1-4",2020-12-07,0,0,"AL"
"1-4",2020-12-08,0,0,"AL"
"55-64",2020-12-03,617,4,"AL"
"55-64",2020-12-04,621,4,"AL"
"55-64",2020-12-05,624,3,"AL"
"55-64",2020-12-06,625,1,"AL"
"55-64",2020-12-07,625,0,"AL"
"55-64",2020-12-08,628,3,"AL"
"45-54",2020-12-03,263,1,"AL"
"45-54",2020-12-04,264,1,"AL"
"45-54",2020-12-05,264,0,"AL"
"45-54",2020-12-06,264,0,"AL"
"45-54",2020-12-07,264,0,"AL"
"45-54",2020-12-08,264,0,"AL"
"0-1",2020-12-03,0,0,"AL"
"0-1",2020-12-04,0,0,"AL"
"0-1",2020-12-05,0,0,"AL"
"0-1",2020-12-06,0,0,"AL"
"0-1",2020-12-07,0,0,"AL"
"0-1",2020-12-08,0,0,"AL"
"15-24",2020-12-03,0,0,"AL"
"15-24",2020-12-04,0,0,"AL"
"15-24",2020-12-05,0,0,"AL"
"15-24",2020-12-06,0,0,"AL"
"15-24",2020-12-07,0,0,"AL"
"15-24",2020-12-08,0,0,"AL"
"25-34",2020-12-03,33,0,"AL"
"25-34",2020-12-04,33,0,"AL"
"25-34",2020-12-05,33,0,"AL"
"25-34",2020-12-06,33,0,"AL"
"25-34",2020-12-07,33,0,"AL"
"25-34",2020-12-08,33,0,"AL"
"65-74",2020-12-09,1158,4,"AL"
"75-84",2020-12-09,1291,3,"AL"
"5-14",2020-12-09,0,0,"AL"
"35-44",2020-12-09,98,3,"AL"
"85+",2020-12-09,1153,3,"AL"
"1-4",2020-12-09,0,0,"AL"
"55-64",2020-12-09,631,3,"AL"
"45-54",2020-12-09,266,2,"AL"
"0-1",2020-12-09,0,0,"AL"
"15-24",2020-12-09,0,0,"AL"
"25-34",2020-12-09,33,0,"AL"
"65-74",2020-12-10,1173,15,"AL"
"65-74",2020-12-11,1189,16,"AL"
"65-74",2020-12-12,1196,7,"AL"
"65-74",2020-12-13,1199,3,"AL"
"65-74",2020-12-14,1202,3,"AL"
"65-74",2020-12-15,1211,9,"AL"
"75-84",2020-12-10,1307,16,"AL"
"75-84",2020-12-11,1323,16,"AL"
"75-84",2020-12-12,1329,6,"AL"
"75-84",2020-12-13,1330,1,"AL"
"75-84",2020-12-14,1331,1,"AL"
"75-84",2020-12-15,1339,8,"AL"
"5-14",2020-12-10,0,0,"AL"
"5-14",2020-12-11,0,0,"AL"
"5-14",2020-12-12,0,0,"AL"
"5-14",2020-12-13,0,0,"AL"
"5-14",2020-12-14,0,0,"AL"
"5-14",2020-12-15,0,0,"AL"
"35-44",2020-12-10,99,1,"AL"
"35-44",2020-12-11,100,1,"AL"
"35-44",2020-12-12,100,0,"AL"
"35-44",2020-12-13,100,0,"AL"
"35-44",2020-12-14,100,0,"AL"
"35-44",2020-12-15,101,1,"AL"
"85+",2020-12-10,1167,14,"AL"
"85+",2020-12-11,1182,15,"AL"
"85+",2020-12-12,1188,6,"AL"
"85+",2020-12-13,1190,2,"AL"
"85+",2020-12-14,1192,2,"AL"
"85+",2020-12-15,1199,7,"AL"
"1-4",2020-12-10,0,0,"AL"
"1-4",2020-12-11,0,0,"AL"
"1-4",2020-12-12,0,0,"AL"
"1-4",2020-12-13,0,0,"AL"
"1-4",2020-12-14,0,0,"AL"
"1-4",2020-12-15,0,0,"AL"
"55-64",2020-12-10,637,6,"AL"
"55-64",2020-12-11,644,7,"AL"
"55-64",2020-12-12,646,2,"AL"
"55-64",2020-12-13,646,0,"AL"
"55-64",2020-12-14,646,0,"AL"
"55-64",2020-12-15,649,3,"AL"
"45-54",2020-12-10,268,2,"AL"
"45-54",2020-12-11,270,2,"AL"
"45-54",2020-12-12,271,1,"AL"
"45-54",2020-12-13,271,0,"AL"
"45-54",2020-12-14,271,0,"AL"
"45-54",2020-12-15,272,1,"AL"
"0-1",2020-12-10,0,0,"AL"
"0-1",2020-12-11,0,0,"AL"
"0-1",2020-12-12,0,0,"AL"
"0-1",2020-12-13,0,0,"AL"
"0-1",2020-12-14,0,0,"AL"
"0-1",2020-12-15,0,0,"AL"
"15-24",2020-12-10,0,0,"AL"
"15-24",2020-12-11,0,0,"AL"
"15-24",2020-12-12,0,0,"AL"
"15-24",2020-12-13,0,0,"AL"
"15-24",2020-12-14,0,0,"AL"
"15-24",2020-12-15,0,0,"AL"
"25-34",2020-12-10,33,0,"AL"
"25-34",2020-12-11,33,0,"AL"
"25-34",2020-12-12,33,0,"AL"
"25-34",2020-12-13,33,0,"AL"
"25-34",2020-12-14,33,0,"AL"
"25-34",2020-12-15,33,0,"AL"
"65-74",2020-12-16,1228,17,"AL"
"75-84",2020-12-16,1354,15,"AL"
"5-14",2020-12-16,0,0,"AL"
"35-44",2020-12-16,102,1,"AL"
"85+",2020-12-16,1217,18,"AL"
"1-4",2020-12-16,0,0,"AL"
"55-64",2020-12-16,661,12,"AL"
"45-54",2020-12-16,276,4,"AL"
"0-1",2020-12-16,0,0,"AL"
"15-24",2020-12-16,0,0,"AL"
"25-34",2020-12-16,35,2,"AL"
"65-74",2020-12-17,1237,9,"AL"
"65-74",2020-12-18,1243,6,"AL"
"65-74",2020-12-19,1257,14,"AL"
"65-74",2020-12-20,1257,0,"AL"
"65-74",2020-12-21,1257,0,"AL"
"65-74",2020-12-22,1267,10,"AL"
"75-84",2020-12-17,1365,11,"AL"
"75-84",2020-12-18,1373,8,"AL"
"75-84",2020-12-19,1391,18,"AL"
"75-84",2020-12-20,1391,0,"AL"
"75-84",2020-12-21,1391,0,"AL"
"75-84",2020-12-22,1403,12,"AL"
"5-14",2020-12-17,0,0,"AL"
"5-14",2020-12-18,0,0,"AL"
"5-14",2020-12-19,0,0,"AL"
"5-14",2020-12-20,0,0,"AL"
"5-14",2020-12-21,0,0,"AL"
"5-14",2020-12-22,0,0,"AL"
"35-44",2020-12-17,102,0,"AL"
"35-44",2020-12-18,102,0,"AL"
"35-44",2020-12-19,102,0,"AL"
"35-44",2020-12-20,102,0,"AL"
"35-44",2020-12-21,102,0,"AL"
"35-44",2020-12-22,102,0,"AL"
"85+",2020-12-17,1226,9,"AL"
"85+",2020-12-18,1232,6,"AL"
"85+",2020-12-19,1246,14,"AL"
"85+",2020-12-20,1246,0,"AL"
"85+",2020-12-21,1246,0,"AL"
"85+",2020-12-22,1256,10,"AL"
"1-4",2020-12-17,0,0,"AL"
"1-4",2020-12-18,0,0,"AL"
"1-4",2020-12-19,0,0,"AL"
"1-4",2020-12-20,0,0,"AL"
"1-4",2020-12-21,0,0,"AL"
"1-4",2020-12-22,0,0,"AL"
"55-64",2020-12-17,664,3,"AL"
"55-64",2020-12-18,666,2,"AL"
"55-64",2020-12-19,672,6,"AL"
"55-64",2020-12-20,672,0,"AL"
"55-64",2020-12-21,672,0,"AL"
"55-64",2020-12-22,676,4,"AL"
"45-54",2020-12-17,276,0,"AL"
"45-54",2020-12-18,276,0,"AL"
"45-54",2020-12-19,277,1,"AL"
"45-54",2020-12-20,277,0,"AL"
"45-54",2020-12-21,277,0,"AL"
"45-54",2020-12-22,278,1,"AL"
"0-1",2020-12-17,0,0,"AL"
"0-1",2020-12-18,0,0,"AL"
"0-1",2020-12-19,0,0,"AL"
"0-1",2020-12-20,0,0,"AL"
"0-1",2020-12-21,0,0,"AL"
"0-1",2020-12-22,0,0,"AL"
"15-24",2020-12-17,0,0,"AL"
"15-24",2020-12-18,0,0,"AL"
"15-24",2020-12-19,0,0,"AL"
"15-24",2020-12-20,0,0,"AL"
"15-24",2020-12-21,0,0,"AL"
"15-24",2020-12-22,0,0,"AL"
"25-34",2020-12-17,35,0,"AL"
"25-34",2020-12-18,35,0,"AL"
"25-34",2020-12-19,36,1,"AL"
"25-34",2020-12-20,36,0,"AL"
"25-34",2020-12-21,36,0,"AL"
"25-34",2020-12-22,36,0,"AL"
"65-74",2020-12-23,1269,2,"AL"
"75-84",2020-12-23,1405,2,"AL"
"5-14",2020-12-23,0,0,"AL"
"35-44",2020-12-23,102,0,"AL"
"85+",2020-12-23,1258,2,"AL"
"1-4",2020-12-23,0,0,"AL"
"55-64",2020-12-23,679,3,"AL"
"45-54",2020-12-23,281,3,"AL"
"0-1",2020-12-23,0,0,"AL"
"15-24",2020-12-23,0,0,"AL"
"25-34",2020-12-23,37,1,"AL"
"65-74",2020-12-24,1292,23,"AL"
"65-74",2020-12-25,1293,1,"AL"
"65-74",2020-12-26,1294,1,"AL"
"65-74",2020-12-27,1296,2,"AL"
"65-74",2020-12-28,1302,6,"AL"
"65-74",2020-12-29,1309,7,"AL"
"75-84",2020-12-24,1431,26,"AL"
"75-84",2020-12-25,1432,1,"AL"
"75-84",2020-12-26,1433,1,"AL"
"75-84",2020-12-27,1435,2,"AL"
"75-84",2020-12-28,1441,6,"AL"
"75-84",2020-12-29,1448,7,"AL"
"5-14",2020-12-24,0,0,"AL"
"5-14",2020-12-25,0,0,"AL"
"5-14",2020-12-26,0,0,"AL"
"5-14",2020-12-27,0,0,"AL"
"5-14",2020-12-28,0,0,"AL"
"5-14",2020-12-29,0,0,"AL"
"35-44",2020-12-24,102,0,"AL"
"35-44",2020-12-25,102,0,"AL"
"35-44",2020-12-26,102,0,"AL"
"35-44",2020-12-27,102,0,"AL"
"35-44",2020-12-28,102,0,"AL"
"35-44",2020-12-29,102,0,"AL"
"85+",2020-12-24,1280,22,"AL"
"85+",2020-12-25,1281,1,"AL"
"85+",2020-12-26,1282,1,"AL"
"85+",2020-12-27,1284,2,"AL"
"85+",2020-12-28,1289,5,"AL"
"85+",2020-12-29,1295,6,"AL"
"1-4",2020-12-24,0,0,"AL"
"1-4",2020-12-25,0,0,"AL"
"1-4",2020-12-26,0,0,"AL"
"1-4",2020-12-27,0,0,"AL"
"1-4",2020-12-28,0,0,"AL"
"1-4",2020-12-29,0,0,"AL"
"55-64",2020-12-24,690,11,"AL"
"55-64",2020-12-25,691,1,"AL"
"55-64",2020-12-26,692,1,"AL"
"55-64",2020-12-27,693,1,"AL"
"55-64",2020-12-28,696,3,"AL"
"55-64",2020-12-29,699,3,"AL"
"45-54",2020-12-24,285,4,"AL"
"45-54",2020-12-25,285,0,"AL"
"45-54",2020-12-26,285,0,"AL"
"45-54",2020-12-27,285,0,"AL"
"45-54",2020-12-28,286,1,"AL"
"45-54",2020-12-29,287,1,"AL"
"0-1",2020-12-24,0,0,"AL"
"0-1",2020-12-25,0,0,"AL"
"0-1",2020-12-26,0,0,"AL"
"0-1",2020-12-27,0,0,"AL"
"0-1",2020-12-28,0,0,"AL"
"0-1",2020-12-29,0,0,"AL"
"15-24",2020-12-24,0,0,"AL"
"15-24",2020-12-25,0,0,"AL"
"15-24",2020-12-26,0,0,"AL"
"15-24",2020-12-27,0,0,"AL"
"15-24",2020-12-28,0,0,"AL"
"15-24",2020-12-29,0,0,"AL"
"25-34",2020-12-24,38,1,"AL"
"25-34",2020-12-25,38,0,"AL"
"25-34",2020-12-26,38,0,"AL"
"25-34",2020-12-27,38,0,"AL"
"25-34",2020-12-28,38,0,"AL"
"25-34",2020-12-29,38,0,"AL"
"65-74",2020-12-30,1320,11,"AL"
"75-84",2020-12-30,1479,31,"AL"
"5-14",2020-12-30,0,0,"AL"
"35-44",2020-12-30,102,0,"AL"
"85+",2020-12-30,1302,7,"AL"
"1-4",2020-12-30,0,0,"AL"
"55-64",2020-12-30,708,9,"AL"
"45-54",2020-12-30,288,1,"AL"
"0-1",2020-12-30,0,0,"AL"
"15-24",2020-12-30,0,0,"AL"
"25-34",2020-12-30,39,1,"AL"
"65-74",2020-12-31,1334,14,"AL"
"65-74",2021-01-01,1346,12,"AL"
"65-74",2021-01-02,1346,0,"AL"
"65-74",2021-01-03,1346,0,"AL"
"65-74",2021-01-04,1347,1,"AL"
"65-74",2021-01-05,1349,2,"AL"
"75-84",2020-12-31,1496,17,"AL"
"75-84",2021-01-01,1511,15,"AL"
"75-84",2021-01-02,1512,1,"AL"
"75-84",2021-01-03,1513,1,"AL"
"75-84",2021-01-04,1516,3,"AL"
"75-84",2021-01-05,1519,3,"AL"
"5-14",2020-12-31,0,0,"AL"
"5-14",2021-01-01,0,0,"AL"
"5-14",2021-01-02,0,0,"AL"
"5-14",2021-01-03,0,0,"AL"
"5-14",2021-01-04,0,0,"AL"
"5-14",2021-01-05,0,0,"AL"
"35-44",2020-12-31,103,1,"AL"
"35-44",2021-01-01,104,1,"AL"
"35-44",2021-01-02,104,0,"AL"
"35-44",2021-01-03,104,0,"AL"
"35-44",2021-01-04,104,0,"AL"
"35-44",2021-01-05,104,0,"AL"
"85+",2020-12-31,1315,13,"AL"
"85+",2021-01-01,1326,11,"AL"
"85+",2021-01-02,1326,0,"AL"
"85+",2021-01-03,1326,0,"AL"
"85+",2021-01-04,1327,1,"AL"
"85+",2021-01-05,1329,2,"AL"
"1-4",2020-12-31,0,0,"AL"
