Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/14/2020,Richmond,Missing,14,0,0
6/14/2020,Norfolk,40-49,104,10,0
6/14/2020,Piedmont,80+,32,12,3
6/14/2020,Virginia Beach,60-69,120,16,1
6/14/2020,West Piedmont,40-49,58,7,1
6/14/2020,Arlington,10-19,84,5,0
6/14/2020,Lenowisco,0-9,3,0,0
6/14/2020,Pittsylvania-Danville,50-59,27,9,0
6/14/2020,Virginia Beach,50-59,121,13,0
6/14/2020,Chesapeake,Missing,8,1,0
6/14/2020,Central Shenandoah,80+,85,18,11
6/14/2020,Thomas Jefferson,40-49,112,5,0
6/14/2020,Rappahannock Rapidan,60-69,100,16,2
6/14/2020,Norfolk,30-39,134,9,0
6/14/2020,Rappahannock Rapidan,Missing,6,0,0
6/14/2020,Lord Fairfax,80+,114,28,34
6/14/2020,Three Rivers,10-19,20,0,0
6/14/2020,Piedmont,40-49,165,6,0
6/14/2020,Norfolk,80+,12,7,3
6/14/2020,Peninsula,20-29,117,1,0
6/14/2020,Norfolk,50-59,102,16,0
6/14/2020,Thomas Jefferson,50-59,92,9,1
6/14/2020,Richmond,70-79,71,32,11
6/14/2020,Chesterfield,70-79,108,19,13
6/14/2020,Piedmont,30-39,167,1,0
6/14/2020,Prince William,30-39,1555,87,2
6/14/2020,Alleghany,20-29,56,1,0
6/14/2020,Alleghany,0-9,4,0,0
6/14/2020,Mount Rogers,40-49,69,0,0
6/14/2020,Eastern Shore,40-49,237,8,2
6/14/2020,Central Virginia,60-69,39,4,1
6/14/2020,Richmond,10-19,136,2,0
6/14/2020,Pittsylvania-Danville,60-69,18,7,1
6/14/2020,Pittsylvania-Danville,Missing,0,0,0
6/14/2020,Chesterfield,60-69,229,32,8
6/14/2020,Southside,10-19,4,0,0
6/14/2020,New River,80+,8,3,1
6/14/2020,Central Virginia,50-59,45,2,1
6/14/2020,Hampton,70-79,13,7,0
6/14/2020,Pittsylvania-Danville,10-19,6,0,0
6/14/2020,Richmond,60-69,173,40,6
6/14/2020,Chickahominy,40-49,75,11,1
6/14/2020,Three Rivers,80+,27,5,3
6/14/2020,Rappahannock,30-39,428,20,0
6/14/2020,Lord Fairfax,60-69,197,41,10
6/14/2020,Western Tidewater,0-9,5,0,0
6/14/2020,Rappahannock,70-79,81,23,10
6/14/2020,Prince William,80+,210,69,56
6/14/2020,Hampton,80+,5,3,2
6/14/2020,Alexandria,80+,83,27,21
6/14/2020,Mount Rogers,60-69,64,6,0
6/14/2020,Eastern Shore,60-69,169,22,8
6/14/2020,Lord Fairfax,70-79,108,30,13
6/14/2020,New River,30-39,19,1,0
6/14/2020,Chesapeake,10-19,27,1,0
6/14/2020,Hampton,40-49,35,3,0
6/14/2020,Peninsula,Missing,6,0,0
