Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/18/2020,Prince William,0-9,383,10,0
7/18/2020,Eastern Shore,50-59,276,20,5
7/18/2020,Mount Rogers,50-59,132,9,1
7/18/2020,Loudoun,10-19,636,0,0
7/18/2020,Southside,80+,83,12,13
7/18/2020,Central Virginia,80+,26,2,0
7/18/2020,Rappahannock,Missing,22,0,0
7/18/2020,Rappahannock Rapidan,30-39,344,18,1
7/18/2020,New River,50-59,43,4,0
7/18/2020,Richmond,80+,40,21,9
7/18/2020,Mount Rogers,20-29,146,0,0
7/18/2020,Eastern Shore,20-29,199,6,0
7/18/2020,Hampton,10-19,42,0,0
7/18/2020,Portsmouth,0-9,32,3,0
7/18/2020,Crater,70-79,156,40,18
7/18/2020,Chesterfield,40-49,641,24,3
7/18/2020,Alexandria,Missing,11,0,0
7/18/2020,Southside,30-39,79,4,0
7/18/2020,Prince William,Missing,153,3,0
7/18/2020,Hampton,60-69,62,11,2
7/18/2020,Fairfax,20-29,2381,87,3
7/18/2020,Thomas Jefferson,0-9,59,1,0
7/18/2020,Lenowisco,40-49,11,2,0
7/18/2020,Central Virginia,10-19,72,1,0
7/18/2020,Lenowisco,70-79,15,6,1
7/18/2020,Virginia Beach,0-9,73,0,0
7/18/2020,Lenowisco,50-59,27,6,1
7/18/2020,Chesapeake,70-79,93,31,3
7/18/2020,Western Tidewater,80+,156,29,35
7/18/2020,Thomas Jefferson,10-19,94,2,0
7/18/2020,Richmond,40-49,414,31,3
7/18/2020,Lord Fairfax,50-59,372,31,3
7/18/2020,Lord Fairfax,10-19,168,1,0
7/18/2020,Rappahannock Rapidan,10-19,146,3,0
7/18/2020,Crater,50-59,316,36,3
7/18/2020,Arlington,Missing,11,1,0
7/18/2020,Roanoke,50-59,59,1,0
7/18/2020,Rappahannock,10-19,274,3,0
7/18/2020,Roanoke,10-19,65,0,0
7/18/2020,Eastern Shore,Missing,6,0,0
7/18/2020,Mount Rogers,Missing,1,0,0
7/18/2020,Prince William,60-69,816,169,43
7/18/2020,Alleghany,70-79,67,8,7
7/18/2020,Crater,20-29,286,9,0
7/18/2020,Loudoun,60-69,264,53,7
7/18/2020,Fairfax,0-9,519,19,0
7/18/2020,Roanoke,Missing,4,0,0
7/18/2020,Alexandria,20-29,415,10,1
7/18/2020,Portsmouth,70-79,45,13,5
7/18/2020,Alleghany,30-39,95,2,0
7/18/2020,Prince William,20-29,1786,55,0
7/18/2020,Southside,70-79,65,11,14
7/18/2020,Piedmont,Missing,1,0,0
7/18/2020,Rappahannock,0-9,124,2,0
7/18/2020,Henrico,30-39,517,19,0
7/18/2020,Prince William,10-19,869,8,0
7/18/2020,Chickahominy,10-19,55,0,0
7/18/2020,Lord Fairfax,0-9,69,2,0
7/18/2020,Central Virginia,Missing,1,0,0
7/18/2020,Norfolk,0-9,69,2,0
7/18/2020,Cumberland Plateau,40-49,22,1,0
7/18/2020,Eastern Shore,10-19,61,1,0
7/18/2020,Mount Rogers,10-19,68,0,0
7/18/2020,Rappahannock Rapidan,0-9,85,1,0
7/18/2020,Three Rivers,0-9,12,1,0
7/18/2020,Henrico,40-49,437,27,2
7/18/2020,Alexandria,50-59,325,52,10
7/18/2020,Arlington,0-9,57,2,0
7/18/2020,Chickahominy,Missing,15,0,0
7/18/2020,New River,20-29,97,0,0
7/18/2020,Virginia Beach,20-29,662,9,0
7/18/2020,Chesapeake,50-59,220,27,1
7/18/2020,Alleghany,80+,43,10,6
7/18/2020,Fairfax,10-19,948,30,0
7/18/2020,Chesapeake,60-69,148,32,5
7/18/2020,West Piedmont,Missing,0,0,0
7/18/2020,Peninsula,80+,73,29,18
7/18/2020,Crater,40-49,253,17,1
7/18/2020,Chesapeake,40-49,234,27,1
7/18/2020,Thomas Jefferson,20-29,231,2,0
7/18/2020,Lord Fairfax,20-29,389,5,0
7/18/2020,Norfolk,20-29,692,6,0
7/18/2020,Arlington,30-39,488,42,0
7/18/2020,West Piedmont,60-69,72,12,0
7/18/2020,Henrico,50-59,379,45,8
7/18/2020,West Piedmont,50-59,131,21,1
7/18/2020,Cumberland Plateau,20-29,15,0,0
7/18/2020,Alexandria,70-79,103,38,18
7/18/2020,Portsmouth,20-29,220,11,0
7/18/2020,Western Tidewater,30-39,190,12,1
7/18/2020,Central Shenandoah,0-9,63,0,0
7/18/2020,Henrico,80+,326,68,87
7/18/2020,Alexandria,0-9,143,2,0
7/18/2020,Pittsylvania-Danville,40-49,75,7,0
7/18/2020,Henrico,20-29,445,15,0
7/18/2020,Roanoke,60-69,43,3,0
7/18/2020,Peninsula,30-39,308,7,1
7/18/2020,Alleghany,60-69,70,8,1
7/18/2020,Prince William,70-79,328,101,47
7/18/2020,Norfolk,60-69,188,32,3
7/18/2020,Southside,40-49,68,6,0
7/18/2020,Chesterfield,30-39,716,12,0
7/18/2020,Loudoun,70-79,150,49,18
7/18/2020,Central Virginia,40-49,80,1,0
7/18/2020,New River,Missing,0,0,0
7/18/2020,Chickahominy,20-29,119,1,0
7/18/2020,New River,0-9,8,0,0
7/18/2020,Cumberland Plateau,0-9,3,0,0
7/18/2020,Three Rivers,70-79,41,9,5
7/18/2020,Rappahannock Rapidan,40-49,326,21,2
7/18/2020,Hampton,0-9,21,0,0
7/18/2020,Piedmont,50-59,204,25,1
7/18/2020,Rappahannock,20-29,492,13,0
7/18/2020,West Piedmont,20-29,110,2,0
7/18/2020,Arlington,70-79,177,73,33
7/18/2020,Chickahominy,50-59,130,23,1
7/18/2020,Alleghany,40-49,95,2,0
7/18/2020,Prince William,50-59,1538,198,15
7/18/2020,Mount Rogers,0-9,40,1,0
7/18/2020,Eastern Shore,0-9,21,2,0
7/18/2020,Thomas Jefferson,60-69,119,25,3
7/18/2020,Pittsylvania-Danville,70-79,28,12,1
7/18/2020,Chesterfield,80+,157,35,47
7/18/2020,Richmond,0-9,111,6,0
7/18/2020,Chesapeake,80+,81,27,14
7/18/2020,Peninsula,40-49,251,12,1
7/18/2020,Henrico,0-9,112,2,0
7/18/2020,Lenowisco,80+,6,1,0
7/18/2020,Piedmont,60-69,151,22,2
7/18/2020,Fairfax,60-69,1478,333,63
7/18/2020,Hampton,20-29,158,3,0
7/18/2020,Central Shenandoah,40-49,392,15,0
7/18/2020,Pittsylvania-Danville,0-9,11,0,0
7/18/2020,Crater,30-39,312,9,0
7/18/2020,Virginia Beach,70-79,120,29,9
7/18/2020,Virginia Beach,30-39,464,13,0
7/18/2020,Piedmont,0-9,24,0,0
7/18/2020,Central Shenandoah,30-39,361,7,0
7/18/2020,Hampton,50-59,78,9,1
7/18/2020,Peninsula,70-79,109,39,12
7/18/2020,Arlington,20-29,516,22,0
7/18/2020,West Piedmont,70-79,35,14,4
7/18/2020,Richmond,20-29,568,16,0
7/18/2020,Roanoke,0-9,17,0,0
7/18/2020,Hampton,30-39,126,3,0
7/18/2020,Thomas Jefferson,30-39,266,8,0
7/18/2020,Western Tidewater,40-49,164,6,2
7/18/2020,Richmond,50-59,319,55,2
7/18/2020,Western Tidewater,50-59,198,15,4
7/18/2020,Crater,Missing,14,0,0
7/18/2020,Arlington,50-59,401,66,6
7/18/2020,Piedmont,70-79,79,26,4
7/18/2020,Alexandria,60-69,211,48,2
7/18/2020,Portsmouth,30-39,196,9,1
7/18/2020,Lenowisco,20-29,16,0,0
7/18/2020,Central Virginia,30-39,81,1,0
7/18/2020,Norfolk,10-19,108,1,0
7/18/2020,New River,10-19,38,0,0
7/18/2020,Central Virginia,20-29,129,2,0
7/18/2020,Rappahannock,50-59,424,51,4
7/18/2020,Rappahannock,60-69,231,47,6
7/18/2020,Piedmont,20-29,183,2,0
7/18/2020,New River,60-69,30,5,0
7/18/2020,Roanoke,40-49,91,1,0
7/18/2020,Three Rivers,20-29,152,4,0
7/18/2020,Rappahannock,40-49,498,46,2
7/18/2020,Portsmouth,80+,20,8,6
7/18/2020,Central Shenandoah,Missing,1,0,0
7/18/2020,Eastern Shore,70-79,48,16,9
7/18/2020,Mount Rogers,70-79,79,29,13
7/18/2020,Cumberland Plateau,70-79,8,1,0
7/18/2020,Piedmont,10-19,39,0,0
7/18/2020,Southside,20-29,62,2,0
7/18/2020,Chesterfield,50-59,498,44,4
7/18/2020,Rappahannock Rapidan,20-29,308,6,0
7/18/2020,Cumberland Plateau,60-69,15,2,0
7/18/2020,Roanoke,70-79,17,3,1
7/18/2020,Central Shenandoah,20-29,467,9,0
7/18/2020,Pittsylvania-Danville,80+,20,8,2
7/18/2020,Virginia Beach,80+,115,34,23
7/18/2020,Central Shenandoah,50-59,415,34,4
7/18/2020,Lenowisco,Missing,0,0,0
7/18/2020,Fairfax,30-39,2871,198,6
7/18/2020,Lenowisco,60-69,14,5,2
7/18/2020,Loudoun,30-39,786,28,0
7/18/2020,West Piedmont,80+,24,14,1
7/18/2020,Roanoke,80+,43,3,9
7/18/2020,Fairfax,40-49,2749,273,10
7/18/2020,Thomas Jefferson,80+,125,28,19
7/18/2020,Roanoke,20-29,142,3,0
7/18/2020,Henrico,60-69,308,51,34
7/18/2020,Lord Fairfax,40-49,356,17,1
7/18/2020,Western Tidewater,Missing,14,0,0
7/18/2020,Chickahominy,60-69,85,21,6
7/18/2020,Peninsula,Missing,17,0,0
7/18/2020,Henrico,70-79,228,51,43
7/18/2020,Western Tidewater,20-29,168,4,0
7/18/2020,Peninsula,0-9,70,0,0
7/18/2020,Loudoun,40-49,865,58,1
7/18/2020,Pittsylvania-Danville,30-39,48,1,0
7/18/2020,Loudoun,20-29,750,10,0
7/18/2020,Crater,60-69,261,51,16
7/18/2020,Loudoun,80+,210,53,73
7/18/2020,Arlington,80+,204,84,69
7/18/2020,Virginia Beach,10-19,136,0,0
7/18/2020,Mount Rogers,80+,83,29,21
7/18/2020,Eastern Shore,80+,50,22,19
7/18/2020,Crater,10-19,75,0,0
7/18/2020,Lenowisco,30-39,10,1,1
7/18/2020,Norfolk,Missing,26,1,0
7/18/2020,Henrico,Missing,35,1,1
7/18/2020,New River,40-49,49,3,0
7/18/2020,Central Virginia,0-9,12,0,0
7/18/2020,New River,70-79,20,8,4
7/18/2020,Loudoun,0-9,166,4,0
7/18/2020,Central Virginia,70-79,31,4,2
7/18/2020,Southside,0-9,7,0,0
7/18/2020,Three Rivers,40-49,171,12,2
7/18/2020,Chickahominy,30-39,106,2,0
7/18/2020,Central Shenandoah,60-69,298,48,13
7/18/2020,Western Tidewater,60-69,177,20,7
7/18/2020,Cumberland Plateau,30-39,19,1,0
7/18/2020,Portsmouth,10-19,52,0,0
7/18/2020,Chesterfield,Missing,101,0,0
7/18/2020,Alexandria,40-49,465,41,0
7/18/2020,Thomas Jefferson,70-79,94,22,5
7/18/2020,Three Rivers,30-39,181,3,0
7/18/2020,Western Tidewater,70-79,110,23,19
7/18/2020,Arlington,60-69,293,82,19
7/18/2020,Cumberland Plateau,10-19,27,0,0
7/18/2020,West Piedmont,30-39,110,4,0
7/18/2020,Peninsula,10-19,103,1,0
7/18/2020,Lenowisco,10-19,10,0,0
7/18/2020,Chesapeake,0-9,48,1,0
7/18/2020,Peninsula,50-59,220,24,3
7/18/2020,Cumberland Plateau,Missing,0,0,0
7/18/2020,Peninsula,60-69,168,31,3
7/18/2020,Lord Fairfax,30-39,377,11,1
7/18/2020,Virginia Beach,Missing,61,0,0
7/18/2020,Arlington,40-49,453,50,8
7/18/2020,West Piedmont,10-19,86,0,0
7/18/2020,Chickahominy,70-79,64,21,6
7/18/2020,Pittsylvania-Danville,20-29,49,0,0
7/18/2020,Loudoun,50-59,703,62,3
7/18/2020,Richmond,30-39,546,29,1
7/18/2020,Thomas Jefferson,Missing,2,0,0
7/18/2020,Rappahannock Rapidan,80+,28,16,8
7/18/2020,Lord Fairfax,Missing,2,0,0
7/18/2020,Cumberland Plateau,50-59,17,1,0
7/18/2020,Loudoun,Missing,66,0,1
7/18/2020,Southside,50-59,73,10,0
7/18/2020,Chesterfield,20-29,636,9,0
7/18/2020,Norfolk,70-79,79,29,6
7/18/2020,Alleghany,10-19,86,0,0
7/18/2020,Crater,80+,123,23,12
7/18/2020,Portsmouth,Missing,20,0,0
7/18/2020,Western Tidewater,10-19,51,0,0
7/18/2020,Chesterfield,10-19,343,0,0
7/18/2020,Southside,60-69,67,15,5
