Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
09/12/2020,West Piedmont,70-79,149,54,12
09/12/2020,Richmond,20-29,1162,23,0
09/12/2020,Roanoke,0-9,50,0,0
09/12/2020,Hampton,30-39,315,3,0
09/12/2020,Thomas Jefferson,30-39,447,13,0
09/12/2020,Western Tidewater,40-49,448,11,3
09/12/2020,Richmond,50-59,461,78,3
09/12/2020,Western Tidewater,50-59,587,26,4
09/12/2020,Crater,Missing,30,0,0
09/12/2020,Arlington,50-59,504,80,7
09/12/2020,Piedmont,70-79,110,29,9
09/12/2020,Alexandria,60-69,276,60,3
09/12/2020,Portsmouth,30-39,405,25,1
09/12/2020,Lenowisco,20-29,114,0,0
09/12/2020,Central Virginia,30-39,344,13,0
09/12/2020,Norfolk,10-19,312,4,0
09/12/2020,New River,10-19,700,0,0
09/12/2020,Central Virginia,20-29,687,4,0
09/12/2020,Rappahannock,50-59,710,66,5
09/12/2020,Rappahannock,60-69,376,67,11
09/12/2020,Piedmont,20-29,338,3,0
09/12/2020,New River,60-69,77,10,2
09/12/2020,Roanoke,40-49,200,8,0
09/12/2020,Three Rivers,20-29,270,4,0
09/12/2020,Central Virginia,0-9,81,0,0
09/12/2020,New River,70-79,64,15,5
09/12/2020,Loudoun,0-9,255,4,0
09/12/2020,Central Virginia,70-79,164,19,5
09/12/2020,Southside,0-9,25,0,0
09/12/2020,Three Rivers,40-49,256,16,2
09/12/2020,Chickahominy,30-39,217,3,0
09/12/2020,Central Shenandoah,60-69,398,55,15
09/12/2020,Western Tidewater,60-69,415,35,12
09/12/2020,Cumberland Plateau,30-39,78,2,0
09/12/2020,Portsmouth,10-19,194,4,0
09/12/2020,Chesterfield,Missing,129,1,0
09/12/2020,Alexandria,40-49,632,47,0
09/12/2020,Thomas Jefferson,70-79,164,30,14
09/12/2020,Three Rivers,30-39,256,8,0
09/12/2020,Western Tidewater,70-79,251,35,22
09/12/2020,Arlington,60-69,349,89,19
09/12/2020,Cumberland Plateau,10-19,88,1,0
09/12/2020,West Piedmont,30-39,233,7,0
09/12/2020,Peninsula,10-19,266,1,0
09/12/2020,Lenowisco,10-19,75,0,0
09/12/2020,Chesapeake,0-9,134,1,0
09/12/2020,Peninsula,50-59,534,25,3
09/12/2020,Cumberland Plateau,Missing,0,0,0
09/12/2020,Peninsula,60-69,351,36,6
09/12/2020,Lord Fairfax,30-39,473,15,1
09/12/2020,Mount Rogers,20-29,370,0,0
09/12/2020,Eastern Shore,20-29,217,6,0
09/12/2020,Hampton,10-19,107,0,0
09/12/2020,Portsmouth,0-9,78,4,0
09/12/2020,Crater,70-79,246,51,28
09/12/2020,Chesterfield,40-49,969,45,3
09/12/2020,Alexandria,Missing,11,0,0
09/12/2020,Southside,30-39,221,4,0
09/12/2020,Prince William,Missing,196,3,0
09/12/2020,Hampton,60-69,162,13,6
09/12/2020,Fairfax,20-29,3467,107,3
09/12/2020,Thomas Jefferson,0-9,115,1,0
09/12/2020,Lenowisco,40-49,117,6,0
09/12/2020,Central Virginia,10-19,316,2,0
09/12/2020,Lenowisco,70-79,84,24,9
09/12/2020,Virginia Beach,0-9,222,1,0
09/12/2020,Lenowisco,50-59,119,14,1
09/12/2020,Chesapeake,70-79,222,74,7
09/12/2020,Western Tidewater,80+,222,38,52
09/12/2020,Thomas Jefferson,10-19,446,3,0
09/12/2020,Richmond,40-49,592,45,5
09/12/2020,Lord Fairfax,50-59,470,40,6
09/12/2020,Lord Fairfax,10-19,246,4,0
09/12/2020,Rappahannock Rapidan,10-19,230,4,0
09/12/2020,Crater,50-59,611,54,5
09/12/2020,Arlington,Missing,16,1,0
09/12/2020,Chickahominy,60-69,162,31,9
09/12/2020,Chesapeake,20-29,746,7,0
09/12/2020,Three Rivers,Missing,13,1,0
09/12/2020,Henrico,10-19,452,6,0
09/12/2020,Mount Rogers,30-39,303,14,0
09/12/2020,Eastern Shore,30-39,253,11,0
09/12/2020,Chesterfield,0-9,239,3,0
09/12/2020,Central Shenandoah,10-19,673,1,0
09/12/2020,Crater,0-9,73,2,0
09/12/2020,Fairfax,70-79,812,276,122
09/12/2020,Rappahannock,80+,206,76,27
09/12/2020,Alexandria,10-19,254,4,0
09/12/2020,Portsmouth,40-49,351,28,2
09/12/2020,Three Rivers,50-59,221,15,0
09/12/2020,Alleghany,Missing,4,0,0
09/12/2020,Alexandria,30-39,836,37,1
09/12/2020,Southside,Missing,2,0,0
09/12/2020,Portsmouth,60-69,282,52,14
09/12/2020,Roanoke,30-39,276,6,0
09/12/2020,Three Rivers,60-69,168,21,2
09/12/2020,Fairfax,50-59,2976,384,39
09/12/2020,Portsmouth,50-59,336,47,4
09/12/2020,Chickahominy,80+,101,40,30
09/12/2020,Rappahannock Rapidan,50-59,375,38,2
09/12/2020,Fairfax,80+,908,336,315
09/12/2020,Hampton,Missing,31,0,0
09/12/2020,Cumberland Plateau,80+,30,10,5
09/12/2020,Alleghany,50-59,213,12,1
09/12/2020,Prince William,40-49,2764,192,8
09/12/2020,Fairfax,Missing,181,6,0
09/12/2020,Virginia Beach,40-49,851,35,2
09/12/2020,Richmond,Missing,28,1,0
09/12/2020,Norfolk,40-49,541,35,2
09/12/2020,Piedmont,80+,73,24,21
09/12/2020,West Piedmont,50-59,309,47,3
09/12/2020,Cumberland Plateau,20-29,90,0,0
09/12/2020,Alexandria,70-79,126,44,18
09/12/2020,Portsmouth,20-29,507,21,0
09/12/2020,Western Tidewater,30-39,483,18,2
09/12/2020,Central Shenandoah,0-9,110,0,0
09/12/2020,Henrico,80+,416,95,94
09/12/2020,Alexandria,0-9,225,3,0
09/12/2020,Pittsylvania-Danville,40-49,261,13,2
09/12/2020,Henrico,20-29,898,21,1
09/12/2020,Roanoke,60-69,99,9,1
09/12/2020,Peninsula,30-39,754,17,3
09/12/2020,Alleghany,60-69,120,13,1
09/12/2020,Prince William,70-79,433,130,57
09/12/2020,Norfolk,60-69,428,80,15
09/12/2020,Southside,40-49,200,6,0
09/12/2020,Chesterfield,30-39,1140,30,1
09/12/2020,Loudoun,70-79,193,62,19
09/12/2020,Central Virginia,40-49,346,4,0
09/12/2020,New River,Missing,8,0,0
09/12/2020,Chickahominy,20-29,269,3,0
09/12/2020,New River,0-9,22,0,0
09/12/2020,Cumberland Plateau,0-9,22,0,0
09/12/2020,Three Rivers,70-79,82,18,8
09/12/2020,Rappahannock Rapidan,40-49,425,25,3
09/12/2020,Hampton,0-9,44,0,0
09/12/2020,Piedmont,50-59,289,27,4
09/12/2020,Rappahannock,20-29,983,19,0
09/12/2020,West Piedmont,20-29,272,4,0
09/12/2020,Arlington,70-79,207,81,36
09/12/2020,Chickahominy,50-59,265,28,1
09/12/2020,Alleghany,40-49,179,5,0
09/12/2020,Prince William,50-59,2041,236,21
